region_id,region_name,station_name,station_id,lat,lon,station_elevation,date,rrr24,Hargreaves,SPEI_1,GPM,MOD16A2GF,NDVI,EVI,LST_Day,LST_Night,LST,PCI_GPM,VCI,TCI,TCI_Day,TCI_Night,VHI,VHI_Day,VHI_Night,CI_GPM,GPM_SPEI_1,SPEI_1_Class,GPM_SPEI_1_Class
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2006-09,274.4,88.95,1.116,105.84,145.925,0.526,0.275,6.032,5.852,5.942,0.89,0.664,0.582,0.635,0.492,0.623,0.649,0.578,0.712,1.062,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2006-10,285.52,63.69,0.384,118.296,103.3,0.57,0.309,5.962,5.808,5.885,0.448,0.873,0.132,0.247,0.071,0.503,0.56,0.472,0.484,-0.025,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2006-11,193.7,44.86,0.223,122.4,56.162,0.561,0.301,5.834,5.672,5.753,0.401,1.0,0.45,0.417,0.477,0.725,0.709,0.738,0.617,-0.122,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2006-12,97.11,29.97,0.171,127.224,45.55,0.497,0.26,5.692,5.536,5.614,0.626,0.899,0.981,0.956,1.0,0.94,0.927,0.949,0.835,1.016,NN,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-01,64.52,38.24,-0.214,43.896,76.888,0.442,0.216,5.725,5.535,5.63,0.128,1.0,0.351,0.246,0.593,0.676,0.623,0.797,0.493,-1.678,NN,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-02,117.03,36.31,0.859,111.552,72.325,0.4,0.198,5.763,5.562,5.663,0.689,0.782,0.36,0.309,0.539,0.571,0.546,0.661,0.611,0.97,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-03,108.93,49.68,0.633,137.64,95.488,0.416,0.193,5.761,5.576,5.669,1.0,0.826,0.717,0.843,0.619,0.772,0.835,0.723,0.848,0.307,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-04,123.97,68.36,1.344,150.48,147.112,0.47,0.22,5.876,5.642,5.759,0.841,0.693,0.763,0.964,0.522,0.728,0.829,0.608,0.766,1.216,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-05,26.95,107.6,-0.432,38.688,217.25,0.575,0.301,6.025,5.796,5.91,0.153,0.879,0.256,0.212,0.375,0.567,0.545,0.627,0.429,-0.608,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-06,36.54,120.22,0.047,43.2,212.775,0.591,0.334,6.066,5.874,5.97,0.699,0.816,0.402,0.544,0.262,0.609,0.68,0.539,0.639,0.854,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-07,58.0,123.4,0.821,52.08,211.812,0.615,0.37,6.101,5.921,6.011,0.548,0.737,0.508,0.593,0.457,0.622,0.665,0.597,0.597,0.874,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-08,15.83,128.02,-0.968,17.856,193.912,0.577,0.336,6.116,5.931,6.024,0.15,0.776,0.295,0.417,0.27,0.535,0.596,0.523,0.407,-0.131,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-09,183.21,97.22,0.231,74.16,146.125,0.518,0.278,6.069,5.893,5.981,0.606,0.63,0.153,0.166,0.13,0.391,0.398,0.38,0.463,0.059,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-10,53.12,68.89,-1.393,37.2,110.212,0.562,0.285,5.944,5.787,5.866,0.069,0.834,0.361,0.46,0.297,0.597,0.647,0.565,0.421,-1.633,MD,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-11,215.6,40.9,0.47,105.12,66.125,0.512,0.26,5.828,5.684,5.756,0.314,0.772,0.431,0.458,0.41,0.602,0.615,0.591,0.506,-0.655,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2007-12,105.72,30.06,0.297,97.464,42.788,0.463,0.213,5.709,5.576,5.643,0.452,0.744,0.724,0.799,0.647,0.734,0.771,0.696,0.64,0.475,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-01,100.42,26.3,0.768,109.368,43.2,0.375,0.176,5.59,5.483,5.536,0.723,0.488,1.0,1.0,1.0,0.744,0.744,0.744,0.737,1.622,NN,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-02,42.6,34.1,-0.701,58.464,86.838,0.329,0.161,5.725,5.507,5.616,0.256,0.09,0.698,0.483,1.0,0.394,0.286,0.545,0.348,-0.959,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-03,1.71,79.94,-2.508,17.856,180.962,0.328,0.159,5.905,5.646,5.776,0.0,0.186,0.245,0.119,0.343,0.216,0.153,0.265,0.144,-6.426,ED,ED
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-04,6.14,84.51,-1.596,17.28,186.175,0.448,0.251,5.959,5.735,5.847,0.0,0.592,0.0,0.135,0.0,0.296,0.364,0.296,0.197,-1.688,SD,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-05,37.24,97.02,0.334,29.76,202.8,0.509,0.25,5.992,5.771,5.882,0.076,0.557,0.56,0.644,0.565,0.558,0.6,0.561,0.397,-0.351,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-06,120.17,113.4,1.337,36.0,201.65,0.512,0.303,6.032,5.802,5.917,0.578,0.53,0.803,0.819,0.744,0.667,0.675,0.637,0.637,0.929,MW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-07,63.73,122.7,0.913,41.664,218.45,0.527,0.342,6.11,5.912,6.011,0.413,0.41,0.506,0.478,0.522,0.458,0.444,0.466,0.443,0.322,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-08,67.85,126.64,0.322,19.344,204.162,0.541,0.316,6.111,5.917,6.014,0.163,0.64,0.377,0.458,0.38,0.509,0.549,0.51,0.394,-0.42,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-09,109.84,84.87,-0.461,66.24,139.475,0.526,0.28,6.009,5.801,5.905,0.535,0.664,0.997,0.935,0.946,0.83,0.799,0.805,0.732,0.016,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-10,150.49,57.74,-0.422,133.92,80.962,0.585,0.292,5.937,5.772,5.854,0.521,0.945,0.494,0.555,0.453,0.719,0.75,0.699,0.653,0.61,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-11,328.35,41.64,1.279,117.36,58.375,0.528,0.237,5.817,5.668,5.742,0.376,0.849,0.518,0.539,0.502,0.684,0.694,0.675,0.581,-0.267,MW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2008-12,229.05,28.74,1.399,143.592,47.35,0.408,0.18,5.724,5.587,5.656,0.722,0.489,0.613,0.67,0.554,0.551,0.579,0.522,0.608,1.27,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-01,78.28,30.69,0.306,69.192,66.475,0.368,0.164,5.663,5.521,5.592,0.358,0.432,0.615,0.594,0.702,0.524,0.513,0.567,0.469,-0.549,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-02,97.24,31.6,0.613,82.656,91.0,0.356,0.165,5.748,5.576,5.662,0.453,0.351,0.365,0.38,0.417,0.358,0.366,0.384,0.39,-0.401,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-03,63.58,59.04,-0.855,47.616,127.788,0.386,0.193,5.854,5.645,5.75,0.248,0.608,0.36,0.376,0.347,0.484,0.492,0.478,0.405,-0.064,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-04,148.35,64.28,1.558,126.0,145.275,0.469,0.226,5.88,5.628,5.754,0.686,0.69,0.808,0.928,0.601,0.749,0.809,0.645,0.728,1.034,VW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-05,18.36,95.87,-0.297,37.944,195.562,0.489,0.274,5.977,5.764,5.871,0.146,0.454,0.672,0.832,0.619,0.563,0.643,0.536,0.424,0.274,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-06,18.37,118.11,-0.38,36.72,201.075,0.508,0.327,6.043,5.864,5.954,0.59,0.515,0.528,0.729,0.332,0.522,0.622,0.424,0.545,0.953,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-07,19.21,137.45,-0.372,17.112,215.038,0.505,0.284,6.123,5.902,6.013,0.096,0.327,0.49,0.316,0.593,0.409,0.322,0.46,0.305,-0.446,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-08,123.96,100.64,1.317,72.168,183.488,0.573,0.293,6.046,5.837,5.942,0.646,0.759,1.0,1.0,1.0,0.88,0.88,0.88,0.802,1.363,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-09,100.74,84.2,-0.563,92.88,134.575,0.552,0.335,6.015,5.794,5.905,0.774,0.767,1.0,0.863,1.0,0.884,0.815,0.884,0.847,1.015,NN,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-10,137.52,67.22,-0.597,80.352,107.038,0.496,0.265,5.932,5.771,5.852,0.271,0.513,0.53,0.606,0.472,0.521,0.56,0.493,0.438,-0.795,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-11,93.54,44.48,-0.955,105.84,55.725,0.448,0.223,5.822,5.7,5.761,0.318,0.474,0.402,0.501,0.322,0.438,0.487,0.398,0.398,-0.441,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2009-12,86.7,33.74,-0.065,76.632,63.075,0.399,0.205,5.777,5.597,5.687,0.33,0.448,0.334,0.2,0.465,0.391,0.324,0.457,0.371,-0.495,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-01,43.96,33.62,-0.731,59.52,68.588,0.39,0.201,5.766,5.59,5.678,0.27,0.602,0.014,0.016,0.155,0.308,0.309,0.379,0.295,-0.957,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-02,37.88,35.11,-0.867,84.672,76.0,0.413,0.211,5.781,5.59,5.685,0.47,0.907,0.195,0.23,0.302,0.551,0.569,0.605,0.524,0.103,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-03,85.25,48.14,0.026,96.72,131.1,0.391,0.19,5.823,5.613,5.718,0.658,0.649,0.499,0.532,0.474,0.574,0.59,0.562,0.602,0.117,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-04,98.78,64.11,1.149,124.56,123.025,0.367,0.162,5.898,5.608,5.753,0.677,0.207,0.817,0.746,0.714,0.512,0.477,0.46,0.567,1.203,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-05,18.27,99.19,-0.444,48.36,227.75,0.521,0.297,5.995,5.801,5.898,0.236,0.616,0.383,0.597,0.333,0.499,0.606,0.474,0.411,-0.648,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-06,2.53,134.77,-1.634,12.24,240.6,0.465,0.275,6.094,5.9,5.997,0.181,0.36,0.198,0.319,0.089,0.279,0.34,0.224,0.246,-1.17,SD,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-07,7.51,142.53,-1.035,9.672,238.775,0.524,0.261,6.128,5.934,6.031,0.0,0.396,0.322,0.257,0.359,0.359,0.327,0.378,0.239,-1.551,MD,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-08,89.83,127.11,0.663,44.64,210.6,0.368,0.204,6.157,5.953,6.055,0.395,0.0,0.024,0.075,0.099,0.012,0.038,0.05,0.14,0.177,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-09,98.01,91.86,-0.69,38.16,145.525,0.445,0.254,6.06,5.897,5.978,0.284,0.335,0.181,0.272,0.102,0.258,0.304,0.218,0.267,-1.061,NN,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-10,195.26,63.47,-0.143,110.856,104.262,0.482,0.258,5.962,5.804,5.883,0.413,0.443,0.156,0.244,0.115,0.299,0.344,0.279,0.337,-0.177,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-11,113.51,46.95,-0.726,51.84,86.062,0.447,0.254,5.849,5.702,5.776,0.044,0.468,0.308,0.309,0.308,0.388,0.388,0.388,0.273,-1.849,NN,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2010-12,23.01,42.26,-2.073,20.088,71.538,0.381,0.209,5.79,5.646,5.718,0.0,0.364,0.061,0.087,0.035,0.212,0.225,0.199,0.142,-1.988,ED,SD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-01,59.61,34.49,-0.247,105.648,51.312,0.394,0.195,5.721,5.545,5.633,0.689,0.633,0.328,0.265,0.515,0.481,0.449,0.574,0.55,1.277,NN,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-02,120.26,35.12,0.924,122.304,54.1,0.339,0.173,5.743,5.532,5.637,0.777,0.181,0.543,0.401,0.792,0.362,0.291,0.486,0.5,1.666,NN,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-03,126.58,53.29,0.992,135.408,119.113,0.321,0.153,5.835,5.589,5.712,0.981,0.141,0.526,0.473,0.568,0.334,0.307,0.354,0.55,0.253,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-04,39.77,77.66,-0.047,64.8,168.35,0.376,0.187,5.911,5.668,5.79,0.3,0.252,0.495,0.612,0.373,0.373,0.432,0.312,0.349,-0.031,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-05,10.04,100.91,-0.93,46.128,199.188,0.468,0.292,6.006,5.8,5.903,0.217,0.352,0.338,0.463,0.347,0.345,0.407,0.349,0.302,0.433,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-06,74.13,123.81,0.694,44.64,212.275,0.5,0.267,6.01,5.863,5.936,0.723,0.487,0.661,1.0,0.34,0.574,0.744,0.414,0.624,0.891,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-07,3.44,146.99,-1.472,10.416,231.5,0.505,0.233,6.131,5.944,6.037,0.01,0.326,0.267,0.225,0.291,0.297,0.276,0.309,0.201,-1.281,MD,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-08,133.73,113.98,1.287,106.392,167.775,0.424,0.242,6.129,5.917,6.023,0.959,0.207,0.3,0.308,0.38,0.254,0.258,0.294,0.489,1.988,MW,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-09,270.31,84.07,1.122,107.28,127.425,0.548,0.293,6.02,5.84,5.93,0.903,0.751,0.722,0.798,0.603,0.736,0.775,0.677,0.792,1.594,MW,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-10,203.41,63.96,-0.092,183.024,82.362,0.492,0.262,5.932,5.757,5.844,0.75,0.494,0.615,0.611,0.622,0.555,0.553,0.558,0.62,1.26,NN,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-11,323.77,34.21,1.295,222.48,46.238,0.466,0.239,5.751,5.58,5.666,0.909,0.559,1.0,1.0,1.0,0.78,0.78,0.78,0.823,1.812,MW,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2011-12,50.13,31.32,-0.795,45.384,53.212,0.394,0.212,5.714,5.561,5.637,0.148,0.423,0.773,0.758,0.783,0.598,0.59,0.603,0.448,-1.013,NN,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-01,56.13,32.48,-0.291,85.56,51.762,0.349,0.179,5.723,5.567,5.645,0.507,0.286,0.246,0.258,0.339,0.266,0.272,0.313,0.346,0.595,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-02,64.75,33.12,-0.091,86.304,71.712,0.346,0.185,5.712,5.526,5.619,0.483,0.249,0.677,0.539,0.844,0.463,0.394,0.547,0.47,0.278,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-03,113.26,54.92,0.608,110.856,122.662,0.34,0.191,5.793,5.582,5.688,0.776,0.277,0.634,0.681,0.597,0.455,0.479,0.437,0.562,0.183,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-04,7.54,94.91,-2.2,41.76,172.25,0.343,0.193,5.932,5.734,5.833,0.155,0.092,0.121,0.406,0.005,0.107,0.249,0.048,0.123,-0.587,ED,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-05,28.91,120.76,-0.983,55.056,222.788,0.503,0.288,6.025,5.845,5.935,0.293,0.527,0.0,0.212,0.0,0.263,0.37,0.263,0.273,-0.12,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-06,112.63,133.96,1.063,59.04,197.562,0.44,0.251,6.11,5.882,5.996,0.964,0.272,0.209,0.196,0.211,0.24,0.234,0.241,0.482,1.349,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-07,129.55,130.44,1.503,69.936,213.85,0.496,0.295,6.104,5.918,6.011,0.779,0.294,0.504,0.551,0.476,0.399,0.423,0.385,0.526,1.312,VW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-08,86.91,126.42,0.631,46.128,189.513,0.45,0.269,6.131,5.939,6.035,0.408,0.303,0.193,0.288,0.206,0.248,0.296,0.255,0.302,0.758,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-09,84.16,86.17,-0.79,100.8,148.375,0.484,0.264,6.01,5.838,5.924,0.845,0.491,0.785,0.922,0.619,0.638,0.707,0.555,0.707,0.84,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-10,27.74,74.88,-1.745,51.336,105.112,0.391,0.221,5.946,5.793,5.869,0.135,0.0,0.321,0.445,0.237,0.16,0.222,0.119,0.152,-1.292,SD,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-11,171.02,43.04,0.005,115.92,60.825,0.447,0.236,5.864,5.705,5.785,0.369,0.469,0.252,0.205,0.289,0.36,0.337,0.379,0.363,-0.344,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2012-12,201.14,33.54,1.199,135.408,52.875,0.448,0.249,5.728,5.601,5.664,0.674,0.672,0.536,0.638,0.432,0.604,0.655,0.552,0.627,1.032,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-01,55.22,39.79,-0.551,80.352,83.95,0.353,0.17,5.741,5.567,5.654,0.459,0.317,0.179,0.152,0.336,0.248,0.235,0.326,0.318,-0.772,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-02,26.86,34.81,-1.194,57.792,72.875,0.334,0.186,5.745,5.578,5.662,0.25,0.134,0.367,0.392,0.397,0.251,0.263,0.265,0.251,-0.595,MD,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-03,162.58,57.25,1.707,98.208,143.038,0.339,0.184,5.839,5.614,5.727,0.671,0.266,0.461,0.452,0.468,0.364,0.359,0.367,0.466,0.082,VW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-04,24.08,75.47,-0.444,39.6,154.9,0.358,0.189,5.949,5.732,5.841,0.141,0.164,0.053,0.235,0.012,0.109,0.2,0.088,0.119,-0.256,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-05,26.7,115.01,-0.796,68.448,199.662,0.435,0.268,5.992,5.796,5.894,0.408,0.189,0.432,0.647,0.377,0.311,0.418,0.283,0.343,1.049,NN,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-06,14.46,128.98,-0.87,15.12,225.125,0.441,0.266,6.072,5.858,5.965,0.229,0.275,0.444,0.502,0.37,0.36,0.389,0.323,0.316,-0.298,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-07,66.9,133.55,0.803,31.248,204.975,0.473,0.259,6.116,5.9,6.008,0.279,0.207,0.533,0.404,0.609,0.37,0.306,0.408,0.34,0.427,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-08,30.24,114.27,-0.195,34.968,185.8,0.55,0.306,6.085,5.883,5.984,0.306,0.674,0.632,0.672,0.642,0.653,0.673,0.658,0.538,0.582,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-09,112.45,86.73,-0.452,57.6,146.875,0.494,0.258,6.032,5.862,5.947,0.458,0.534,0.532,0.642,0.408,0.533,0.588,0.471,0.508,-0.509,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-10,170.03,66.45,-0.341,126.48,84.15,0.428,0.234,5.918,5.774,5.846,0.486,0.184,0.591,0.778,0.434,0.388,0.481,0.309,0.42,0.442,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-11,142.55,39.26,-0.273,128.16,52.512,0.402,0.225,5.845,5.677,5.761,0.431,0.256,0.401,0.337,0.453,0.329,0.297,0.354,0.363,0.066,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2013-12,122.73,30.22,0.519,112.344,42.15,0.356,0.182,5.728,5.565,5.647,0.539,0.249,0.693,0.631,0.75,0.471,0.44,0.5,0.494,0.797,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-01,70.17,31.27,0.114,49.848,57.062,0.375,0.207,5.715,5.563,5.639,0.182,0.482,0.287,0.301,0.372,0.385,0.392,0.427,0.317,-0.895,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-02,226.21,33.98,1.963,64.512,78.55,0.401,0.2,5.609,5.539,5.574,0.305,0.79,1.0,1.0,0.727,0.895,0.895,0.759,0.698,-0.565,VW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-03,151.89,59.29,1.44,86.304,111.913,0.339,0.189,5.82,5.601,5.71,0.571,0.268,0.533,0.547,0.522,0.401,0.407,0.395,0.457,0.144,MW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-04,41.78,74.16,0.092,43.92,193.338,0.408,0.224,5.92,5.681,5.801,0.168,0.402,0.4,0.521,0.301,0.401,0.462,0.352,0.323,-1.073,NN,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-05,15.46,119.36,-1.728,37.2,208.325,0.461,0.258,6.033,5.819,5.926,0.14,0.319,0.092,0.102,0.199,0.206,0.211,0.259,0.184,-0.266,SD,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-06,25.84,132.46,-0.595,30.96,215.75,0.472,0.254,6.07,5.851,5.961,0.494,0.388,0.475,0.512,0.417,0.431,0.45,0.403,0.452,0.512,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-07,14.82,137.59,-0.531,28.272,224.988,0.431,0.254,6.106,5.905,6.006,0.24,0.052,0.555,0.534,0.567,0.303,0.293,0.309,0.282,-0.402,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-08,0.8,137.74,-1.9,8.184,210.938,0.371,0.191,6.157,5.951,6.054,0.061,0.013,0.036,0.078,0.118,0.024,0.046,0.065,0.037,-1.064,SD,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-09,156.21,93.94,-0.027,36.0,141.225,0.361,0.187,6.062,5.874,5.968,0.265,0.0,0.294,0.249,0.297,0.147,0.124,0.149,0.186,-0.999,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-10,835.62,59.1,1.874,223.2,85.138,0.397,0.202,5.923,5.753,5.838,0.937,0.032,0.691,0.726,0.658,0.362,0.379,0.345,0.554,1.663,VW,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-11,314.12,35.14,1.234,157.68,53.275,0.347,0.188,5.78,5.628,5.704,0.58,0.0,0.759,0.797,0.729,0.38,0.398,0.364,0.446,0.63,MW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2014-12,81.31,30.45,-0.103,70.68,63.25,0.361,0.183,5.753,5.601,5.677,0.296,0.27,0.423,0.413,0.43,0.346,0.342,0.35,0.329,-0.644,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-01,200.54,30.16,1.664,90.768,66.338,0.34,0.183,5.733,5.59,5.662,0.554,0.219,0.129,0.2,0.157,0.174,0.209,0.188,0.301,0.254,VW,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-02,182.13,34.23,1.629,118.944,57.275,0.332,0.169,5.753,5.553,5.653,0.749,0.12,0.429,0.357,0.608,0.274,0.238,0.364,0.433,1.52,VW,VW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-03,114.88,49.52,0.792,114.576,101.238,0.323,0.164,5.789,5.562,5.676,0.807,0.155,0.685,0.701,0.672,0.42,0.428,0.414,0.549,0.246,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-04,24.69,75.69,-0.432,33.84,183.425,0.334,0.182,5.957,5.713,5.835,0.105,0.051,0.101,0.153,0.121,0.076,0.102,0.086,0.086,-1.078,NN,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-05,19.18,109.02,-0.875,30.504,224.788,0.396,0.23,6.009,5.753,5.881,0.083,0.0,0.562,0.414,0.704,0.281,0.207,0.352,0.215,-1.422,NN,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-06,0.61,141.44,-2.131,10.08,241.825,0.365,0.194,6.082,5.891,5.986,0.145,0.0,0.28,0.422,0.148,0.14,0.211,0.074,0.142,-1.367,ED,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-07,129.1,142.32,1.405,76.632,229.7,0.417,0.233,6.131,5.931,6.031,0.865,0.0,0.322,0.223,0.381,0.161,0.112,0.19,0.396,1.068,MW,MW
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-08,19.3,128.92,-0.887,32.736,200.875,0.439,0.261,6.145,5.957,6.051,0.286,0.265,0.06,0.175,0.071,0.162,0.22,0.168,0.204,0.113,NN,NN
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-09,61.01,97.48,-1.217,40.32,151.675,0.422,0.242,6.056,5.866,5.961,0.303,0.245,0.374,0.324,0.373,0.31,0.285,0.309,0.307,-1.174,MD,MD
MASA,Mazandaran,Ramsar,40732,36.9,50.68,-20.0,2015-10,597.03,60.54,1.442,236.592,76.738,0.411,0.225,5.924,5.759,5.842,1.0,0.1,0.648,0.711,0.594,0.374,0.406,0.347,0.583,1.865,MW,VW
