region_id,region_name,station_name,station_id,lat,lon,station_elevation,date,rrr24,Hargreaves,SPEI_1,GPM,MOD16A2GF,NDVI,EVI,LST_Day,LST_Night,LST,PCI_GPM,VCI,TCI,TCI_Day,TCI_Night,VHI,VHI_Day,VHI_Night,CI_GPM,GPM_SPEI_1,SPEI_1_Class,GPM_SPEI_1_Class
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-03,64.0,62.24,-0.624,33.48,136.062,0.285,0.134,5.649,5.44,5.545,0.144,0.936,0.533,0.589,0.385,0.734,0.762,0.66,0.538,-1.214,NN,MD
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-04,54.2,92.61,-0.251,47.52,162.375,0.446,0.302,5.953,5.528,5.741,0.274,0.788,0.237,0.245,0.253,0.513,0.516,0.52,0.433,-0.255,NN,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-05,89.0,114.28,1.355,99.696,200.75,0.6,0.364,5.981,5.603,5.792,1.0,0.665,0.754,0.915,0.428,0.71,0.79,0.547,0.806,1.863,MW,VW
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-06,53.8,132.1,1.377,50.4,226.2,0.681,0.465,6.035,5.664,5.85,1.0,1.0,0.833,0.828,0.719,0.916,0.914,0.859,0.944,1.669,MW,VW
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-07,20.8,124.41,0.276,14.136,268.65,0.632,0.375,6.057,5.705,5.881,0.111,0.97,0.925,1.0,0.703,0.947,0.985,0.836,0.669,-0.71,NN,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-08,20.61,119.34,0.644,6.696,252.112,0.573,0.289,6.114,5.723,5.918,0.065,1.0,0.679,0.917,0.188,0.84,0.959,0.594,0.581,-0.947,NN,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-09,66.4,90.3,2.012,57.6,158.175,0.561,0.271,6.097,5.691,5.894,0.673,1.0,0.377,0.559,0.0,0.688,0.78,0.5,0.683,1.588,EW,VW
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-10,36.9,63.79,0.15,69.192,118.312,0.452,0.21,5.853,5.574,5.713,0.536,1.0,0.78,1.0,0.333,0.89,1.0,0.666,0.772,0.203,NN,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-11,28.6,33.17,-1.061,54.0,66.65,0.295,0.061,5.702,5.474,5.588,0.26,0.708,0.273,0.28,0.317,0.49,0.494,0.512,0.414,-0.674,MD,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2024-12,24.62,27.25,-0.693,34.968,47.25,0.234,0.062,5.552,5.388,5.47,0.182,0.614,0.493,0.476,0.409,0.553,0.545,0.511,0.43,-0.551,NN,NN
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-01,14.22,26.51,-1.821,31.248,,0.156,0.043,5.501,5.368,5.435,0.116,0.611,0.24,0.303,0.365,0.425,0.457,0.488,0.322,,SD,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-02,60.02,27.81,0.61,43.008,,0.197,0.027,5.381,5.311,5.346,0.19,0.684,0.882,0.878,0.72,0.783,0.781,0.702,0.585,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-03,56.2,66.19,-0.946,60.264,,0.258,0.101,5.778,5.485,5.631,0.432,0.76,0.215,0.265,0.104,0.488,0.513,0.432,0.469,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-04,65.62,98.25,-0.106,43.92,,0.409,0.231,5.889,5.557,5.723,0.247,0.657,0.322,0.447,0.0,0.489,0.552,0.329,0.409,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-05,37.41,135.75,-0.881,33.48,,0.662,0.438,6.037,5.65,5.844,0.198,0.952,0.274,0.483,0.0,0.613,0.718,0.476,0.475,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-06,12.81,130.5,-0.003,5.76,,0.631,0.454,6.063,5.675,5.869,0.101,0.75,0.704,0.705,0.596,0.727,0.727,0.673,0.519,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-07,17.2,143.48,-0.709,7.44,,0.558,0.379,6.134,5.707,5.921,0.0,0.625,0.653,0.602,0.683,0.639,0.614,0.654,0.426,,NN,
MASA,Mazandaran,Siahbisheh,40735,36.23,51.3,1855.4,2025-08,9.2,145.12,-0.926,,,0.549,0.294,6.181,5.735,5.958,,0.882,0.228,0.405,0.0,0.555,0.644,0.441,,,NN,
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2006-09,198.9,104.92,1.331,76.32,183.331,0.293,0.151,6.12,5.888,6.004,0.742,0.538,0.412,0.446,0.5,0.475,0.492,0.519,0.564,0.301,MW,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2006-10,49.43,77.27,-1.337,59.52,132.444,0.307,0.143,6.053,5.835,5.944,0.178,0.689,0.019,0.049,0.233,0.354,0.369,0.461,0.296,-0.891,MD,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2006-11,195.72,49.94,0.753,118.08,73.178,0.268,0.15,5.872,5.713,5.793,0.479,0.452,0.318,0.334,0.385,0.385,0.393,0.419,0.416,0.695,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2006-12,277.63,32.31,1.845,114.576,67.999,0.237,0.114,5.723,5.599,5.661,0.953,0.419,0.841,0.855,0.875,0.63,0.637,0.647,0.738,1.587,VW,VW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-01,47.44,39.71,-1.142,43.152,105.284,0.231,0.114,5.731,5.584,5.658,0.208,0.248,0.358,0.36,0.454,0.303,0.304,0.351,0.271,-1.383,MD,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-02,80.51,40.11,0.307,91.392,94.884,0.223,0.113,5.775,5.608,5.692,0.514,0.712,0.236,0.427,0.42,0.474,0.57,0.566,0.487,0.788,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-03,147.02,57.72,1.985,124.248,115.443,0.223,0.123,5.831,5.629,5.73,0.736,0.519,0.664,0.607,0.797,0.592,0.563,0.658,0.64,1.79,VW,VW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-04,15.12,72.21,0.158,49.68,168.644,0.253,0.15,5.909,5.678,5.794,0.507,0.422,0.891,0.828,0.973,0.657,0.625,0.697,0.607,0.45,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-05,5.62,117.87,-0.669,23.808,236.199,0.31,0.161,6.095,5.839,5.967,0.225,0.611,0.311,0.07,0.468,0.461,0.34,0.539,0.382,-0.919,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-06,20.31,133.57,0.33,46.8,230.301,0.347,0.176,6.108,5.927,6.017,0.663,0.79,0.491,0.476,0.402,0.641,0.633,0.596,0.648,0.852,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-07,37.32,136.09,0.773,37.2,231.567,0.311,0.178,6.128,5.934,6.031,0.398,0.338,0.755,0.629,0.876,0.546,0.483,0.607,0.497,1.036,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-08,5.25,143.48,-1.288,13.392,236.133,0.283,0.149,6.185,5.968,6.076,0.114,0.293,0.353,0.335,0.42,0.323,0.314,0.356,0.253,-0.327,MD,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-09,109.52,115.95,0.236,52.56,184.923,0.236,0.146,6.163,5.918,6.04,0.484,0.036,0.099,0.126,0.259,0.068,0.081,0.148,0.206,-0.554,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-10,110.31,81.83,-0.527,42.408,142.546,0.309,0.136,6.0,5.788,5.894,0.037,0.713,0.549,0.543,0.666,0.631,0.628,0.69,0.433,-1.761,NN,SD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-11,155.42,46.88,0.354,110.16,90.249,0.275,0.147,5.872,5.705,5.789,0.439,0.538,0.351,0.331,0.451,0.444,0.434,0.494,0.443,0.141,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2007-12,71.16,35.35,-0.736,63.984,67.616,0.25,0.131,5.745,5.612,5.679,0.417,0.672,0.658,0.708,0.718,0.665,0.69,0.695,0.583,0.406,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-01,157.22,29.28,1.347,67.704,64.127,0.265,0.109,5.635,5.532,5.584,0.462,0.487,1.0,1.0,1.0,0.743,0.743,0.743,0.649,0.881,MW,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-02,53.33,35.8,-0.302,59.856,109.908,0.186,0.093,5.743,5.574,5.658,0.291,0.601,0.454,0.733,0.959,0.528,0.667,0.78,0.449,-0.572,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-03,11.41,79.84,-2.233,23.064,194.479,0.196,0.107,5.895,5.677,5.786,0.046,0.122,0.217,0.231,0.246,0.169,0.177,0.184,0.128,-2.137,ED,ED
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-04,3.62,90.92,-1.374,12.24,198.616,0.26,0.159,5.988,5.764,5.876,0.119,0.511,0.159,0.223,0.192,0.335,0.367,0.352,0.263,-1.386,MD,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-05,11.56,109.31,0.17,28.272,226.351,0.268,0.139,6.062,5.83,5.946,0.31,0.184,0.526,0.334,0.544,0.355,0.259,0.364,0.34,-0.277,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-06,10.74,131.75,0.016,30.24,221.324,0.296,0.145,6.103,5.876,5.99,0.395,0.283,0.802,0.529,0.848,0.543,0.406,0.565,0.493,0.616,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-07,19.93,144.96,0.145,29.016,234.976,0.265,0.154,6.174,5.963,6.069,0.296,0.0,0.321,0.104,0.566,0.161,0.052,0.283,0.206,0.648,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-08,29.62,143.96,-0.349,14.88,236.498,0.257,0.142,6.216,5.958,6.087,0.128,0.145,0.258,0.059,0.507,0.202,0.102,0.326,0.177,-0.294,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-09,120.37,102.94,0.566,87.84,172.32,0.254,0.146,6.122,5.903,6.013,0.867,0.196,0.338,0.431,0.375,0.267,0.314,0.286,0.467,1.022,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-10,208.24,69.02,0.836,131.688,112.086,0.255,0.133,5.999,5.812,5.906,0.773,0.07,0.424,0.551,0.441,0.247,0.31,0.255,0.422,1.244,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-11,82.75,45.52,-0.633,49.68,83.14,0.234,0.115,5.85,5.68,5.765,0.139,0.0,0.544,0.501,0.644,0.272,0.25,0.322,0.228,-1.092,NN,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2008-12,179.43,31.52,1.077,94.488,74.753,0.219,0.109,5.75,5.633,5.692,0.74,0.087,0.516,0.667,0.467,0.301,0.377,0.277,0.447,1.023,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-01,89.02,34.67,0.05,64.728,88.56,0.204,0.107,5.708,5.578,5.643,0.431,0.058,0.486,0.513,0.521,0.272,0.286,0.29,0.325,-0.095,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-02,53.64,37.84,-0.351,85.344,108.864,0.183,0.095,5.747,5.618,5.682,0.471,0.591,0.299,0.696,0.268,0.445,0.643,0.429,0.454,0.228,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-03,54.35,61.73,-0.303,71.424,147.711,0.188,0.106,5.87,5.662,5.766,0.376,0.017,0.377,0.376,0.424,0.197,0.196,0.22,0.256,0.055,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-04,81.57,71.48,1.482,77.76,163.08,0.241,0.13,5.905,5.675,5.79,0.799,0.274,0.921,0.857,1.0,0.598,0.565,0.637,0.665,1.097,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-05,22.84,103.99,0.88,33.48,212.503,0.257,0.155,6.044,5.808,5.926,0.408,0.074,0.725,0.475,0.718,0.399,0.275,0.396,0.402,0.57,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-06,1.43,126.39,-0.176,30.24,216.675,0.352,0.178,6.095,5.933,6.014,0.395,0.845,0.531,0.608,0.348,0.688,0.726,0.596,0.59,0.762,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-07,12.33,147.05,-0.206,13.392,240.177,0.292,0.159,6.117,5.957,6.037,0.102,0.199,0.686,0.751,0.627,0.442,0.475,0.413,0.329,-0.238,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-08,116.44,119.37,1.402,72.912,215.518,0.25,0.166,6.108,5.898,6.003,0.651,0.109,1.0,1.0,1.0,0.555,0.555,0.555,0.587,1.455,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-09,158.12,98.92,1.03,98.64,163.205,0.311,0.191,6.079,5.878,5.979,0.984,0.698,0.634,0.75,0.584,0.666,0.724,0.641,0.772,1.573,MW,VW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-10,138.8,78.54,-0.088,57.288,137.385,0.278,0.157,5.993,5.816,5.904,0.16,0.346,0.441,0.609,0.411,0.393,0.477,0.378,0.315,-1.115,NN,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-11,223.21,49.14,1.008,146.16,81.128,0.254,0.136,5.879,5.724,5.801,0.618,0.254,0.248,0.284,0.304,0.251,0.269,0.279,0.373,1.094,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2009-12,116.51,35.77,0.16,60.264,90.416,0.238,0.119,5.772,5.638,5.705,0.378,0.444,0.375,0.515,0.414,0.409,0.479,0.429,0.399,-0.415,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-01,113.53,36.3,0.538,72.168,95.054,0.226,0.112,5.769,5.627,5.698,0.508,0.211,0.008,0.109,0.0,0.11,0.16,0.106,0.242,-0.06,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-02,98.56,37.31,0.777,87.36,94.998,0.19,0.104,5.769,5.613,5.691,0.485,0.613,0.24,0.483,0.344,0.427,0.548,0.479,0.446,0.677,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-03,27.68,56.39,-1.009,42.408,144.438,0.233,0.149,5.827,5.65,5.739,0.178,0.663,0.595,0.632,0.554,0.629,0.648,0.608,0.479,-0.598,MD,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-04,37.83,76.4,0.69,62.64,141.25,0.262,0.165,5.924,5.688,5.806,0.642,0.528,0.782,0.715,0.882,0.655,0.621,0.705,0.65,1.204,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-05,6.84,111.22,-0.189,24.552,240.59,0.267,0.157,6.081,5.848,5.965,0.239,0.171,0.334,0.178,0.395,0.253,0.174,0.283,0.248,-1.075,NN,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-06,3.01,150.45,-2.109,14.4,260.32,0.3,0.168,6.144,5.945,6.045,0.14,0.324,0.183,0.122,0.236,0.254,0.223,0.28,0.216,-1.143,ED,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-07,13.6,163.97,-1.048,8.928,263.574,0.282,0.16,6.166,5.98,6.073,0.046,0.126,0.273,0.204,0.379,0.199,0.165,0.253,0.148,-1.665,MD,SD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-08,29.25,155.26,-0.755,43.152,246.839,0.374,0.181,6.222,5.979,6.101,0.383,0.793,0.137,0.007,0.328,0.465,0.4,0.561,0.437,0.211,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-09,8.32,115.73,-1.773,32.4,187.706,0.255,0.165,6.18,5.907,6.044,0.266,0.208,0.07,0.0,0.344,0.139,0.104,0.276,0.181,-1.254,SD,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-10,120.45,72.63,-0.257,77.376,129.929,0.288,0.152,6.058,5.829,5.943,0.325,0.463,0.024,0.0,0.289,0.243,0.231,0.376,0.271,-0.287,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-11,13.12,54.27,-1.985,28.8,106.323,0.263,0.157,5.915,5.684,5.8,0.036,0.374,0.259,0.0,0.613,0.317,0.187,0.494,0.223,-1.968,SD,SD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2010-12,14.02,45.18,-2.487,24.552,103.221,0.228,0.118,5.846,5.61,5.728,0.0,0.244,0.126,0.0,0.747,0.185,0.122,0.495,0.123,-1.904,ED,SD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-01,218.78,35.74,1.931,99.696,72.347,0.216,0.115,5.749,5.591,5.67,0.792,0.137,0.252,0.24,0.386,0.195,0.189,0.262,0.394,1.601,VW,VW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-02,101.92,36.33,0.864,98.784,72.93,0.215,0.121,5.776,5.586,5.681,0.566,0.688,0.309,0.424,0.78,0.499,0.556,0.734,0.521,1.477,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-03,58.08,54.11,0.064,85.56,142.338,0.212,0.115,5.859,5.632,5.746,0.472,0.363,0.537,0.44,0.756,0.45,0.401,0.559,0.457,0.531,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-04,6.28,80.24,-0.557,27.36,184.728,0.219,0.129,5.956,5.721,5.838,0.276,0.0,0.495,0.47,0.587,0.248,0.235,0.293,0.257,-0.534,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-05,5.86,102.69,0.216,23.808,212.495,0.277,0.16,6.077,5.832,5.954,0.225,0.274,0.439,0.215,0.526,0.357,0.244,0.4,0.313,0.15,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-06,52.04,123.65,1.281,50.4,224.976,0.332,0.173,6.078,5.937,6.007,0.721,0.641,0.604,0.775,0.312,0.622,0.708,0.476,0.655,1.116,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-07,0.01,155.3,-1.443,5.208,254.439,0.313,0.181,6.163,5.983,6.073,0.0,0.349,0.271,0.238,0.344,0.31,0.293,0.346,0.207,-1.38,MD,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-08,126.16,128.59,1.406,111.6,209.392,0.303,0.182,6.177,5.951,6.064,1.0,0.402,0.464,0.405,0.562,0.433,0.404,0.482,0.622,2.019,MW,EW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-09,75.99,93.97,0.056,69.84,160.864,0.287,0.177,6.1,5.904,6.002,0.672,0.483,0.43,0.593,0.37,0.456,0.538,0.427,0.528,0.822,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-10,344.02,69.3,1.857,159.216,110.172,0.292,0.165,5.965,5.817,5.891,1.0,0.506,0.584,0.878,0.394,0.545,0.692,0.45,0.697,1.629,VW,VW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-11,155.98,37.55,0.467,99.36,71.269,0.278,0.158,5.786,5.635,5.71,0.386,0.578,1.0,1.0,1.0,0.789,0.789,0.789,0.655,0.328,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2011-12,61.31,32.98,-0.906,37.2,80.487,0.236,0.137,5.735,5.589,5.662,0.134,0.409,0.835,0.774,1.0,0.622,0.592,0.704,0.459,-0.838,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-01,104.41,35.88,0.362,83.328,74.821,0.231,0.129,5.731,5.592,5.662,0.623,0.246,0.323,0.357,0.373,0.285,0.302,0.31,0.397,1.042,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-02,112.77,37.02,1.054,95.352,91.591,0.198,0.108,5.714,5.576,5.645,0.542,0.635,0.544,1.0,0.939,0.59,0.818,0.787,0.574,0.973,MW,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-03,52.96,55.71,-0.151,77.376,147.343,0.203,0.121,5.826,5.623,5.725,0.416,0.229,0.708,0.638,0.863,0.468,0.433,0.546,0.451,0.213,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-04,7.11,98.16,-1.671,17.28,182.672,0.246,0.147,6.018,5.769,5.893,0.172,0.326,0.011,0.0,0.152,0.168,0.163,0.239,0.17,-0.764,SD,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-05,3.15,120.75,-1.025,20.088,246.266,0.316,0.164,6.099,5.897,5.998,0.155,0.668,0.0,0.04,0.0,0.334,0.354,0.334,0.274,-1.487,MD,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-06,66.11,133.99,1.334,48.96,220.242,0.308,0.18,6.13,5.952,6.041,0.698,0.402,0.227,0.259,0.181,0.314,0.33,0.291,0.442,1.209,MW,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-07,40.15,134.69,0.846,40.176,237.223,0.335,0.2,6.167,5.975,6.071,0.435,0.511,0.295,0.19,0.434,0.403,0.351,0.472,0.414,0.952,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-08,53.53,135.12,0.451,47.616,242.369,0.256,0.164,6.202,5.994,6.098,0.423,0.141,0.16,0.187,0.2,0.15,0.164,0.17,0.241,0.439,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-09,136.95,97.84,0.823,90.72,185.755,0.299,0.153,6.08,5.896,5.988,0.898,0.589,0.553,0.743,0.438,0.571,0.666,0.513,0.68,0.695,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-10,79.72,82.51,-0.975,52.824,133.118,0.317,0.164,6.034,5.826,5.93,0.123,0.803,0.163,0.222,0.311,0.483,0.513,0.557,0.363,-1.121,NN,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-11,283.63,47.22,1.458,146.88,87.73,0.27,0.144,5.906,5.757,5.831,0.621,0.478,0.0,0.074,0.048,0.239,0.276,0.263,0.367,0.982,MW,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2012-12,170.51,35.56,0.933,91.512,81.321,0.227,0.125,5.775,5.662,5.718,0.709,0.238,0.233,0.497,0.125,0.235,0.368,0.182,0.393,0.786,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-01,93.03,40.97,-0.003,66.216,117.234,0.212,0.11,5.747,5.608,5.678,0.446,0.109,0.183,0.253,0.198,0.146,0.181,0.154,0.246,-1.043,NN,MD
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-02,55.64,34.54,-0.201,51.072,94.965,0.215,0.097,5.773,5.621,5.697,0.228,0.688,0.2,0.446,0.21,0.444,0.567,0.449,0.372,-0.386,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-03,62.24,64.45,-0.134,58.776,156.85,0.214,0.128,5.869,5.674,5.772,0.289,0.384,0.332,0.384,0.28,0.358,0.384,0.332,0.335,-0.498,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-04,31.22,79.4,0.44,38.88,172.735,0.244,0.143,5.982,5.751,5.867,0.396,0.313,0.245,0.271,0.31,0.279,0.292,0.312,0.318,0.098,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-05,22.45,113.41,0.491,43.152,216.422,0.279,0.165,6.087,5.855,5.971,0.592,0.293,0.27,0.135,0.335,0.282,0.214,0.314,0.385,0.803,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-06,5.02,126.11,0.012,20.16,237.143,0.286,0.178,6.11,5.928,6.019,0.233,0.183,0.473,0.461,0.388,0.328,0.322,0.286,0.296,-0.241,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-07,10.03,136.56,0.097,29.016,238.686,0.283,0.164,6.155,5.947,6.051,0.296,0.132,0.523,0.324,0.734,0.327,0.228,0.433,0.317,0.508,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-08,58.94,121.02,0.773,43.152,225.062,0.266,0.168,6.156,5.949,6.052,0.383,0.199,0.564,0.581,0.582,0.381,0.39,0.39,0.382,0.738,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-09,98.03,92.47,0.408,74.88,177.75,0.346,0.127,6.097,5.917,6.007,0.727,1.0,0.389,0.618,0.266,0.695,0.809,0.633,0.705,0.439,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-10,148.76,68.82,0.167,88.536,122.196,0.277,0.138,5.978,5.808,5.893,0.417,0.334,0.563,0.754,0.48,0.448,0.544,0.407,0.438,0.213,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-11,84.85,42.73,-0.557,82.8,76.557,0.272,0.151,5.87,5.723,5.797,0.304,0.496,0.286,0.347,0.312,0.391,0.421,0.404,0.362,-0.18,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2013-12,146.13,33.14,0.657,103.416,63.235,0.234,0.128,5.748,5.595,5.672,0.835,0.361,0.73,0.682,0.923,0.545,0.522,0.642,0.642,1.465,NN,MW
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2014-01,42.66,33.44,-1.102,45.384,78.739,0.231,0.115,5.751,5.583,5.667,0.231,0.242,0.28,0.229,0.47,0.261,0.236,0.356,0.251,-0.441,MD,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2014-02,63.71,37.19,-0.052,40.992,100.484,0.209,0.107,5.759,5.572,5.665,0.157,0.668,0.409,0.58,1.0,0.539,0.624,0.834,0.412,-0.851,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2014-03,71.62,56.76,0.397,76.632,133.8,0.187,0.106,5.85,5.653,5.752,0.411,0.0,0.49,0.496,0.517,0.245,0.248,0.259,0.301,0.522,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2014-04,16.64,81.23,-0.126,28.8,200.912,0.278,0.151,5.969,5.731,5.85,0.291,0.734,0.393,0.373,0.493,0.564,0.554,0.614,0.473,-0.961,NN,NN
MASA,Mazandaran,Babolsar,40736,36.7,52.64,-21.0,2014-05,8.93,116.87,-0.399,24.552,228.716,0.299,0.169,6.104,5.886,5.995,0.239,0.495,0.029,0.0,0.087,0.262,0.247,0.291,0.255,-0.554,NN,NN
