Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,LST_Day_Aqua_MYD21C3
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-07-01,MASA,6.203600000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-07-01,MASA,6.0696
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-07-01,MASA,6.162000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-07-01,MASA,6.2232
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-07-01,MASA,6.166
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-07-01,MASA,6.2104
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-07-01,MASA,6.091200000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-07-01,MASA,6.2336
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-07-01,MASA,6.2384
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-07-01,MASA,6.074400000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-07-01,MASA,6.08
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-07-01,MASA,6.1328
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-07-01,MASA,6.222799999999999
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-07-01,MASA,6.3424000000000005
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-07-01,MASA,6.2064
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-08-01,MASA,6.1936
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-08-01,MASA,6.0856
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-08-01,MASA,6.216
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-08-01,MASA,6.3128
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-08-01,MASA,6.1728
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-08-01,MASA,6.1272
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-08-01,MASA,6.080800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-08-01,MASA,6.212000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-08-01,MASA,6.2404
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-08-01,MASA,6.0848
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-08-01,MASA,6.054
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-08-01,MASA,6.1404
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-08-01,MASA,6.1448
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-08-01,MASA,6.2708
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-08-01,MASA,6.284
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-09-01,MASA,6.154
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-09-01,MASA,6.1808000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-09-01,MASA,6.196000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-09-01,MASA,6.249600000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-09-01,MASA,6.1212
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-09-01,MASA,6.1336
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-09-01,MASA,6.1172
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-09-01,MASA,6.148000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-09-01,MASA,6.2028
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-09-01,MASA,6.023200000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-09-01,MASA,6.0072
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-09-01,MASA,6.0776
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-09-01,MASA,6.176
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-09-01,MASA,6.2456000000000005
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-09-01,MASA,6.255600000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-10-01,MASA,6.084
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-10-01,MASA,6.074
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-10-01,MASA,6.083200000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-10-01,MASA,6.0564
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-10-01,MASA,6.021599999999999
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-10-01,MASA,6.048400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-10-01,MASA,6.0203999999999995
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-10-01,MASA,6.005600000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-10-01,MASA,6.0764
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-10-01,MASA,5.9616
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-10-01,MASA,5.9584
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-10-01,MASA,6.0016
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-10-01,MASA,6.0708
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-10-01,MASA,6.1164
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-10-01,MASA,6.0356000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-11-01,MASA,5.8948
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-11-01,MASA,5.8984000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-11-01,MASA,5.8964
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-11-01,MASA,5.764400000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-11-01,MASA,5.8728
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-11-01,MASA,5.874
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-11-01,MASA,5.8548
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-11-01,MASA,5.824800000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-11-01,MASA,5.9008
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-11-01,MASA,5.857200000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-11-01,MASA,5.7952
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-11-01,MASA,5.8596
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-11-01,MASA,5.8776
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-11-01,MASA,5.9212
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-11-01,MASA,5.8260000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2002-12-01,MASA,5.558000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2002-12-01,MASA,5.746
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2002-12-01,MASA,5.718000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2002-12-01,MASA,5.3052
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2002-12-01,MASA,5.7084
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2002-12-01,MASA,5.6744
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2002-12-01,MASA,5.712400000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2002-12-01,MASA,5.47
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2002-12-01,MASA,5.4452
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2002-12-01,MASA,5.716
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2002-12-01,MASA,5.556
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2002-12-01,MASA,5.703600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2002-12-01,MASA,5.7112
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2002-12-01,MASA,5.733200000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2002-12-01,MASA,5.3212
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-01-01,MASA,5.8351999999999995
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-01-01,MASA,5.8288
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-01-01,MASA,5.8092
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-01-01,MASA,5.394
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-01-01,MASA,5.727200000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-01-01,MASA,5.7824
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-01-01,MASA,5.8100000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-01-01,MASA,5.731599999999999
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-01-01,MASA,5.7068
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-01-01,MASA,5.6964
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-01-01,MASA,5.7372000000000005
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-01-01,MASA,5.7708
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-01-01,MASA,5.799600000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-01-01,MASA,5.8472
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-01-01,MASA,5.3852
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-02-01,MASA,5.8152
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-02-01,MASA,5.8612
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-02-01,MASA,5.814400000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-02-01,MASA,5.403200000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-02-01,MASA,5.7436
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-02-01,MASA,5.798000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-02-01,MASA,5.820399999999999
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-02-01,MASA,5.7664
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-02-01,MASA,5.7956
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-02-01,MASA,5.682799999999999
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-02-01,MASA,5.7384
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-02-01,MASA,5.7308
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-02-01,MASA,5.812
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-02-01,MASA,5.8608
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-02-01,MASA,5.3848
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-03-01,MASA,5.8932
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-03-01,MASA,5.8528
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-03-01,MASA,5.8264
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-03-01,MASA,5.5396
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-03-01,MASA,5.7464
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-03-01,MASA,5.8191999999999995
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-03-01,MASA,5.816800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-03-01,MASA,5.878000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-03-01,MASA,5.8384
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-03-01,MASA,5.7088
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-03-01,MASA,5.805600000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-03-01,MASA,5.758000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-03-01,MASA,5.8324
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-03-01,MASA,5.8427999999999995
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-03-01,MASA,5.478000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-04-01,MASA,6.0052
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-04-01,MASA,6.0120000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-04-01,MASA,5.984
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-04-01,MASA,5.8756
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-04-01,MASA,5.854400000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-04-01,MASA,5.9276
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-04-01,MASA,5.9904
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-04-01,MASA,5.9396
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-04-01,MASA,5.9816
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-04-01,MASA,5.7592
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-04-01,MASA,5.9176
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-04-01,MASA,5.9112
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-04-01,MASA,6.0048
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-04-01,MASA,5.916800000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-04-01,MASA,5.8788
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-05-01,MASA,6.022
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-05-01,MASA,6.0844000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-05-01,MASA,6.095600000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-05-01,MASA,6.0688
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-05-01,MASA,5.976800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-05-01,MASA,6.026000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-05-01,MASA,6.0064
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-05-01,MASA,6.03
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-05-01,MASA,6.0364
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-05-01,MASA,5.863200000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-05-01,MASA,5.9156
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-05-01,MASA,5.9628
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-05-01,MASA,6.061599999999999
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-05-01,MASA,6.073200000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-05-01,MASA,6.0492
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-06-01,MASA,6.0600000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-06-01,MASA,6.0936
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-06-01,MASA,6.1304
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-06-01,MASA,6.1332
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-06-01,MASA,6.0768
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-06-01,MASA,6.0680000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-06-01,MASA,6.0388
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-06-01,MASA,6.046800000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-06-01,MASA,6.08
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-06-01,MASA,5.969600000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-06-01,MASA,5.9264
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-06-01,MASA,6.0396
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-06-01,MASA,6.099600000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-06-01,MASA,6.144400000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-06-01,MASA,6.1476
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-07-01,MASA,6.1188
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-07-01,MASA,6.0636
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-07-01,MASA,6.1164
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-07-01,MASA,6.2904
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-07-01,MASA,6.1076
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-07-01,MASA,6.1216
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-07-01,MASA,6.1004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-07-01,MASA,6.123200000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-07-01,MASA,6.155600000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-07-01,MASA,5.9928
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-07-01,MASA,5.98
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-07-01,MASA,6.078000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-07-01,MASA,6.2028
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-07-01,MASA,6.268400000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-07-01,MASA,6.2728
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-08-01,MASA,6.185600000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-08-01,MASA,6.104400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-08-01,MASA,6.178400000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-08-01,MASA,6.2888
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-08-01,MASA,6.142
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-08-01,MASA,6.1576
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-08-01,MASA,6.1244000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-08-01,MASA,6.16
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-08-01,MASA,6.2376000000000005
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-08-01,MASA,6.0592
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-08-01,MASA,6.0536
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-08-01,MASA,6.115600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-08-01,MASA,6.202000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-08-01,MASA,6.2872
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-08-01,MASA,6.268000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-09-01,MASA,6.1568000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-09-01,MASA,6.140000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-09-01,MASA,6.1392
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-09-01,MASA,6.2152
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-09-01,MASA,6.1024
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-09-01,MASA,6.05
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-09-01,MASA,6.086800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-09-01,MASA,6.1128
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-09-01,MASA,6.179600000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-09-01,MASA,6.022
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-09-01,MASA,6.0104
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-09-01,MASA,6.073200000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-09-01,MASA,6.1244000000000005
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-09-01,MASA,6.2028
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-09-01,MASA,6.228400000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-10-01,MASA,6.042400000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-10-01,MASA,6.054
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-10-01,MASA,6.054
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-10-01,MASA,6.0428
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-10-01,MASA,6.0
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-10-01,MASA,6.014400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-10-01,MASA,6.0028
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-10-01,MASA,6.008400000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-10-01,MASA,6.055600000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-10-01,MASA,5.965600000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-10-01,MASA,5.9184
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-10-01,MASA,5.972799999999999
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-10-01,MASA,6.0224
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-10-01,MASA,6.103200000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-10-01,MASA,6.0368
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-11-01,MASA,5.7828
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-11-01,MASA,5.876
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-11-01,MASA,5.8684
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-11-01,MASA,5.7736
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-11-01,MASA,5.8348
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-11-01,MASA,5.8236
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-11-01,MASA,5.832000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-11-01,MASA,5.7456000000000005
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-11-01,MASA,5.758000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-11-01,MASA,5.829199999999999
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-11-01,MASA,5.7216
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-11-01,MASA,5.801200000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-11-01,MASA,5.830800000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-11-01,MASA,5.880800000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-11-01,MASA,5.773200000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2003-12-01,MASA,5.7088
Mazandaran,23.7,99309,36.48,52.47,Amol,2003-12-01,MASA,5.815600000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2003-12-01,MASA,5.7988
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2003-12-01,MASA,5.566800000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2003-12-01,MASA,5.752400000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2003-12-01,MASA,5.7532000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2003-12-01,MASA,5.784400000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2003-12-01,MASA,5.694400000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2003-12-01,MASA,5.620800000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2003-12-01,MASA,5.7472
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2003-12-01,MASA,5.6824
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2003-12-01,MASA,5.7472
Mazandaran,23.0,40759,36.54,53.0,Sari,2003-12-01,MASA,5.7852
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2003-12-01,MASA,5.7984
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2003-12-01,MASA,5.3515999999999995
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2004-01-01,MASA,5.784
Mazandaran,23.7,99309,36.48,52.47,Amol,2004-01-01,MASA,5.8364
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2004-01-01,MASA,5.8324
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-01-01,MASA,5.630800000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-01-01,MASA,5.750800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-01-01,MASA,5.7896
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-01-01,MASA,5.806800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-01-01,MASA,5.7136000000000005
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-01-01,MASA,5.744
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-01-01,MASA,5.7296000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-01-01,MASA,5.708000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2004-01-01,MASA,5.7676
Mazandaran,23.0,40759,36.54,53.0,Sari,2004-01-01,MASA,5.823200000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2004-01-01,MASA,5.838000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2004-01-01,MASA,5.477200000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2004-02-01,MASA,5.876800000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2004-02-01,MASA,5.8716
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2004-02-01,MASA,5.8532
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-02-01,MASA,5.7632
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-02-01,MASA,5.784800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-02-01,MASA,5.8260000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-02-01,MASA,5.8591999999999995
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-02-01,MASA,5.8612
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-02-01,MASA,5.8316
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-02-01,MASA,5.7288
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-02-01,MASA,5.790800000000001
