Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,NDVI_Terra_MOD13A3
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-09-01,MASA,0.19
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-09-01,MASA,-0.0061
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-09-01,MASA,0.5654
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-09-01,MASA,0.6185
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-09-01,MASA,0.17450000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-09-01,MASA,0.29910000000000003
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-09-01,MASA,0.5911000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-09-01,MASA,0.5524
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2004-09-01,MASA,0.5543
Mazandaran,23.0,40759,36.54,53.0,Sari,2004-09-01,MASA,0.39130000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2004-09-01,MASA,0.44830000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2004-09-01,MASA,0.4897
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2004-10-01,MASA,0.3108
Mazandaran,23.7,99309,36.48,52.47,Amol,2004-10-01,MASA,0.4994
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2004-10-01,MASA,0.2765
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-10-01,MASA,0.1841
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-10-01,MASA,0.0048000000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-10-01,MASA,0.42710000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-10-01,MASA,0.5239
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-10-01,MASA,0.17750000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-10-01,MASA,0.2785
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-10-01,MASA,0.5669000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-10-01,MASA,0.5001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2004-10-01,MASA,0.5434
Mazandaran,23.0,40759,36.54,53.0,Sari,2004-10-01,MASA,0.4055
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2004-10-01,MASA,0.3748
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2004-10-01,MASA,0.3709
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2004-11-01,MASA,0.2914
Mazandaran,23.7,99309,36.48,52.47,Amol,2004-11-01,MASA,0.4717
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2004-11-01,MASA,0.3013
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-11-01,MASA,0.1529
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-11-01,MASA,-0.15180000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-11-01,MASA,0.3452
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-11-01,MASA,0.44570000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-11-01,MASA,0.1922
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-11-01,MASA,0.2725
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-11-01,MASA,0.5284
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-11-01,MASA,0.4313
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2004-11-01,MASA,0.5283
Mazandaran,23.0,40759,36.54,53.0,Sari,2004-11-01,MASA,0.4587
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2004-11-01,MASA,0.4423
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2004-11-01,MASA,0.2782
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2004-12-01,MASA,0.31070000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2004-12-01,MASA,0.4302
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2004-12-01,MASA,0.2561
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2004-12-01,MASA,0.16340000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2004-12-01,MASA,-0.133
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2004-12-01,MASA,0.2803
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2004-12-01,MASA,0.4252
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2004-12-01,MASA,0.2136
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2004-12-01,MASA,0.2545
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2004-12-01,MASA,0.4197
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2004-12-01,MASA,0.3816
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2004-12-01,MASA,0.4645
Mazandaran,23.0,40759,36.54,53.0,Sari,2004-12-01,MASA,0.4526
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2004-12-01,MASA,0.4224
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2004-12-01,MASA,0.2023
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-01-01,MASA,-0.014
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-01-01,MASA,0.3805
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-01-01,MASA,0.2088
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-01-01,MASA,-0.0031000000000000003
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-01-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-01-01,MASA,0.2763
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-01-01,MASA,0.3577
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-01-01,MASA,-0.020900000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-01-01,MASA,0.0038
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-01-01,MASA,0.4287
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-01-01,MASA,0.3551
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-01-01,MASA,0.4222
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-01-01,MASA,0.42010000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-01-01,MASA,0.3632
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-01-01,MASA,-0.009600000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-02-01,MASA,0.12010000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-02-01,MASA,0.4048
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-02-01,MASA,0.2074
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-02-01,MASA,0.0538
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-02-01,MASA,0.046200000000000005
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-02-01,MASA,0.3658
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-02-01,MASA,0.34750000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-02-01,MASA,-0.0145
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-02-01,MASA,0.2303
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-02-01,MASA,0.3617
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-02-01,MASA,0.3539
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-02-01,MASA,0.4218
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-02-01,MASA,0.392
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-02-01,MASA,0.36160000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-02-01,MASA,0.1502
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-03-01,MASA,0.3246
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-03-01,MASA,0.38220000000000004
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-03-01,MASA,0.23970000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-03-01,MASA,0.1364
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-03-01,MASA,-0.16690000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-03-01,MASA,0.4383
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-03-01,MASA,0.3694
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-03-01,MASA,0.2162
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-03-01,MASA,0.23220000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-03-01,MASA,0.334
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-03-01,MASA,0.41540000000000005
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-03-01,MASA,0.39230000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-03-01,MASA,0.41250000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-03-01,MASA,0.4203
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-03-01,MASA,0.2253
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-04-01,MASA,0.5212
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-04-01,MASA,0.3295
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-04-01,MASA,0.26130000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-04-01,MASA,0.1527
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-04-01,MASA,0.22490000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-04-01,MASA,0.5123
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-04-01,MASA,0.4312
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-04-01,MASA,0.2768
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-04-01,MASA,0.32830000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-04-01,MASA,0.4409
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-04-01,MASA,0.5442
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-04-01,MASA,0.4727
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-04-01,MASA,0.38680000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-04-01,MASA,0.4173
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-04-01,MASA,0.3274
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-05-01,MASA,0.5578000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-05-01,MASA,0.3539
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-05-01,MASA,0.3201
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-05-01,MASA,0.2001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-05-01,MASA,0.22490000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-05-01,MASA,0.4375
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-05-01,MASA,0.46990000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-05-01,MASA,0.3617
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-05-01,MASA,0.4224
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-05-01,MASA,0.5374
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-05-01,MASA,0.6648000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-05-01,MASA,0.5509000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-05-01,MASA,0.3965
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-05-01,MASA,0.38430000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-05-01,MASA,0.4611
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-06-01,MASA,0.5279
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-06-01,MASA,0.6194000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-06-01,MASA,0.3331
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-06-01,MASA,0.219
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-06-01,MASA,-0.1337
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-06-01,MASA,0.3009
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-06-01,MASA,0.5625
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-06-01,MASA,0.30410000000000004
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-06-01,MASA,0.3728
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-06-01,MASA,0.5354
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-06-01,MASA,0.6234000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-06-01,MASA,0.6373
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-06-01,MASA,0.5038
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-06-01,MASA,0.3879
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-06-01,MASA,0.5484
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-07-01,MASA,0.4207
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-07-01,MASA,0.7224
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-07-01,MASA,0.3008
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-07-01,MASA,0.23090000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-07-01,MASA,-0.1996
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-07-01,MASA,0.45680000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-07-01,MASA,0.6709
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-07-01,MASA,0.23470000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-07-01,MASA,0.3305
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-07-01,MASA,0.5259
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-07-01,MASA,0.5988
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-07-01,MASA,0.6636000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-07-01,MASA,0.6236
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-07-01,MASA,0.5658000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-07-01,MASA,0.46540000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-08-01,MASA,0.41960000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-08-01,MASA,0.5831000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-08-01,MASA,0.24400000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-08-01,MASA,0.199
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-08-01,MASA,-0.124
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-08-01,MASA,0.5706
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-08-01,MASA,0.6032000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-08-01,MASA,0.2041
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-08-01,MASA,0.2957
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-08-01,MASA,0.5459
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-08-01,MASA,0.6208
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-08-01,MASA,0.5866
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-08-01,MASA,0.4677
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-08-01,MASA,0.5408000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-08-01,MASA,0.36110000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-09-01,MASA,0.4102
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-09-01,MASA,0.5177
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-09-01,MASA,0.3567
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-09-01,MASA,0.2001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-09-01,MASA,-0.12240000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-09-01,MASA,0.5622
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-09-01,MASA,0.5951000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-09-01,MASA,0.18660000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-09-01,MASA,0.2757
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-09-01,MASA,0.29150000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-09-01,MASA,0.5834
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-09-01,MASA,0.609
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-09-01,MASA,0.4359
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-09-01,MASA,0.4667
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-09-01,MASA,0.4113
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-10-01,MASA,0.3381
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-10-01,MASA,0.459
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-10-01,MASA,0.28600000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-10-01,MASA,0.1995
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-10-01,MASA,-0.1579
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-10-01,MASA,0.4127
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-10-01,MASA,0.5186000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-10-01,MASA,0.1787
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-10-01,MASA,0.2889
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-10-01,MASA,0.5753
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-10-01,MASA,0.4853
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-10-01,MASA,0.5344
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-10-01,MASA,0.44930000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-10-01,MASA,0.3791
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-10-01,MASA,0.28340000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-11-01,MASA,0.2711
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-11-01,MASA,0.445
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-11-01,MASA,0.25730000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-11-01,MASA,0.1447
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-11-01,MASA,0.09380000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-11-01,MASA,0.3345
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-11-01,MASA,0.5056
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-11-01,MASA,0.1797
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-11-01,MASA,0.2869
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-11-01,MASA,0.5619000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-11-01,MASA,0.4433
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-11-01,MASA,0.5383
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-11-01,MASA,0.4802
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-11-01,MASA,0.4278
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-11-01,MASA,0.24000000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-12-01,MASA,0.28750000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-12-01,MASA,0.4063
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-12-01,MASA,0.2596
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-12-01,MASA,0.1343
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-12-01,MASA,-0.17
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-12-01,MASA,0.3277
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-12-01,MASA,0.4446
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-12-01,MASA,0.18760000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-12-01,MASA,0.2499
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-12-01,MASA,0.4414
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-12-01,MASA,0.3341
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-12-01,MASA,0.47100000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-12-01,MASA,0.4562
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-12-01,MASA,0.4207
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-12-01,MASA,0.1723
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-01-01,MASA,0.1589
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-01-01,MASA,0.4202
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-01-01,MASA,0.2393
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-01-01,MASA,0.15130000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-01-01,MASA,-0.0961
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-01-01,MASA,0.3486
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-01-01,MASA,0.4166
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-01-01,MASA,0.0046
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-01-01,MASA,0.2731
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-01-01,MASA,0.3518
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-01-01,MASA,0.3119
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-01-01,MASA,0.41750000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-01-01,MASA,0.4441
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-01-01,MASA,0.44870000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-01-01,MASA,0.1847
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-02-01,MASA,0.2933
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-02-01,MASA,0.3412
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-02-01,MASA,0.2019
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-02-01,MASA,0.2006
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-02-01,MASA,0.1643
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-02-01,MASA,0.4128
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-02-01,MASA,0.3267
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-02-01,MASA,0.17800000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-02-01,MASA,0.27890000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-02-01,MASA,0.3367
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-02-01,MASA,0.33440000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-02-01,MASA,0.373
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-02-01,MASA,0.3992
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-02-01,MASA,0.3947
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-02-01,MASA,0.14600000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-03-01,MASA,0.3124
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-03-01,MASA,0.3422
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-03-01,MASA,0.20900000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-03-01,MASA,0.1317
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-03-01,MASA,0.1643
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-03-01,MASA,0.5387000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-03-01,MASA,0.35200000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-03-01,MASA,0.19740000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-03-01,MASA,0.24880000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-03-01,MASA,0.338
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-03-01,MASA,0.4227
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-03-01,MASA,0.43170000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-03-01,MASA,0.3965
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-03-01,MASA,0.40950000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-03-01,MASA,0.1635
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-04-01,MASA,0.4242
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-04-01,MASA,0.2978
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-04-01,MASA,0.263
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-04-01,MASA,0.1756
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-04-01,MASA,-0.0863
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-04-01,MASA,0.6184000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-04-01,MASA,0.4295
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-04-01,MASA,0.2656
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-04-01,MASA,0.33480000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-04-01,MASA,0.3977
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-04-01,MASA,0.6485000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-04-01,MASA,0.4943
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-04-01,MASA,0.3991
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-04-01,MASA,0.4262
