Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,EVI_Terra_MOD13A3
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-07-01,MASA,0.3341
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-07-01,MASA,0.3816
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-07-01,MASA,0.3618
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-08-01,MASA,0.1804
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-08-01,MASA,0.3544
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-08-01,MASA,0.1446
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-08-01,MASA,0.1101
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-08-01,MASA,0.057100000000000005
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-08-01,MASA,0.4404
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-08-01,MASA,0.33390000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-08-01,MASA,0.13490000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-08-01,MASA,0.21100000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-08-01,MASA,0.22
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-08-01,MASA,0.3304
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-08-01,MASA,0.2013
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-08-01,MASA,0.24130000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-08-01,MASA,0.2896
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-08-01,MASA,0.2931
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-09-01,MASA,0.163
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-09-01,MASA,0.42600000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-09-01,MASA,0.11280000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-09-01,MASA,0.1061
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-09-01,MASA,0.0011
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-09-01,MASA,0.4001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-09-01,MASA,0.2766
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-09-01,MASA,0.13090000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-09-01,MASA,0.1555
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-09-01,MASA,0.1958
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-09-01,MASA,0.26430000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-09-01,MASA,0.14650000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-09-01,MASA,0.2316
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-09-01,MASA,0.23570000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-09-01,MASA,0.28500000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-10-01,MASA,0.1698
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-10-01,MASA,0.38680000000000003
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-10-01,MASA,0.1376
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-10-01,MASA,0.10010000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-10-01,MASA,0.033100000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-10-01,MASA,0.29610000000000003
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-10-01,MASA,0.31120000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-10-01,MASA,0.113
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-10-01,MASA,0.1651
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-10-01,MASA,0.28040000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-10-01,MASA,0.23820000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-10-01,MASA,0.18630000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-10-01,MASA,0.2147
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-10-01,MASA,0.2604
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-10-01,MASA,0.171
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-11-01,MASA,0.1514
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-11-01,MASA,0.262
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-11-01,MASA,0.139
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-11-01,MASA,0.08420000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-11-01,MASA,0.0296
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-11-01,MASA,0.1794
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-11-01,MASA,0.2832
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-11-01,MASA,0.1047
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-11-01,MASA,0.1701
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-11-01,MASA,0.22790000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-11-01,MASA,0.2182
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-11-01,MASA,0.1986
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-11-01,MASA,0.2137
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-11-01,MASA,0.21660000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-11-01,MASA,0.081
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-12-01,MASA,0.1683
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-12-01,MASA,0.1933
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-12-01,MASA,0.1221
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-12-01,MASA,0.08
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-12-01,MASA,0.0296
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-12-01,MASA,0.1342
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-12-01,MASA,0.2162
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-12-01,MASA,0.098
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-12-01,MASA,0.1461
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-12-01,MASA,0.1655
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-12-01,MASA,0.1691
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-12-01,MASA,0.19290000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-12-01,MASA,0.19820000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-12-01,MASA,0.22160000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-12-01,MASA,0.0892
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-01-01,MASA,0.1696
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-01-01,MASA,0.16490000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-01-01,MASA,0.0974
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-01-01,MASA,0.08030000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-01-01,MASA,0.029300000000000003
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-01-01,MASA,0.1786
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-01-01,MASA,0.1804
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-01-01,MASA,0.1295
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-01-01,MASA,0.1617
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-01-01,MASA,0.18730000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-01-01,MASA,0.1923
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-01-01,MASA,0.1731
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-01-01,MASA,0.21300000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-01-01,MASA,0.2802
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-01-01,MASA,0.0717
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-02-01,MASA,0.1539
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-02-01,MASA,0.1748
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-02-01,MASA,0.11720000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-02-01,MASA,0.0704
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-02-01,MASA,-0.0022
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-02-01,MASA,0.2685
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-02-01,MASA,0.1908
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-02-01,MASA,0.1681
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-02-01,MASA,0.15360000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-02-01,MASA,0.15280000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-02-01,MASA,0.19210000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-02-01,MASA,0.1787
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-02-01,MASA,0.251
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-02-01,MASA,0.24830000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-02-01,MASA,0.094
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-03-01,MASA,0.1666
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-03-01,MASA,0.16390000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-03-01,MASA,0.1208
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-03-01,MASA,0.07680000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-03-01,MASA,-0.0022
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-03-01,MASA,0.386
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-03-01,MASA,0.1965
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-03-01,MASA,0.22990000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-03-01,MASA,0.1583
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-03-01,MASA,0.2046
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-03-01,MASA,0.2169
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-03-01,MASA,0.1786
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-03-01,MASA,0.2499
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-03-01,MASA,0.27080000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-03-01,MASA,0.1263
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-04-01,MASA,0.24050000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-04-01,MASA,0.1337
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-04-01,MASA,0.1527
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-04-01,MASA,0.0985
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-04-01,MASA,-0.027200000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-04-01,MASA,0.4491
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-04-01,MASA,0.2705
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-04-01,MASA,0.3307
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-04-01,MASA,0.2021
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-04-01,MASA,0.2214
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-04-01,MASA,0.3405
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-04-01,MASA,0.19260000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-04-01,MASA,0.2494
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-04-01,MASA,0.2551
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-04-01,MASA,0.1482
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-05-01,MASA,0.3163
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-05-01,MASA,0.151
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-05-01,MASA,0.14850000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-05-01,MASA,0.14400000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-05-01,MASA,0.017
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-05-01,MASA,0.32270000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-05-01,MASA,0.2763
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-05-01,MASA,0.3602
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-05-01,MASA,0.186
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-05-01,MASA,0.22260000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-05-01,MASA,0.43560000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-05-01,MASA,0.2152
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-05-01,MASA,0.2617
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-05-01,MASA,0.24860000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-05-01,MASA,0.3295
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-06-01,MASA,0.265
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-06-01,MASA,0.49720000000000003
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-06-01,MASA,0.1469
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-06-01,MASA,0.1376
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-06-01,MASA,-0.013800000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-06-01,MASA,0.1835
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-06-01,MASA,0.3547
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-06-01,MASA,0.1907
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-06-01,MASA,0.1514
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-06-01,MASA,0.2495
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-06-01,MASA,0.3398
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-06-01,MASA,0.2184
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-06-01,MASA,0.2831
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-06-01,MASA,0.25270000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-06-01,MASA,0.38420000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-07-01,MASA,0.216
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-07-01,MASA,0.5318
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-07-01,MASA,0.1693
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-07-01,MASA,0.124
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-07-01,MASA,-0.0117
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-07-01,MASA,0.2361
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-07-01,MASA,0.43270000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-07-01,MASA,0.161
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-07-01,MASA,0.2066
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-07-01,MASA,0.2543
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-07-01,MASA,0.3427
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-07-01,MASA,0.21910000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-07-01,MASA,0.40090000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-07-01,MASA,0.327
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-07-01,MASA,0.39430000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-08-01,MASA,0.2129
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-08-01,MASA,0.3577
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-08-01,MASA,0.17830000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-08-01,MASA,0.12610000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-08-01,MASA,0.006900000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-08-01,MASA,0.308
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-08-01,MASA,0.389
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-08-01,MASA,0.1363
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-08-01,MASA,0.1935
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-08-01,MASA,0.33030000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-08-01,MASA,0.3281
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-08-01,MASA,0.2525
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-08-01,MASA,0.334
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-08-01,MASA,0.3327
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-08-01,MASA,0.30360000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-09-01,MASA,0.2247
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-09-01,MASA,0.40030000000000004
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-09-01,MASA,0.17830000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-09-01,MASA,0.12100000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-09-01,MASA,0.06570000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-09-01,MASA,0.3498
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-09-01,MASA,0.36200000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-09-01,MASA,0.1338
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-09-01,MASA,0.2083
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-09-01,MASA,0.32220000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-09-01,MASA,0.309
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-09-01,MASA,0.2818
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-09-01,MASA,0.2807
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-09-01,MASA,0.29050000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-09-01,MASA,0.2373
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-10-01,MASA,0.25880000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-10-01,MASA,0.3632
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-10-01,MASA,0.1764
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-10-01,MASA,0.11230000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-10-01,MASA,-0.0251
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-10-01,MASA,0.281
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-10-01,MASA,0.34140000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-10-01,MASA,0.13440000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-10-01,MASA,0.2024
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-10-01,MASA,0.31370000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-10-01,MASA,0.27
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-10-01,MASA,0.224
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-10-01,MASA,0.2662
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-10-01,MASA,0.298
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-10-01,MASA,0.13040000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-11-01,MASA,0.23240000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-11-01,MASA,0.2354
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-11-01,MASA,0.1426
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-11-01,MASA,0.09680000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-11-01,MASA,-0.015600000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-11-01,MASA,0.2107
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-11-01,MASA,0.25370000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-11-01,MASA,0.159
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-11-01,MASA,0.1965
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-11-01,MASA,0.3032
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-11-01,MASA,0.2431
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-11-01,MASA,0.2018
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-11-01,MASA,0.2303
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-11-01,MASA,0.27390000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-11-01,MASA,0.056400000000000006
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2015-12-01,MASA,0.19
Mazandaran,23.7,99309,36.48,52.47,Amol,2015-12-01,MASA,0.1855
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2015-12-01,MASA,0.1192
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2015-12-01,MASA,0.08950000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2015-12-01,MASA,-0.015000000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2015-12-01,MASA,0.1598
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2015-12-01,MASA,0.22360000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2015-12-01,MASA,0.1467
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2015-12-01,MASA,0.1608
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2015-12-01,MASA,0.22640000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2015-12-01,MASA,0.18460000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2015-12-01,MASA,0.1935
Mazandaran,23.0,40759,36.54,53.0,Sari,2015-12-01,MASA,0.189
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2015-12-01,MASA,0.2452
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2015-12-01,MASA,0.056400000000000006
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2016-01-01,MASA,0.1666
Mazandaran,23.7,99309,36.48,52.47,Amol,2016-01-01,MASA,0.1598
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2016-01-01,MASA,0.11320000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2016-01-01,MASA,0.08990000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2016-01-01,MASA,-0.0175
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2016-01-01,MASA,0.18030000000000002
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2016-01-01,MASA,0.19160000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2016-01-01,MASA,0.1193
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2016-01-01,MASA,0.12340000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2016-01-01,MASA,0.20620000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2016-01-01,MASA,0.1792
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2016-01-01,MASA,0.1743
Mazandaran,23.0,40759,36.54,53.0,Sari,2016-01-01,MASA,0.163
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2016-01-01,MASA,0.2121
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2016-01-01,MASA,0.0669
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2016-02-01,MASA,0.1653
Mazandaran,23.7,99309,36.48,52.47,Amol,2016-02-01,MASA,0.16590000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2016-02-01,MASA,0.1105
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2016-02-01,MASA,0.07740000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2016-02-01,MASA,-0.0342
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2016-02-01,MASA,0.2994
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2016-02-01,MASA,0.20140000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2016-02-01,MASA,0.131
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2016-02-01,MASA,0.15430000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2016-02-01,MASA,0.20450000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2016-02-01,MASA,0.1922
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2016-02-01,MASA,0.1908
Mazandaran,23.0,40759,36.54,53.0,Sari,2016-02-01,MASA,0.1673
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2016-02-01,MASA,0.23520000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2016-02-01,MASA,0.0669
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2016-03-01,MASA,0.2612
Mazandaran,23.7,99309,36.48,52.47,Amol,2016-03-01,MASA,0.16160000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2016-03-01,MASA,0.1563
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2016-03-01,MASA,0.0813
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2016-03-01,MASA,0.0051
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2016-03-01,MASA,0.4656
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2016-03-01,MASA,0.20650000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2016-03-01,MASA,0.2429
