Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,EVI_Terra_MOD13A3
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-05-01,MASA,0.2725
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-05-01,MASA,0.28750000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-05-01,MASA,0.2548
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-05-01,MASA,0.30360000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-05-01,MASA,0.33330000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-05-01,MASA,0.4742
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-05-01,MASA,0.3289
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-05-01,MASA,0.21350000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-05-01,MASA,0.2506
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-05-01,MASA,0.3
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-06-01,MASA,0.36010000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-06-01,MASA,0.3905
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-06-01,MASA,0.1761
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-06-01,MASA,0.1552
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-06-01,MASA,-0.0313
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-06-01,MASA,0.20350000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-06-01,MASA,0.324
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-06-01,MASA,0.2116
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-06-01,MASA,0.2853
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-06-01,MASA,0.2904
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-06-01,MASA,0.4295
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-06-01,MASA,0.3408
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-06-01,MASA,0.32180000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-06-01,MASA,0.24250000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-06-01,MASA,0.37670000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-07-01,MASA,0.25880000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-07-01,MASA,0.5208
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-07-01,MASA,0.1973
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-07-01,MASA,0.1507
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-07-01,MASA,-0.07830000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-07-01,MASA,0.33230000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-07-01,MASA,0.4248
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-07-01,MASA,0.1579
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-07-01,MASA,0.24000000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-07-01,MASA,0.2564
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-07-01,MASA,0.3356
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-07-01,MASA,0.3321
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-07-01,MASA,0.4138
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-07-01,MASA,0.3698
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-07-01,MASA,0.2785
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-08-01,MASA,0.20400000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-08-01,MASA,0.4289
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-08-01,MASA,0.1617
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-08-01,MASA,0.1327
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-08-01,MASA,-0.0118
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-08-01,MASA,0.43760000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-08-01,MASA,0.3982
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-08-01,MASA,0.1315
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-08-01,MASA,0.19360000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-08-01,MASA,0.3496
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-08-01,MASA,0.3796
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-08-01,MASA,0.30720000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-08-01,MASA,0.3153
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-08-01,MASA,0.3657
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-08-01,MASA,0.2151
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-09-01,MASA,0.2162
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-09-01,MASA,0.3759
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-09-01,MASA,0.1841
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-09-01,MASA,0.1273
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-09-01,MASA,-0.0645
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-09-01,MASA,0.386
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-09-01,MASA,0.41450000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-09-01,MASA,0.1057
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-09-01,MASA,0.1814
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-09-01,MASA,0.1631
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-09-01,MASA,0.3173
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-09-01,MASA,0.33680000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-09-01,MASA,0.3105
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-09-01,MASA,0.34590000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-09-01,MASA,0.2177
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-10-01,MASA,0.1827
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-10-01,MASA,0.3316
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-10-01,MASA,0.1501
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-10-01,MASA,0.1188
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-10-01,MASA,-0.0585
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-10-01,MASA,0.2429
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-10-01,MASA,0.3292
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-10-01,MASA,0.09720000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-10-01,MASA,0.18460000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-10-01,MASA,0.32080000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-10-01,MASA,0.2586
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-10-01,MASA,0.2584
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-10-01,MASA,0.25830000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-10-01,MASA,0.22610000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-10-01,MASA,0.1149
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-11-01,MASA,0.1434
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-11-01,MASA,0.2602
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-11-01,MASA,0.134
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-11-01,MASA,0.096
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-11-01,MASA,0.0339
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-11-01,MASA,0.16440000000000002
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-11-01,MASA,0.2442
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-11-01,MASA,0.10010000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-11-01,MASA,0.17850000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-11-01,MASA,0.28400000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-11-01,MASA,0.22560000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-11-01,MASA,0.2574
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-11-01,MASA,0.2738
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-11-01,MASA,0.2368
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-11-01,MASA,0.09480000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2005-12-01,MASA,0.1464
Mazandaran,23.7,99309,36.48,52.47,Amol,2005-12-01,MASA,0.2316
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2005-12-01,MASA,0.10940000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2005-12-01,MASA,0.0849
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2005-12-01,MASA,-0.0499
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2005-12-01,MASA,0.1704
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2005-12-01,MASA,0.2265
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2005-12-01,MASA,0.0971
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2005-12-01,MASA,0.1544
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2005-12-01,MASA,0.1942
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2005-12-01,MASA,0.1573
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2005-12-01,MASA,0.234
Mazandaran,23.0,40759,36.54,53.0,Sari,2005-12-01,MASA,0.24430000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2005-12-01,MASA,0.234
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2005-12-01,MASA,0.0601
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-01-01,MASA,0.11460000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-01-01,MASA,0.2218
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-01-01,MASA,0.1279
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-01-01,MASA,0.08750000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-01-01,MASA,-0.0149
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-01-01,MASA,0.1734
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-01-01,MASA,0.21300000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-01-01,MASA,0.0045000000000000005
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-01-01,MASA,0.16740000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-01-01,MASA,0.1572
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-01-01,MASA,0.1418
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-01-01,MASA,0.20140000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-01-01,MASA,0.2222
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-01-01,MASA,0.2469
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-01-01,MASA,0.06910000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-02-01,MASA,0.1411
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-02-01,MASA,0.2053
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-02-01,MASA,0.09630000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-02-01,MASA,0.0752
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-02-01,MASA,0.0604
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-02-01,MASA,0.2306
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-02-01,MASA,0.1832
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-02-01,MASA,0.1106
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-02-01,MASA,0.1642
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-02-01,MASA,0.1442
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-02-01,MASA,0.14830000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-02-01,MASA,0.1819
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-02-01,MASA,0.2218
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-02-01,MASA,0.2122
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-02-01,MASA,0.06280000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-03-01,MASA,0.1534
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-03-01,MASA,0.1925
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-03-01,MASA,0.1184
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-03-01,MASA,0.0766
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-03-01,MASA,0.0604
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-03-01,MASA,0.3516
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-03-01,MASA,0.2008
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-03-01,MASA,0.11610000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-03-01,MASA,0.17400000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-03-01,MASA,0.1661
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-03-01,MASA,0.2119
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-03-01,MASA,0.2049
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-03-01,MASA,0.2326
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-03-01,MASA,0.24960000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-03-01,MASA,0.0863
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-04-01,MASA,0.2262
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-04-01,MASA,0.1481
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-04-01,MASA,0.1605
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-04-01,MASA,0.10700000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-04-01,MASA,-0.0212
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-04-01,MASA,0.3894
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-04-01,MASA,0.24760000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-04-01,MASA,0.17320000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-04-01,MASA,0.2303
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-04-01,MASA,0.20400000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-04-01,MASA,0.434
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-04-01,MASA,0.2727
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-04-01,MASA,0.2353
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-04-01,MASA,0.2524
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-04-01,MASA,0.24860000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-05-01,MASA,0.3017
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-05-01,MASA,0.15080000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-05-01,MASA,0.1758
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-05-01,MASA,0.15
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-05-01,MASA,-0.0172
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-05-01,MASA,0.3551
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-05-01,MASA,0.3104
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-05-01,MASA,0.1938
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-05-01,MASA,0.2667
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-05-01,MASA,0.2596
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-05-01,MASA,0.4708
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-05-01,MASA,0.3216
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-05-01,MASA,0.2298
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-05-01,MASA,0.19240000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-05-01,MASA,0.3582
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-06-01,MASA,0.2907
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-06-01,MASA,0.3356
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-06-01,MASA,0.1706
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-06-01,MASA,0.1665
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-06-01,MASA,0.041600000000000005
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-06-01,MASA,0.2069
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-06-01,MASA,0.37310000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-06-01,MASA,0.1686
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-06-01,MASA,0.2078
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-06-01,MASA,0.19310000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-06-01,MASA,0.42510000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-06-01,MASA,0.33890000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-06-01,MASA,0.4279
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-06-01,MASA,0.1923
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-06-01,MASA,0.41350000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-07-01,MASA,0.25420000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-07-01,MASA,0.5067
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-07-01,MASA,0.1832
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-07-01,MASA,0.1411
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-07-01,MASA,0.037700000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-07-01,MASA,0.2891
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-07-01,MASA,0.4429
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-07-01,MASA,0.15230000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-07-01,MASA,0.1622
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-07-01,MASA,0.2918
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-07-01,MASA,0.38780000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-07-01,MASA,0.34190000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-07-01,MASA,0.37770000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-07-01,MASA,0.31880000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-07-01,MASA,0.3145
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-08-01,MASA,0.18480000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-08-01,MASA,0.3639
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-08-01,MASA,0.1705
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-08-01,MASA,0.1212
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-08-01,MASA,0.0146
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-08-01,MASA,0.37310000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-08-01,MASA,0.3438
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-08-01,MASA,0.1346
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-08-01,MASA,0.19720000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-08-01,MASA,0.3125
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-08-01,MASA,0.3894
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-08-01,MASA,0.3309
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-08-01,MASA,0.2666
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-08-01,MASA,0.3178
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-08-01,MASA,0.2187
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-09-01,MASA,0.1642
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-09-01,MASA,0.32370000000000004
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-09-01,MASA,0.1489
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-09-01,MASA,0.12040000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-09-01,MASA,-0.0368
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-09-01,MASA,0.328
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-09-01,MASA,0.3074
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-09-01,MASA,0.1164
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-09-01,MASA,0.2034
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-09-01,MASA,0.2813
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-09-01,MASA,0.2381
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-09-01,MASA,0.28450000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-09-01,MASA,0.2121
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-09-01,MASA,0.21910000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-09-01,MASA,0.18460000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-10-01,MASA,0.1464
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-10-01,MASA,0.3564
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-10-01,MASA,0.1301
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-10-01,MASA,0.1189
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-10-01,MASA,-0.039
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-10-01,MASA,0.2519
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-10-01,MASA,0.34790000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-10-01,MASA,0.1082
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-10-01,MASA,0.1688
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-10-01,MASA,0.3113
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-10-01,MASA,0.2679
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-10-01,MASA,0.3123
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-10-01,MASA,0.2627
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-10-01,MASA,0.21030000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-10-01,MASA,0.1331
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-11-01,MASA,0.1437
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-11-01,MASA,0.2844
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-11-01,MASA,0.16
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-11-01,MASA,0.0984
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-11-01,MASA,0.041
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-11-01,MASA,0.1889
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-11-01,MASA,0.30860000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-11-01,MASA,0.10490000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-11-01,MASA,0.1585
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-11-01,MASA,0.25780000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-11-01,MASA,0.26680000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-11-01,MASA,0.2937
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-11-01,MASA,0.2927
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-11-01,MASA,0.2328
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-11-01,MASA,0.1158
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2006-12-01,MASA,0.14100000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2006-12-01,MASA,0.2207
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-12-01,MASA,0.10360000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-12-01,MASA,0.0878
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-12-01,MASA,-0.0461
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-12-01,MASA,0.13870000000000002
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-12-01,MASA,0.23340000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-12-01,MASA,0.09530000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-12-01,MASA,0.1474
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-12-01,MASA,0.2253
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-12-01,MASA,0.15130000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-12-01,MASA,0.2609
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-12-01,MASA,0.248
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-12-01,MASA,0.2043
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-12-01,MASA,0.0698
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-01-01,MASA,0.1136
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-01-01,MASA,0.1766
