Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,LST_Day_Terra_MOD21C3
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-02-01,MASA,5.4748
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-02-01,MASA,
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-02-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-02-01,MASA,5.4488
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-02-01,MASA,5.6936
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-02-01,MASA,5.7948
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-02-01,MASA,
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-02-01,MASA,5.6676
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-02-01,MASA,5.644
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-02-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-02-01,MASA,5.728400000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-02-01,MASA,
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-02-01,MASA,
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-02-01,MASA,
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-02-01,MASA,5.5536
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-02-24,MASA,5.4748
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-02-24,MASA,
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-02-24,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-02-24,MASA,5.4488
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-02-24,MASA,5.6936
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-02-24,MASA,5.7948
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-02-24,MASA,
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-02-24,MASA,5.6676
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-02-24,MASA,5.644
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-02-24,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-02-24,MASA,5.728400000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-02-24,MASA,
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-02-24,MASA,
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-02-24,MASA,
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-02-24,MASA,5.5536
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-03-01,MASA,5.5564
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-03-01,MASA,5.8504
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-03-01,MASA,5.7724
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-03-01,MASA,5.766800000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-03-01,MASA,5.694400000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-03-01,MASA,5.8420000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-03-01,MASA,5.8508000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-03-01,MASA,5.845600000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-03-01,MASA,5.926800000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-03-01,MASA,5.6812000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-03-01,MASA,5.8476
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-03-01,MASA,5.824400000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-03-01,MASA,5.8596
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-03-01,MASA,5.8504
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-03-01,MASA,5.692
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-04-01,MASA,5.9716
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-04-01,MASA,6.0048
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-04-01,MASA,5.9428
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-04-01,MASA,6.055600000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-04-01,MASA,5.8027999999999995
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-04-01,MASA,6.104400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-04-01,MASA,6.0152
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-04-01,MASA,6.114800000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-04-01,MASA,6.106800000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-04-01,MASA,5.796
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-04-01,MASA,6.016800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-04-01,MASA,5.9496
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-04-01,MASA,6.0652
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-04-01,MASA,6.0588
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-04-01,MASA,5.9652
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-05-01,MASA,6.0724
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-05-01,MASA,6.056800000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-05-01,MASA,6.0104
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-05-01,MASA,6.1984
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-05-01,MASA,5.874
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-05-01,MASA,6.130800000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-05-01,MASA,6.0116
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-05-01,MASA,6.1344
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-05-01,MASA,6.1848
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-05-01,MASA,5.894
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-05-01,MASA,6.0280000000000005
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-05-01,MASA,5.975600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-05-01,MASA,6.0828
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-05-01,MASA,6.1276
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-05-01,MASA,6.018400000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-06-01,MASA,6.126800000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-06-01,MASA,6.0388
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-06-01,MASA,6.072000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-06-01,MASA,6.2888
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-06-01,MASA,5.952000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-06-01,MASA,6.188400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-06-01,MASA,6.0612
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-06-01,MASA,6.2056000000000004
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-06-01,MASA,6.2784
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-06-01,MASA,5.9592
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-06-01,MASA,6.0848
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-06-01,MASA,6.066800000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-06-01,MASA,6.114
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-06-01,MASA,6.1616
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-06-01,MASA,6.1284
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-07-01,MASA,6.1736
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-07-01,MASA,6.0952
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-07-01,MASA,6.138000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-07-01,MASA,6.3276
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-07-01,MASA,6.025600000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-07-01,MASA,6.2696000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-07-01,MASA,6.1272
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-07-01,MASA,6.2988
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-07-01,MASA,6.346800000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-07-01,MASA,6.0304
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-07-01,MASA,6.1984
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-07-01,MASA,6.123200000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-07-01,MASA,6.1596
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-07-01,MASA,6.2024
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-07-01,MASA,6.1732000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-08-01,MASA,6.1972000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-08-01,MASA,6.1804
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-08-01,MASA,6.1656
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-08-01,MASA,6.3236
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-08-01,MASA,6.0596000000000005
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-08-01,MASA,6.293200000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-08-01,MASA,6.19
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-08-01,MASA,6.3104
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-08-01,MASA,6.3724
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-08-01,MASA,6.054400000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-08-01,MASA,6.194800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-08-01,MASA,6.1596
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-08-01,MASA,6.2144
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-08-01,MASA,6.2128
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-08-01,MASA,6.215600000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-09-01,MASA,6.0148
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-09-01,MASA,6.074400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-09-01,MASA,6.0456
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-09-01,MASA,6.1776
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-09-01,MASA,5.9928
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-09-01,MASA,6.11
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-09-01,MASA,6.0472
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-09-01,MASA,6.126
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-09-01,MASA,6.154400000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-09-01,MASA,5.976
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-09-01,MASA,6.0524000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-09-01,MASA,6.0336
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-09-01,MASA,6.0927999999999995
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-09-01,MASA,6.13
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-09-01,MASA,6.0532
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-10-01,MASA,5.8252
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-10-01,MASA,5.9736
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-10-01,MASA,5.9548000000000005
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-10-01,MASA,5.95
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-10-01,MASA,5.9188
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-10-01,MASA,5.9736
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-10-01,MASA,5.9396
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-10-01,MASA,5.935600000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-10-01,MASA,5.945600000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-10-01,MASA,5.8988000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-10-01,MASA,5.896800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-10-01,MASA,5.9104
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-10-01,MASA,5.9752
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-10-01,MASA,6.0
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-10-01,MASA,5.864400000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-11-01,MASA,5.5604
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-11-01,MASA,5.845600000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-11-01,MASA,5.8176
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-11-01,MASA,5.765600000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-11-01,MASA,5.8104
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-11-01,MASA,5.8476
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-11-01,MASA,5.8100000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-11-01,MASA,5.768000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-11-01,MASA,5.7552
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-11-01,MASA,5.8108
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-11-01,MASA,5.7336
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-11-01,MASA,5.776800000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-11-01,MASA,5.8304
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-11-01,MASA,5.844
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-11-01,MASA,5.644
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-12-01,MASA,5.477200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-12-01,MASA,5.784400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-12-01,MASA,5.7396
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-12-01,MASA,5.4692
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-12-01,MASA,5.7348
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-12-01,MASA,5.7692
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-12-01,MASA,5.758400000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-12-01,MASA,5.6824
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-12-01,MASA,5.6996
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-12-01,MASA,5.6848
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-12-01,MASA,5.7308
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-12-01,MASA,5.722799999999999
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-12-01,MASA,5.767200000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-12-01,MASA,5.7688
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-12-01,MASA,5.4708000000000006
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-01-01,MASA,5.4364
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-01-01,MASA,5.7616
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-01-01,MASA,5.7176
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-01-01,MASA,5.5016
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-01-01,MASA,5.703200000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-01-01,MASA,5.7388
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-01-01,MASA,5.7428
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-01-01,MASA,5.6364
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-01-01,MASA,5.6612
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-01-01,MASA,5.703600000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-01-01,MASA,5.6652
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-01-01,MASA,5.7144
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-01-01,MASA,5.7588
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-01-01,MASA,5.76
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-01-01,MASA,5.5492
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-02-01,MASA,5.5208
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-02-01,MASA,5.849600000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-02-01,MASA,5.752400000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-02-01,MASA,5.6976
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-02-01,MASA,5.679600000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-02-01,MASA,5.8100000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-02-01,MASA,5.8576
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-02-01,MASA,5.7352
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-02-01,MASA,5.7984
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-02-01,MASA,5.6936
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-02-01,MASA,5.7648
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-02-01,MASA,5.8324
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-02-01,MASA,5.8512
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-02-01,MASA,5.873200000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-02-01,MASA,5.6084000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-03-01,MASA,5.76
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-03-01,MASA,5.898000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-03-01,MASA,5.83
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-03-01,MASA,5.8976
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-03-01,MASA,5.7292
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-03-01,MASA,5.920800000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-03-01,MASA,5.9392
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-03-01,MASA,5.9496
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-03-01,MASA,6.0048
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-03-01,MASA,5.7396
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-03-01,MASA,5.8936
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-03-01,MASA,5.8932
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-03-01,MASA,5.958000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-03-01,MASA,5.9516
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-03-01,MASA,5.8536
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-04-01,MASA,5.9315999999999995
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-04-01,MASA,6.0396
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-04-01,MASA,5.9484
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-04-01,MASA,6.126800000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-04-01,MASA,5.7972
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-04-01,MASA,6.095600000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-04-01,MASA,5.9808
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-04-01,MASA,6.0527999999999995
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-04-01,MASA,6.147200000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-04-01,MASA,5.8048
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-04-01,MASA,5.965600000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-04-01,MASA,5.9304
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-04-01,MASA,6.0664
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-04-01,MASA,6.0452
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-04-01,MASA,6.0036000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-05-01,MASA,6.048000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-05-01,MASA,6.043200000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-05-01,MASA,6.009600000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-05-01,MASA,6.1288
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-05-01,MASA,5.904800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-05-01,MASA,6.2152
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-05-01,MASA,6.0264
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-05-01,MASA,6.1716
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-05-01,MASA,6.219600000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-05-01,MASA,5.895600000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-05-01,MASA,6.034800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-05-01,MASA,5.98
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-05-01,MASA,6.102
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-05-01,MASA,6.124
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-05-01,MASA,6.015600000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-06-01,MASA,6.152000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-06-01,MASA,6.0652
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-06-01,MASA,6.0548
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-06-01,MASA,6.298000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-06-01,MASA,5.938000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-06-01,MASA,6.268400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-06-01,MASA,6.0536
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-06-01,MASA,6.2028
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-06-01,MASA,6.2992
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-06-01,MASA,5.942
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-06-01,MASA,6.089600000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-06-01,MASA,6.034800000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-06-01,MASA,6.103200000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-06-01,MASA,6.1528
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-06-01,MASA,6.144400000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-07-01,MASA,6.097200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-07-01,MASA,6.074400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-07-01,MASA,6.1248000000000005
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-07-01,MASA,6.2784
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-07-01,MASA,6.0252
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-07-01,MASA,6.3264
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-07-01,MASA,6.099600000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-07-01,MASA,6.2472
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-07-01,MASA,6.2776
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-07-01,MASA,6.018400000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-07-01,MASA,6.1316
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-07-01,MASA,6.099600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-07-01,MASA,6.1564
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-07-01,MASA,6.1812000000000005
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-07-01,MASA,6.094
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-07-03,MASA,6.097200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-07-03,MASA,6.074400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-07-03,MASA,6.1248000000000005
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-07-03,MASA,6.2784
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-07-03,MASA,6.0252
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-07-03,MASA,6.3264
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-07-03,MASA,6.099600000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-07-03,MASA,6.2472
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-07-03,MASA,6.2776
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-07-03,MASA,6.018400000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-07-03,MASA,6.1316
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-07-03,MASA,6.099600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-07-03,MASA,6.1564
