Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,LST_Night_Aqua_MYD21C3
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-08-01,MASA,5.91
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-08-01,MASA,5.969600000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-08-01,MASA,5.6648000000000005
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-08-01,MASA,6.034800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-08-01,MASA,5.9348
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-08-01,MASA,5.9104
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-08-01,MASA,5.784800000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-08-01,MASA,5.7139999999999995
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-08-01,MASA,5.9984
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-08-01,MASA,5.8372
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-08-01,MASA,5.9016
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-08-01,MASA,5.9152
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-08-01,MASA,5.9064
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-08-01,MASA,5.7188
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-09-01,MASA,5.646800000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-09-01,MASA,5.848400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-09-01,MASA,5.9164
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-09-01,MASA,5.626
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-09-01,MASA,6.0044
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-09-01,MASA,5.8728
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-09-01,MASA,5.8268
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-09-01,MASA,5.7376
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-09-01,MASA,5.6716
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-09-01,MASA,5.9448
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-09-01,MASA,5.78
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-09-01,MASA,5.8212
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-09-01,MASA,5.865600000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-09-01,MASA,5.8684
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-09-01,MASA,5.6724000000000006
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-10-01,MASA,5.5760000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-10-01,MASA,5.764400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-10-01,MASA,5.820399999999999
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-10-01,MASA,5.5376
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-10-01,MASA,5.932
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-10-01,MASA,5.784400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-10-01,MASA,5.7412
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-10-01,MASA,5.658
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-10-01,MASA,5.6032
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-10-01,MASA,5.8252
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-10-01,MASA,5.7224
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-10-01,MASA,5.7692
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-10-01,MASA,5.7856000000000005
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-10-01,MASA,5.7627999999999995
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-10-01,MASA,5.6032
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-11-01,MASA,5.456
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-11-01,MASA,5.586800000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-11-01,MASA,5.7139999999999995
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-11-01,MASA,5.3751999999999995
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-11-01,MASA,5.816000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-11-01,MASA,5.586800000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-11-01,MASA,5.606800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-11-01,MASA,5.5064
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-11-01,MASA,5.44
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-11-01,MASA,5.7780000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-11-01,MASA,5.5576
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-11-01,MASA,5.6624
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-11-01,MASA,5.5976
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-11-01,MASA,5.572000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-11-01,MASA,5.4652
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-12-01,MASA,5.4396
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-12-01,MASA,5.521599999999999
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-12-01,MASA,5.6576
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-12-01,MASA,5.284
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-12-01,MASA,5.736800000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-12-01,MASA,5.5148
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-12-01,MASA,5.5356000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-12-01,MASA,5.4896
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-12-01,MASA,5.388400000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-12-01,MASA,5.715600000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-12-01,MASA,5.526800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-12-01,MASA,5.5796
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-12-01,MASA,5.526000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-12-01,MASA,5.5148
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-12-01,MASA,5.4632000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-01-01,MASA,5.3316
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-01-01,MASA,5.489199999999999
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-01-01,MASA,5.599600000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-01-01,MASA,5.2627999999999995
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-01-01,MASA,5.6724000000000006
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-01-01,MASA,5.4908
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-01-01,MASA,5.4896
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-01-01,MASA,5.4628
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-01-01,MASA,5.348400000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-01-01,MASA,5.6328
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-01-01,MASA,5.494400000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-01-01,MASA,5.5152
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-01-01,MASA,5.4988
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-01-01,MASA,5.4748
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-01-01,MASA,5.3976
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-02-01,MASA,5.4312000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-02-01,MASA,5.558400000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-02-01,MASA,5.629600000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-02-01,MASA,5.3392
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-02-01,MASA,5.6724000000000006
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-02-01,MASA,5.5652
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-02-01,MASA,5.5592
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-02-01,MASA,5.475600000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-02-01,MASA,5.428
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-02-01,MASA,5.6284
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-02-01,MASA,5.5392
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-02-01,MASA,5.574
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-02-01,MASA,5.565600000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-02-01,MASA,5.546
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-02-01,MASA,5.429600000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-03-01,MASA,5.508400000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-03-01,MASA,5.6064
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-03-01,MASA,5.6528
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-03-01,MASA,5.404800000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-03-01,MASA,5.706
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-03-01,MASA,5.6176
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-03-01,MASA,5.5972
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-03-01,MASA,5.5264
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-03-01,MASA,5.4724
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-03-01,MASA,5.670800000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-03-01,MASA,5.613200000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-03-01,MASA,5.6484000000000005
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-03-01,MASA,5.6188
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-03-01,MASA,5.598000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-03-01,MASA,5.5016
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-04-01,MASA,5.477200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-04-01,MASA,5.63
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-04-01,MASA,5.663200000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-04-01,MASA,5.444
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-04-01,MASA,5.694400000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-04-01,MASA,5.6000000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-04-01,MASA,5.5920000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-04-01,MASA,5.543200000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-04-01,MASA,5.4808
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-04-01,MASA,5.653200000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-04-01,MASA,5.5804
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-04-01,MASA,5.6264
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-04-01,MASA,5.610399999999999
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-04-01,MASA,5.5988
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-04-01,MASA,5.4876
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-05-01,MASA,5.5976
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-05-01,MASA,5.7288
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-05-01,MASA,5.771599999999999
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-05-01,MASA,5.544
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-05-01,MASA,5.8412
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-05-01,MASA,5.748000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-05-01,MASA,5.742000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-05-01,MASA,5.645600000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-05-01,MASA,5.6128
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-05-01,MASA,5.7924
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-05-01,MASA,5.7104
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-05-01,MASA,5.7692
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-05-01,MASA,5.7572
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-05-01,MASA,5.735600000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-05-01,MASA,5.618000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-06-01,MASA,5.656000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-06-01,MASA,5.896
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-06-01,MASA,5.932
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-06-01,MASA,5.5876
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-06-01,MASA,5.968000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-06-01,MASA,5.863200000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-06-01,MASA,5.854
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-06-01,MASA,5.7408
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-06-01,MASA,5.666800000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-06-01,MASA,5.9272
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-06-01,MASA,5.817200000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-06-01,MASA,5.838000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-06-01,MASA,5.8756
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-06-01,MASA,5.8832
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-06-01,MASA,5.6748
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-07-01,MASA,5.687200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-07-01,MASA,5.8444
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-07-01,MASA,5.9748
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-07-01,MASA,5.694400000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-07-01,MASA,5.9828
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-07-01,MASA,5.928400000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-07-01,MASA,5.8444
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-07-01,MASA,5.777200000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-07-01,MASA,5.716
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-07-01,MASA,5.986000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-07-01,MASA,5.7816
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-07-01,MASA,5.8876
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-07-01,MASA,5.9064
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-07-01,MASA,5.9
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-07-01,MASA,5.7004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-08-01,MASA,5.6692
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-08-01,MASA,5.800800000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-08-01,MASA,5.9
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-08-01,MASA,5.6772
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-08-01,MASA,5.9972
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-08-01,MASA,5.879600000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-08-01,MASA,5.824
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-08-01,MASA,5.7408
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-08-01,MASA,5.6948
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-08-01,MASA,5.9676
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-08-01,MASA,5.744800000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-08-01,MASA,5.7948
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-08-01,MASA,5.862000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-08-01,MASA,5.8528
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-08-01,MASA,5.675600000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-09-01,MASA,5.6172
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-09-01,MASA,5.8180000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-09-01,MASA,5.8936
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-09-01,MASA,5.5927999999999995
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-09-01,MASA,5.9732
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-09-01,MASA,5.8596
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-09-01,MASA,5.8196
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-09-01,MASA,5.6964
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-09-01,MASA,5.636
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-09-01,MASA,5.894
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-09-01,MASA,5.7708
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-09-01,MASA,5.7816
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-09-01,MASA,5.8256000000000006
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-09-01,MASA,5.8312
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-09-01,MASA,5.6464
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-10-01,MASA,5.5324
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-10-01,MASA,5.7408
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-10-01,MASA,5.8356
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-10-01,MASA,5.4952
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-10-01,MASA,5.9188
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-10-01,MASA,5.7648
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-10-01,MASA,5.7492
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-10-01,MASA,5.604400000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-10-01,MASA,5.5527999999999995
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-10-01,MASA,5.874
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-10-01,MASA,5.69
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-10-01,MASA,5.7624
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-10-01,MASA,5.7472
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-10-01,MASA,5.738
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-10-01,MASA,5.5736
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-11-01,MASA,5.4732
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-11-01,MASA,5.650399999999999
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-11-01,MASA,5.752000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-11-01,MASA,5.4308000000000005
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-11-01,MASA,5.8444
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-11-01,MASA,5.6524
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-11-01,MASA,5.668000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-11-01,MASA,5.5396
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-11-01,MASA,5.4972
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-11-01,MASA,5.800800000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-11-01,MASA,5.6015999999999995
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-11-01,MASA,5.686
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-11-01,MASA,5.66
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-11-01,MASA,5.6364
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-11-01,MASA,5.502400000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-12-01,MASA,5.4576
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-12-01,MASA,5.5488
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-12-01,MASA,5.6616
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-12-01,MASA,5.312
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-12-01,MASA,5.736000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-12-01,MASA,5.5552
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-12-01,MASA,5.5788
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-12-01,MASA,5.476800000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-12-01,MASA,5.4104
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-12-01,MASA,5.724400000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-12-01,MASA,5.5404
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-12-01,MASA,5.5976
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-12-01,MASA,5.5652
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-12-01,MASA,5.55
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-12-01,MASA,5.4304
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-01-01,MASA,5.443200000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-01-01,MASA,5.546800000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-01-01,MASA,5.636800000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-01-01,MASA,5.3284
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-01-01,MASA,5.6916
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-01-01,MASA,5.556
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-01-01,MASA,5.554
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-01-01,MASA,5.46
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-01-01,MASA,5.4172
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-01-01,MASA,5.6864
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-01-01,MASA,5.55
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-01-01,MASA,5.583600000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-01-01,MASA,5.5527999999999995
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-01-01,MASA,5.5392
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-01-01,MASA,5.4584
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-02-01,MASA,5.4392
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-02-01,MASA,5.562
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-02-01,MASA,5.6288
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-02-01,MASA,5.3724
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-02-01,MASA,5.6164
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-02-01,MASA,5.5203999999999995
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-02-01,MASA,5.5464
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-02-01,MASA,5.4876
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-02-01,MASA,5.4324
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-02-01,MASA,5.6316
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-02-01,MASA,5.532000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-02-01,MASA,5.5628
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-02-01,MASA,5.595600000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-02-01,MASA,5.5456
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-02-01,MASA,5.4508
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-03-01,MASA,5.454400000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-03-01,MASA,5.614800000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-03-01,MASA,5.653200000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-03-01,MASA,5.4239999999999995
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-03-01,MASA,5.685600000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-03-01,MASA,5.6028
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-03-01,MASA,5.614800000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-03-01,MASA,5.5016
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-03-01,MASA,5.4564
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-03-01,MASA,5.6392
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-03-01,MASA,5.58
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-03-01,MASA,5.6032
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-03-01,MASA,5.598400000000001
