Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,EVI_Aqua_MYD13A3
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2006-12-01,MASA,0.1254
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2006-12-01,MASA,0.1015
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2006-12-01,MASA,-0.051500000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2006-12-01,MASA,0.1356
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2006-12-01,MASA,0.2237
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2006-12-01,MASA,0.0849
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2006-12-01,MASA,0.10020000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2006-12-01,MASA,0.22160000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2006-12-01,MASA,0.15480000000000002
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2006-12-01,MASA,0.2597
Mazandaran,23.0,40759,36.54,53.0,Sari,2006-12-01,MASA,0.25270000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2006-12-01,MASA,0.2275
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2006-12-01,MASA,0.013000000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-01-01,MASA,0.0859
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-01-01,MASA,0.17800000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-01-01,MASA,0.1174
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-01-01,MASA,0.007500000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-01-01,MASA,-0.0129
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-01-01,MASA,0.14980000000000002
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-01-01,MASA,0.1971
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-01-01,MASA,0.08360000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-01-01,MASA,0.09040000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-01-01,MASA,0.16690000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-01-01,MASA,0.1336
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-01-01,MASA,0.2091
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-01-01,MASA,0.2262
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-01-01,MASA,0.22590000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-01-01,MASA,0.0012000000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-02-01,MASA,0.09280000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-02-01,MASA,0.19340000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-02-01,MASA,0.1102
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-02-01,MASA,0.007500000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-02-01,MASA,-0.0177
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-02-01,MASA,0.2617
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-02-01,MASA,0.18180000000000002
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-02-01,MASA,0.1004
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-02-01,MASA,0.1386
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-02-01,MASA,0.1625
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-02-01,MASA,0.1595
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-02-01,MASA,0.1888
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-02-01,MASA,0.23750000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-02-01,MASA,0.2456
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-02-01,MASA,0.1262
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-03-01,MASA,0.1463
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-03-01,MASA,0.16160000000000002
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-03-01,MASA,0.1348
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-03-01,MASA,0.0891
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-03-01,MASA,0.0363
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-03-01,MASA,0.3678
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-03-01,MASA,0.1825
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-03-01,MASA,0.1444
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-03-01,MASA,0.1661
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-03-01,MASA,0.2008
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-03-01,MASA,0.1834
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-03-01,MASA,0.2033
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-03-01,MASA,0.2301
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-03-01,MASA,0.2851
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-03-01,MASA,0.1262
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-04-01,MASA,0.16090000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-04-01,MASA,0.1623
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-04-01,MASA,0.1335
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-04-01,MASA,0.11460000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-04-01,MASA,-0.0148
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-04-01,MASA,0.4484
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-04-01,MASA,0.2205
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-04-01,MASA,0.23470000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-04-01,MASA,0.2252
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-04-01,MASA,0.2225
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-04-01,MASA,0.30720000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-04-01,MASA,0.2116
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-04-01,MASA,0.2348
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-04-01,MASA,0.2655
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-04-01,MASA,0.1189
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-05-01,MASA,0.313
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-05-01,MASA,0.1608
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-05-01,MASA,0.16690000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-05-01,MASA,0.1592
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-05-01,MASA,0.0179
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-05-01,MASA,0.3143
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-05-01,MASA,0.31770000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-05-01,MASA,0.38220000000000004
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-05-01,MASA,0.2649
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-05-01,MASA,0.2725
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-05-01,MASA,0.44780000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-05-01,MASA,0.2848
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-05-01,MASA,0.2346
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-05-01,MASA,0.2373
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-05-01,MASA,0.31930000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-06-01,MASA,0.30460000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-06-01,MASA,0.5231
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-06-01,MASA,0.16870000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-06-01,MASA,0.18030000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-06-01,MASA,-0.0176
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-06-01,MASA,0.2114
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-06-01,MASA,0.3942
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-06-01,MASA,0.3776
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-06-01,MASA,0.2626
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-06-01,MASA,0.3388
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-06-01,MASA,0.38180000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-06-01,MASA,0.3024
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-06-01,MASA,0.38
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-06-01,MASA,0.21150000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-06-01,MASA,0.37060000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-07-01,MASA,0.3136
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-07-01,MASA,0.5652
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-07-01,MASA,0.1902
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-07-01,MASA,0.1537
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-07-01,MASA,0.0639
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-07-01,MASA,0.2977
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-07-01,MASA,0.48310000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-07-01,MASA,0.1746
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-07-01,MASA,0.2041
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-07-01,MASA,0.2669
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-07-01,MASA,0.34950000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-07-01,MASA,0.35960000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-07-01,MASA,0.3864
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-07-01,MASA,0.3034
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-07-01,MASA,0.35000000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-08-01,MASA,0.2605
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-08-01,MASA,0.42560000000000003
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-08-01,MASA,0.1646
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-08-01,MASA,0.1207
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-08-01,MASA,0.08220000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-08-01,MASA,0.41290000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-08-01,MASA,0.3826
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-08-01,MASA,0.1462
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-08-01,MASA,0.1962
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-08-01,MASA,0.2695
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-08-01,MASA,0.3121
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-08-01,MASA,0.3342
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-08-01,MASA,0.3236
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-08-01,MASA,0.2577
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-08-01,MASA,0.2165
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-09-01,MASA,0.2272
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-09-01,MASA,0.3437
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-09-01,MASA,0.151
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-09-01,MASA,0.11950000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-09-01,MASA,0.032600000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-09-01,MASA,0.3936
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-09-01,MASA,0.2756
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-09-01,MASA,0.1316
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-09-01,MASA,0.2028
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-09-01,MASA,0.2737
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-09-01,MASA,0.2963
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-09-01,MASA,0.2436
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-09-01,MASA,0.2406
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-09-01,MASA,0.2426
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-09-01,MASA,0.19990000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-10-01,MASA,0.1527
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-10-01,MASA,0.3408
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-10-01,MASA,0.1467
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-10-01,MASA,0.1081
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-10-01,MASA,0.0703
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-10-01,MASA,0.2625
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-10-01,MASA,0.25780000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-10-01,MASA,0.11760000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-10-01,MASA,0.18710000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-10-01,MASA,0.24530000000000002
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-10-01,MASA,0.2369
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-10-01,MASA,0.24760000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-10-01,MASA,0.2248
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-10-01,MASA,0.21030000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-10-01,MASA,0.158
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-11-01,MASA,0.1395
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-11-01,MASA,0.2751
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-11-01,MASA,0.1484
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-11-01,MASA,0.0859
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-11-01,MASA,0.0253
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-11-01,MASA,0.1661
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-11-01,MASA,0.2457
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-11-01,MASA,0.11410000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-11-01,MASA,0.1545
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-11-01,MASA,0.2636
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-11-01,MASA,0.1781
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-11-01,MASA,0.2457
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-11-01,MASA,0.2019
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-11-01,MASA,0.2492
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-11-01,MASA,0.041800000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-12-01,MASA,0.12150000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-12-01,MASA,0.2328
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-12-01,MASA,0.1466
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-12-01,MASA,0.0763
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-12-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-12-01,MASA,0.1278
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-12-01,MASA,0.2331
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-12-01,MASA,0.11180000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-12-01,MASA,0.12610000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-12-01,MASA,0.2541
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-12-01,MASA,0.1295
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-12-01,MASA,0.21400000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-12-01,MASA,0.1718
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-12-01,MASA,0.2753
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-12-01,MASA,0.07300000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-01-01,MASA,0.0123
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-01-01,MASA,0.1892
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-01-01,MASA,0.09000000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-01-01,MASA,0.0154
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-01-01,MASA,-0.008700000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-01-01,MASA,0.1511
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-01-01,MASA,0.1754
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-01-01,MASA,-0.0194
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-01-01,MASA,0.09720000000000001
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-01-01,MASA,0.1971
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-01-01,MASA,0.1247
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-01-01,MASA,0.1715
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-01-01,MASA,0.1766
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-01-01,MASA,0.2371
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-01-01,MASA,-0.001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-02-01,MASA,0.10020000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-02-01,MASA,0.162
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-02-01,MASA,0.09670000000000001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-02-01,MASA,0.0671
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-02-01,MASA,0.0081
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-02-01,MASA,0.19
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-02-01,MASA,0.1603
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-02-01,MASA,0.10490000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-02-01,MASA,0.1144
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-02-01,MASA,0.1746
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-02-01,MASA,0.1257
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-02-01,MASA,0.1578
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-02-01,MASA,0.18610000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-02-01,MASA,0.2146
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-02-01,MASA,0.0472
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-03-01,MASA,0.306
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-03-01,MASA,0.1779
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-03-01,MASA,0.1004
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-03-01,MASA,0.07100000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-03-01,MASA,0.0659
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-03-01,MASA,0.3299
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-03-01,MASA,0.1731
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-03-01,MASA,0.1345
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-03-01,MASA,0.13820000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-03-01,MASA,0.132
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-03-01,MASA,0.3682
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-03-01,MASA,0.17850000000000002
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-03-01,MASA,0.22610000000000002
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-03-01,MASA,0.2508
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-03-01,MASA,0.1525
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-04-01,MASA,0.2589
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-04-01,MASA,0.187
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-04-01,MASA,0.1787
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-04-01,MASA,0.1101
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-04-01,MASA,0.0659
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-04-01,MASA,0.4025
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-04-01,MASA,0.2624
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-04-01,MASA,0.1998
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-04-01,MASA,0.2429
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-04-01,MASA,0.2268
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-04-01,MASA,0.37460000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-04-01,MASA,0.2359
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-04-01,MASA,0.248
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-04-01,MASA,0.2513
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-04-01,MASA,0.1701
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-05-01,MASA,0.371
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-05-01,MASA,0.158
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-05-01,MASA,0.1496
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-05-01,MASA,0.1213
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-05-01,MASA,0.0683
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-05-01,MASA,0.274
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-05-01,MASA,0.3135
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-05-01,MASA,0.20470000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-05-01,MASA,0.2802
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-05-01,MASA,0.3116
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-05-01,MASA,0.3915
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-05-01,MASA,0.2503
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-05-01,MASA,0.2227
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-05-01,MASA,0.22060000000000002
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-05-01,MASA,0.31570000000000004
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-06-01,MASA,0.2371
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-06-01,MASA,0.4219
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-06-01,MASA,0.16740000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-06-01,MASA,0.1212
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-06-01,MASA,-0.040100000000000004
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-06-01,MASA,0.1454
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-06-01,MASA,0.38620000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-06-01,MASA,0.16190000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-06-01,MASA,0.224
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-06-01,MASA,0.32120000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-06-01,MASA,0.34600000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-06-01,MASA,0.3186
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-06-01,MASA,0.2462
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-06-01,MASA,0.1975
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-06-01,MASA,0.2718
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-07-01,MASA,0.20520000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-07-01,MASA,0.4899
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-07-01,MASA,0.1545
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-07-01,MASA,0.0978
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-07-01,MASA,0.0245
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-07-01,MASA,0.2245
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-07-01,MASA,0.41540000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-07-01,MASA,0.1542
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-07-01,MASA,0.1728
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-07-01,MASA,0.29000000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-07-01,MASA,0.315
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-07-01,MASA,0.3176
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-07-01,MASA,0.31820000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-07-01,MASA,0.3226
