Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,NDVI_Aqua_MYD13A3
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-04-01,MASA,0.5802
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-04-01,MASA,0.46900000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-04-01,MASA,0.633
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-04-01,MASA,0.3266
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-04-01,MASA,0.45680000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-04-01,MASA,0.5387000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-04-01,MASA,0.3665
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-04-01,MASA,0.3879
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-04-01,MASA,0.40440000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-04-01,MASA,0.38180000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-05-01,MASA,0.6318
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-05-01,MASA,0.3504
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-05-01,MASA,0.3022
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-05-01,MASA,0.2093
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-05-01,MASA,0.19940000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-05-01,MASA,0.40130000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-05-01,MASA,0.6152000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-05-01,MASA,0.5145000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-05-01,MASA,0.45790000000000003
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-05-01,MASA,0.47390000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-05-01,MASA,0.5563
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-05-01,MASA,0.4048
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-05-01,MASA,0.4238
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-05-01,MASA,0.36960000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-05-01,MASA,0.5769000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-06-01,MASA,0.5111
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-06-01,MASA,0.7052
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-06-01,MASA,0.2936
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-06-01,MASA,0.23
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-06-01,MASA,0.06760000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-06-01,MASA,0.2988
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-06-01,MASA,0.5712
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-06-01,MASA,0.3612
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-06-01,MASA,0.3286
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-06-01,MASA,0.44630000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-06-01,MASA,0.5632
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-06-01,MASA,0.36260000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-06-01,MASA,0.4708
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-06-01,MASA,0.4163
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-06-01,MASA,0.6159
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-07-01,MASA,0.4803
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-07-01,MASA,0.747
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-07-01,MASA,0.2521
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-07-01,MASA,0.2036
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-07-01,MASA,0.06760000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-07-01,MASA,0.405
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-07-01,MASA,0.6433
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-07-01,MASA,0.24180000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-07-01,MASA,0.29150000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-07-01,MASA,0.5023
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-07-01,MASA,0.6155
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-07-01,MASA,0.42910000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-07-01,MASA,0.559
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-07-01,MASA,0.4555
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-07-01,MASA,0.5491
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-08-01,MASA,0.4602
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-08-01,MASA,0.5327000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-08-01,MASA,0.2646
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-08-01,MASA,0.20350000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-08-01,MASA,0.023700000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-08-01,MASA,0.5935
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-08-01,MASA,0.6233000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-08-01,MASA,0.2132
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-08-01,MASA,0.3506
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-08-01,MASA,0.6048
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-08-01,MASA,0.5719000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-08-01,MASA,0.4338
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-08-01,MASA,0.4539
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-08-01,MASA,0.5097
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-08-01,MASA,0.5282
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-09-01,MASA,0.43770000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-09-01,MASA,0.5951000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-09-01,MASA,0.3144
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-09-01,MASA,0.19210000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-09-01,MASA,0.152
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-09-01,MASA,0.5228
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-09-01,MASA,0.56
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-09-01,MASA,0.2149
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-09-01,MASA,0.2985
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-09-01,MASA,0.5615
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-09-01,MASA,0.496
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-09-01,MASA,0.4234
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-09-01,MASA,0.44620000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-09-01,MASA,0.37260000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-09-01,MASA,0.4395
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-10-01,MASA,0.3977
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-10-01,MASA,0.49200000000000005
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-10-01,MASA,0.2647
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-10-01,MASA,0.1715
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-10-01,MASA,0.1477
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-10-01,MASA,0.4209
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-10-01,MASA,0.5411
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-10-01,MASA,0.2101
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-10-01,MASA,0.27080000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-10-01,MASA,0.4592
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-10-01,MASA,0.4722
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-10-01,MASA,0.3809
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-10-01,MASA,0.4208
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-10-01,MASA,0.4158
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-10-01,MASA,0.32480000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-11-01,MASA,0.2997
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-11-01,MASA,0.431
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-11-01,MASA,0.2561
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-11-01,MASA,0.1532
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-11-01,MASA,0.12890000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-11-01,MASA,0.38220000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-11-01,MASA,0.4953
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-11-01,MASA,0.2255
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-11-01,MASA,0.2772
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-11-01,MASA,0.47890000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-11-01,MASA,0.42000000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-11-01,MASA,0.406
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-11-01,MASA,0.4469
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-11-01,MASA,0.5024000000000001
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-11-01,MASA,0.22760000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2013-12-01,MASA,0.3048
Mazandaran,23.7,99309,36.48,52.47,Amol,2013-12-01,MASA,0.36460000000000004
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2013-12-01,MASA,0.24550000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2013-12-01,MASA,0.1327
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2013-12-01,MASA,0.0471
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2013-12-01,MASA,0.3548
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2013-12-01,MASA,0.4461
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2013-12-01,MASA,0.2528
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2013-12-01,MASA,0.2929
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2013-12-01,MASA,0.4793
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2013-12-01,MASA,0.3509
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2013-12-01,MASA,0.34650000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2013-12-01,MASA,0.38620000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2013-12-01,MASA,0.49060000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2013-12-01,MASA,0.1945
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-01-01,MASA,0.37820000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-01-01,MASA,0.30160000000000003
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-01-01,MASA,0.21450000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-01-01,MASA,0.1227
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-01-01,MASA,-0.1517
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-01-01,MASA,0.3766
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-01-01,MASA,0.39380000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-01-01,MASA,0.20700000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-01-01,MASA,0.2318
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-01-01,MASA,0.454
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-01-01,MASA,0.326
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-01-01,MASA,0.4199
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-01-01,MASA,0.3527
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-01-01,MASA,0.45
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-01-01,MASA,0.1907
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-02-01,MASA,0.23950000000000002
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-02-01,MASA,0.3035
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-02-01,MASA,0.2015
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-02-01,MASA,0.13390000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-02-01,MASA,-0.10260000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-02-01,MASA,0.4287
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-02-01,MASA,0.3508
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-02-01,MASA,0.2054
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-02-01,MASA,0.2235
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-02-01,MASA,0.3437
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-02-01,MASA,0.31370000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-02-01,MASA,0.40990000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-02-01,MASA,0.339
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-02-01,MASA,0.4378
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-02-01,MASA,0.1647
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-03-01,MASA,0.2569
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-03-01,MASA,0.3241
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-03-01,MASA,0.2001
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-03-01,MASA,0.1395
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-03-01,MASA,0.20040000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-03-01,MASA,0.5408000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-03-01,MASA,0.3805
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-03-01,MASA,0.2162
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-03-01,MASA,0.2755
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-03-01,MASA,0.34890000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-03-01,MASA,0.3688
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-03-01,MASA,0.3433
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-03-01,MASA,0.35300000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-03-01,MASA,0.4516
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-03-01,MASA,0.18460000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-04-01,MASA,0.4645
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-04-01,MASA,0.2953
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-04-01,MASA,0.2506
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-04-01,MASA,0.1645
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-04-01,MASA,-0.1308
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-04-01,MASA,0.5864
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-04-01,MASA,0.49720000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-04-01,MASA,0.2687
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-04-01,MASA,0.3799
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-04-01,MASA,0.4355
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-04-01,MASA,0.5984
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-04-01,MASA,0.40750000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-04-01,MASA,0.391
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-04-01,MASA,0.42560000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-04-01,MASA,0.3734
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-05-01,MASA,0.5291
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-05-01,MASA,0.3724
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-05-01,MASA,0.31420000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-05-01,MASA,0.22990000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-05-01,MASA,0.16590000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-05-01,MASA,0.4279
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-05-01,MASA,0.5236000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-05-01,MASA,0.2742
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-05-01,MASA,0.37020000000000003
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-05-01,MASA,0.5057
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-05-01,MASA,0.5691
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-05-01,MASA,0.45470000000000005
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-05-01,MASA,0.3632
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-05-01,MASA,0.3618
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-05-01,MASA,0.5901000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-06-01,MASA,0.5071
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-06-01,MASA,0.6983
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-06-01,MASA,0.2717
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-06-01,MASA,0.2361
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-06-01,MASA,-0.0742
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-06-01,MASA,0.30510000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-06-01,MASA,0.6151
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-06-01,MASA,0.21530000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-06-01,MASA,0.2705
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-06-01,MASA,0.549
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-06-01,MASA,0.5499
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-06-01,MASA,0.4229
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-06-01,MASA,0.5095000000000001
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-06-01,MASA,0.42810000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-06-01,MASA,0.6291
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-07-01,MASA,0.47740000000000005
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-07-01,MASA,0.6314000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-07-01,MASA,0.2894
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-07-01,MASA,0.2343
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-07-01,MASA,0.042100000000000005
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-07-01,MASA,0.5392
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-07-01,MASA,0.5908
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-07-01,MASA,0.21280000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-07-01,MASA,0.30970000000000003
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-07-01,MASA,0.5277000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-07-01,MASA,0.5585
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-07-01,MASA,0.43820000000000003
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-07-01,MASA,0.4834
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-07-01,MASA,0.48650000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-07-01,MASA,0.5037
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-08-01,MASA,0.3151
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-08-01,MASA,0.4515
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-08-01,MASA,0.2464
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-08-01,MASA,0.1784
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-08-01,MASA,-0.1009
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-08-01,MASA,0.5749000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-08-01,MASA,0.40750000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-08-01,MASA,0.19340000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-08-01,MASA,0.2388
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-08-01,MASA,0.4062
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-08-01,MASA,0.46940000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-08-01,MASA,0.3519
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-08-01,MASA,0.3664
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-08-01,MASA,0.393
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-08-01,MASA,0.4969
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-09-01,MASA,0.3513
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-09-01,MASA,0.6104
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-09-01,MASA,0.24070000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-09-01,MASA,0.1719
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-09-01,MASA,0.3266
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-09-01,MASA,0.5448000000000001
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-09-01,MASA,0.4133
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-09-01,MASA,0.18960000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-09-01,MASA,0.2654
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-09-01,MASA,0.5313
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-09-01,MASA,0.4267
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-09-01,MASA,0.4279
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-09-01,MASA,0.37360000000000004
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-09-01,MASA,0.38070000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-09-01,MASA,0.4712
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-10-01,MASA,0.3447
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-10-01,MASA,0.6086
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-10-01,MASA,0.2489
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-10-01,MASA,0.16590000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-10-01,MASA,0.3266
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-10-01,MASA,0.46540000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-10-01,MASA,0.5029
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-10-01,MASA,0.1889
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-10-01,MASA,0.2828
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-10-01,MASA,0.4646
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-10-01,MASA,0.4494
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-10-01,MASA,0.4166
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-10-01,MASA,0.38680000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-10-01,MASA,0.41240000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-10-01,MASA,0.376
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-11-01,MASA,0.3299
Mazandaran,23.7,99309,36.48,52.47,Amol,2014-11-01,MASA,0.4111
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2014-11-01,MASA,0.2597
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2014-11-01,MASA,0.1555
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2014-11-01,MASA,0.1544
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2014-11-01,MASA,0.3468
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2014-11-01,MASA,0.46640000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2014-11-01,MASA,0.1956
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2014-11-01,MASA,0.2625
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2014-11-01,MASA,0.46380000000000005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2014-11-01,MASA,0.3891
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2014-11-01,MASA,0.32980000000000004
Mazandaran,23.0,40759,36.54,53.0,Sari,2014-11-01,MASA,0.3725
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2014-11-01,MASA,0.4465
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2014-11-01,MASA,0.1874
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2014-12-01,MASA,0.3186
