Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,NDVI_Aqua_MYD13A3
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-06-01,MASA,0.5851000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-06-01,MASA,0.5448000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-06-01,MASA,0.3874
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-06-01,MASA,0.6238
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-06-01,MASA,0.6357
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-06-01,MASA,0.5894
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-06-01,MASA,0.5582
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-06-01,MASA,0.32880000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-06-01,MASA,0.5403
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-07-01,MASA,0.5836
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-07-01,MASA,0.7652
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-07-01,MASA,0.32580000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-07-01,MASA,0.2474
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-07-01,MASA,0.15360000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-07-01,MASA,0.4116
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-07-01,MASA,0.7089000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-07-01,MASA,0.26980000000000004
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-07-01,MASA,0.29400000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-07-01,MASA,0.5394
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-07-01,MASA,0.5871000000000001
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-07-01,MASA,0.6357
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-07-01,MASA,0.554
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-07-01,MASA,0.46540000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-07-01,MASA,0.523
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-08-01,MASA,0.49520000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-08-01,MASA,0.5791000000000001
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-08-01,MASA,0.2711
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-08-01,MASA,0.1971
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-08-01,MASA,0.1915
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-08-01,MASA,0.5463
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-08-01,MASA,0.5638000000000001
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-08-01,MASA,0.2275
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-08-01,MASA,0.29650000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-08-01,MASA,0.5372
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-08-01,MASA,0.5461
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-08-01,MASA,0.5766
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-08-01,MASA,0.48910000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-08-01,MASA,0.37
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-08-01,MASA,0.4106
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-09-01,MASA,0.41050000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-09-01,MASA,0.5009
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-09-01,MASA,0.2358
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-09-01,MASA,0.1942
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-09-01,MASA,0.1192
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-09-01,MASA,0.5361
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-09-01,MASA,0.4315
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-09-01,MASA,0.2071
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-09-01,MASA,0.3098
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-09-01,MASA,0.524
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-09-01,MASA,0.5213
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-09-01,MASA,0.5089
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-09-01,MASA,0.3677
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-09-01,MASA,0.36060000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-09-01,MASA,0.4373
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-10-01,MASA,0.3387
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-10-01,MASA,0.5116
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-10-01,MASA,0.2924
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-10-01,MASA,0.1792
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-10-01,MASA,0.17350000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-10-01,MASA,0.41100000000000003
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-10-01,MASA,0.4419
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-10-01,MASA,0.2039
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-10-01,MASA,0.2889
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-10-01,MASA,0.5477000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-10-01,MASA,0.4827
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-10-01,MASA,0.5827
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-10-01,MASA,0.3786
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-10-01,MASA,0.34990000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-10-01,MASA,0.3539
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-11-01,MASA,0.3355
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-11-01,MASA,0.4424
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-11-01,MASA,0.28600000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-11-01,MASA,0.1441
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-11-01,MASA,0.21880000000000002
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-11-01,MASA,0.314
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-11-01,MASA,0.4471
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-11-01,MASA,0.23520000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-11-01,MASA,0.2499
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-11-01,MASA,0.5135000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-11-01,MASA,0.4021
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-11-01,MASA,0.5239
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-11-01,MASA,0.3744
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-11-01,MASA,0.4436
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-11-01,MASA,0.1572
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2007-12-01,MASA,0.3267
Mazandaran,23.7,99309,36.48,52.47,Amol,2007-12-01,MASA,0.3914
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2007-12-01,MASA,0.2735
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2007-12-01,MASA,0.14550000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2007-12-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2007-12-01,MASA,0.2715
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2007-12-01,MASA,0.44110000000000005
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2007-12-01,MASA,0.2584
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2007-12-01,MASA,0.21430000000000002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2007-12-01,MASA,0.48050000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2007-12-01,MASA,0.3149
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2007-12-01,MASA,0.4758
Mazandaran,23.0,40759,36.54,53.0,Sari,2007-12-01,MASA,0.3693
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2007-12-01,MASA,0.46740000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2007-12-01,MASA,0.19160000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-01-01,MASA,0.0126
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-01-01,MASA,0.3265
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-01-01,MASA,0.1958
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-01-01,MASA,0.0194
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-01-01,MASA,-0.11170000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-01-01,MASA,0.30060000000000003
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-01-01,MASA,0.3191
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-01-01,MASA,-0.0198
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-01-01,MASA,0.1641
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-01-01,MASA,0.399
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-01-01,MASA,0.3175
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-01-01,MASA,0.3561
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-01-01,MASA,0.3427
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-01-01,MASA,0.43060000000000004
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-01-01,MASA,-0.0011
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-02-01,MASA,0.1971
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-02-01,MASA,0.28340000000000004
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-02-01,MASA,0.18030000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-02-01,MASA,0.1154
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-02-01,MASA,0.09090000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-02-01,MASA,0.3662
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-02-01,MASA,0.3044
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-02-01,MASA,0.1718
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-02-01,MASA,0.1826
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-02-01,MASA,0.3335
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-02-01,MASA,0.2636
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-02-01,MASA,0.3355
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-02-01,MASA,0.3413
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-02-01,MASA,0.37610000000000005
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-02-01,MASA,0.10990000000000001
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-03-01,MASA,0.4771
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-03-01,MASA,0.3206
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-03-01,MASA,0.1907
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-03-01,MASA,0.11850000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-03-01,MASA,0.1763
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-03-01,MASA,0.5604
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-03-01,MASA,0.29400000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-03-01,MASA,0.2174
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-03-01,MASA,0.2121
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-03-01,MASA,0.5207
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-03-01,MASA,0.5107
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-03-01,MASA,0.3683
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-03-01,MASA,0.36260000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-03-01,MASA,0.4097
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-03-01,MASA,0.2437
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-04-01,MASA,0.4429
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-04-01,MASA,0.3274
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-04-01,MASA,0.27540000000000003
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-04-01,MASA,0.1643
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-04-01,MASA,0.1763
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-04-01,MASA,0.5513
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-04-01,MASA,0.4047
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-04-01,MASA,0.3135
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-04-01,MASA,0.3294
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-04-01,MASA,0.4011
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-04-01,MASA,0.5435
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-04-01,MASA,0.42800000000000005
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-04-01,MASA,0.392
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-04-01,MASA,0.3816
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-04-01,MASA,0.3138
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-05-01,MASA,0.5418000000000001
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-05-01,MASA,0.3247
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-05-01,MASA,0.2645
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-05-01,MASA,0.1842
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-05-01,MASA,0.1608
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-05-01,MASA,0.39880000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-05-01,MASA,0.48360000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-05-01,MASA,0.2695
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-05-01,MASA,0.3659
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-05-01,MASA,0.48710000000000003
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-05-01,MASA,0.5765
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-05-01,MASA,0.5215000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-05-01,MASA,0.3148
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-05-01,MASA,0.31980000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-05-01,MASA,0.44160000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-06-01,MASA,0.4561
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-06-01,MASA,0.6356
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-06-01,MASA,0.3204
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-06-01,MASA,0.18330000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-06-01,MASA,-0.11120000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-06-01,MASA,0.2417
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-06-01,MASA,0.5452
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-06-01,MASA,0.24200000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-06-01,MASA,0.321
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-06-01,MASA,0.4731
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-06-01,MASA,0.5843
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-06-01,MASA,0.508
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-06-01,MASA,0.4057
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-06-01,MASA,0.3168
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-06-01,MASA,0.49500000000000005
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-07-01,MASA,0.39030000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-07-01,MASA,0.6804
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-07-01,MASA,0.2393
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-07-01,MASA,0.15510000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-07-01,MASA,0.1396
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-07-01,MASA,0.33280000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-07-01,MASA,0.6199
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-07-01,MASA,0.2247
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-07-01,MASA,0.2414
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-07-01,MASA,0.5513
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-07-01,MASA,0.5162
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-07-01,MASA,0.535
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-07-01,MASA,0.4756
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-07-01,MASA,0.49050000000000005
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-07-01,MASA,0.44530000000000003
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-08-01,MASA,0.36710000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-08-01,MASA,0.4833
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-08-01,MASA,0.2838
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-08-01,MASA,0.1661
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-08-01,MASA,-0.09630000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-08-01,MASA,0.3962
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-08-01,MASA,0.44570000000000004
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-08-01,MASA,0.19640000000000002
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-08-01,MASA,0.2902
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-08-01,MASA,0.5582
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-08-01,MASA,0.46130000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-08-01,MASA,0.5418000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-08-01,MASA,0.38920000000000005
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-08-01,MASA,0.41400000000000003
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-08-01,MASA,0.3766
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-09-01,MASA,0.34690000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-09-01,MASA,0.5312
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-09-01,MASA,0.2636
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-09-01,MASA,0.1549
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-09-01,MASA,0.0838
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-09-01,MASA,0.40890000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-09-01,MASA,0.4419
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-09-01,MASA,0.188
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-09-01,MASA,0.2442
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-09-01,MASA,0.5650000000000001
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-09-01,MASA,0.4834
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-09-01,MASA,0.5276000000000001
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-09-01,MASA,0.3688
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-09-01,MASA,0.3447
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-09-01,MASA,0.2806
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-10-01,MASA,0.3262
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-10-01,MASA,0.5062
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-10-01,MASA,0.2439
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-10-01,MASA,0.1504
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-10-01,MASA,0.0838
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-10-01,MASA,0.42750000000000005
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-10-01,MASA,0.5033
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-10-01,MASA,0.192
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-10-01,MASA,0.37720000000000004
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-10-01,MASA,0.5493
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-10-01,MASA,0.4559
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-10-01,MASA,0.5626
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-10-01,MASA,0.38180000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-10-01,MASA,0.391
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-10-01,MASA,0.2147
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-11-01,MASA,0.30410000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-11-01,MASA,0.4661
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-11-01,MASA,0.22840000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-11-01,MASA,0.1489
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-11-01,MASA,0.054700000000000006
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-11-01,MASA,0.39940000000000003
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-11-01,MASA,0.49570000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-11-01,MASA,0.2124
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-11-01,MASA,0.2801
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-11-01,MASA,0.5027
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-11-01,MASA,0.43760000000000004
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-11-01,MASA,0.506
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-11-01,MASA,0.41300000000000003
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-11-01,MASA,0.4842
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-11-01,MASA,0.1685
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2008-12-01,MASA,0.27140000000000003
Mazandaran,23.7,99309,36.48,52.47,Amol,2008-12-01,MASA,0.3647
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2008-12-01,MASA,0.21100000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2008-12-01,MASA,0.13490000000000002
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2008-12-01,MASA,-0.07980000000000001
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2008-12-01,MASA,0.3819
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2008-12-01,MASA,0.42560000000000003
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2008-12-01,MASA,0.24760000000000001
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2008-12-01,MASA,0.2288
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2008-12-01,MASA,0.42450000000000004
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2008-12-01,MASA,0.3835
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2008-12-01,MASA,0.385
Mazandaran,23.0,40759,36.54,53.0,Sari,2008-12-01,MASA,0.446
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2008-12-01,MASA,0.5284
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2008-12-01,MASA,0.1338
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-01-01,MASA,0.27990000000000004
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-01-01,MASA,0.3528
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2009-01-01,MASA,0.19290000000000002
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2009-01-01,MASA,0.10790000000000001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2009-01-01,MASA,0.1598
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2009-01-01,MASA,0.44570000000000004
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2009-01-01,MASA,0.3885
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2009-01-01,MASA,0.2867
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2009-01-01,MASA,0.2059
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2009-01-01,MASA,0.3378
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2009-01-01,MASA,0.36260000000000003
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2009-01-01,MASA,0.397
Mazandaran,23.0,40759,36.54,53.0,Sari,2009-01-01,MASA,0.4169
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2009-01-01,MASA,0.4756
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2009-01-01,MASA,0.15380000000000002
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2009-02-01,MASA,0.3042
Mazandaran,23.7,99309,36.48,52.47,Amol,2009-02-01,MASA,0.34190000000000004
