date,St_ID,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id,CHIRPS
2000-01-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,141.7695369720459
2000-01-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,132.76968002319336
2000-01-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,184.2495241165161
2000-01-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,138.29272520424118
2000-01-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,143.07998275756836
2000-01-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,126.32431221008301
2000-01-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,153.40966606140137
2000-01-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,102.78134250640869
2000-01-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,77.97340393066406
2000-01-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,98.09757554048747
2000-01-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,143.77604484558105
2000-01-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,198.85443305969238
2000-01-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,188.34285640716553
2000-01-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,134.6612958908081
2000-01-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,210.29138565063477
2000-02-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,77.4482421875
2000-02-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,87.10723495483398
2000-02-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,130.86737442016602
2000-02-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,90.51652181266559
2000-02-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,96.57939910888672
2000-02-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,103.24236297607422
2000-02-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,113.20141983032227
2000-02-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,68.2136459350586
2000-02-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,71.65839958190918
2000-02-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,73.11531333978465
2000-02-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,106.08237075805664
2000-02-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,134.14105033874512
2000-02-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,131.89105224609375
2000-02-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,144.61887741088867
2000-02-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,196.56375885009766
2000-03-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,112.81895780563354
2000-03-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,113.18200063705444
