date,St_ID,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id,CHIRPS
2010-01-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,127.68191695213318
2010-01-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,213.28462314605713
2010-01-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,188.82361841201782
2010-01-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,219.48550832212564
2010-01-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,217.2956280708313
2010-01-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,218.12163162231445
2010-01-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,267.5194969177246
2010-01-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,193.64138507843018
2010-01-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,148.9346981048584
2010-01-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,169.29668752857717
2010-01-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,216.28995943069458
2010-01-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,283.2050166130066
2010-01-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,221.29471826553345
2010-01-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,222.27688026428223
2010-01-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,321.341965675354
2010-02-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,143.5216145515442
2010-02-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,153.66549682617188
2010-02-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,175.20946645736694
2010-02-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,162.08087786353462
2010-02-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,178.69384050369263
2010-02-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,172.55356407165527
2010-02-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,149.73387575149536
2010-02-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,125.74513864517212
2010-02-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,106.3248131275177
2010-02-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,108.96354975452313
2010-02-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,171.99832201004028
2010-02-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,217.33517169952393
2010-02-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,214.74083709716797
2010-02-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,183.57664728164673
2010-02-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,290.87648582458496
2010-03-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,158.14059567451477
2010-03-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,97.48392391204834
2010-03-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,317.4880633354187
2010-03-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,82.49010811524816
2010-03-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,97.8713766336441
2010-03-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,81.63205814361572
2010-03-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,69.1651862859726
2010-03-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,74.00891613960266
2010-03-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,67.1565780043602
2010-03-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,68.74653367155548
2010-03-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,92.84135675430298
2010-03-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,149.8068699836731
2010-03-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,282.70510935783386
2010-03-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,127.45682454109192
2010-03-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,201.9425768852234
2010-04-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,73.39917325973511
2010-04-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,97.77044486999512
2010-04-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,252.94391775131226
2010-04-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,56.18015591962502
2010-04-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,98.4281587600708
2010-04-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,93.4216947555542
2010-04-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,58.56738805770874
2010-04-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,69.83927512168884
2010-04-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,32.52346169948578
2010-04-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,48.88613549202163
2010-04-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,83.81362915039062
2010-04-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,142.35183334350586
2010-04-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,235.66678428649902
2010-04-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,95.47181022167206
2010-04-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,132.05547666549683
2010-05-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,43.83596575260162
2010-05-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,29.73652458190918
2010-05-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,34.73142421245575
2010-05-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,15.65776135838858
2010-05-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,20.443454265594482
2010-05-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,23.896844744682312
2010-05-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,26.204278230667114
2010-05-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,22.8065003156662
2010-05-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,15.367324829101562
2010-05-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,19.091080668689198
2010-05-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,19.22763103246689
2010-05-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,26.8921058177948
2010-05-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,27.793973803520203
2010-05-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,27.136958837509155
2010-05-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,25.388436436653137
2010-06-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,33.50871562957764
2010-06-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,18.963242053985596
2010-06-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,31.35546064376831
2010-06-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,19.73593706925317
2010-06-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,16.424205780029297
2010-06-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,23.787599086761475
2010-06-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,14.98857831954956
2010-06-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,12.03333067893982
2010-06-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,12.128402948379517
2010-06-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,9.616966319221982
2010-06-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,20.685205459594727
2010-06-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,33.65318322181702
2010-06-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,30.249589920043945
2010-06-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,17.607728958129883
2010-06-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,19.316341876983643
2010-07-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,27.923258543014526
2010-07-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,12.630266785621643
2010-07-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,23.232820510864258
2010-07-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,18.788716863877703
2010-07-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,23.018507957458496
2010-07-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,17.14823603630066
2010-07-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,13.610750436782837
2010-07-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,16.883326530456543
2010-07-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,10.03816032409668
2010-07-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,14.051304332093698
2010-07-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,17.132179975509644
2010-07-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,16.639615297317505
2010-07-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,27.964022159576416
2010-07-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,25.42399001121521
2010-07-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,29.88622522354126
2010-08-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,93.44036173820496
2010-08-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,74.63816660642624
2010-08-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,30.332149028778076
2010-08-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,86.95531576930887
2010-08-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,81.08847045898438
2010-08-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,57.39332580566406
2010-08-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,43.78316926956177
2010-08-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,41.451751708984375
2010-08-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,19.440155029296875
2010-08-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,34.693062093216554
2010-08-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,80.78783798217773
2010-08-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,88.02957916259766
2010-08-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,65.3892593383789
2010-08-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,48.78063440322876
2010-08-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,54.74229669570923
2010-09-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,58.48393201828003
2010-09-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,65.2925443649292
2010-09-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,55.42174434661865
2010-09-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,45.6940054890543
2010-09-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,67.96320462226868
2010-09-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,32.49717128276825
2010-09-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,18.015932083129883
2010-09-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,24.630749702453613
2010-09-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,12.80840790271759
2010-09-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,18.121551155354936
2010-09-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,46.258679151535034
2010-09-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,64.29870510101318
2010-09-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,65.33744156360626
2010-09-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,29.482033371925354
2010-09-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,32.50642275810242
2010-10-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,168.19999408721924
2010-10-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,192.81311416625977
