Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,TRMM
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-01-01,MASA,103.7875839471817
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-01-01,MASA,137.65128779411316
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-01-01,MASA,130.70239198207855
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-01-01,MASA,145.04677963256836
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-01-01,MASA,88.31914526224136
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-01-01,MASA,84.145945250988
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-01-01,MASA,147.09258699417114
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-01-01,MASA,88.09178960323334
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-01-01,MASA,176.6529357433319
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-01-01,MASA,185.40840411186218
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-01-01,MASA,95.48232579231262
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-01-01,MASA,135.60856246948242
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-01-01,MASA,119.62793469429016
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-01-01,MASA,109.77830994129181
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-01-01,MASA,150.41263926029205
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-02-01,MASA,52.583242893218994
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-02-01,MASA,59.03291988372803
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-02-01,MASA,50.84912610054016
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-02-01,MASA,88.12817859649658
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-02-01,MASA,53.96859669685364
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-02-01,MASA,55.861183404922485
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-02-01,MASA,68.67795038223267
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-02-01,MASA,62.473145484924316
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-02-01,MASA,105.9026141166687
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-02-01,MASA,124.76409387588501
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-02-01,MASA,63.221320152282715
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-02-01,MASA,155.91201639175415
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-02-01,MASA,50.192049980163574
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-02-01,MASA,61.279306411743164
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-02-01,MASA,100.99179410934448
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-03-01,MASA,34.594077318906784
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-03-01,MASA,37.39251700043678
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-03-01,MASA,30.47544488310814
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-03-01,MASA,59.32901215553284
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-03-01,MASA,33.73826050758362
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-03-01,MASA,40.93618878722191
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-03-01,MASA,43.654886305332184
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-03-01,MASA,41.43780693411827
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-03-01,MASA,61.97788989543915
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-03-01,MASA,66.69625014066696
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-03-01,MASA,42.44693014025688
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-03-01,MASA,84.64424300193787
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-03-01,MASA,30.37963566184044
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-03-01,MASA,38.746831119060516
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-03-01,MASA,72.17065733671188
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-04-01,MASA,74.02078807353973
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-04-01,MASA,94.17710065841675
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-04-01,MASA,92.102530002594
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-04-01,MASA,86.18591487407684
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-04-01,MASA,64.07050609588623
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-04-01,MASA,63.560773730278015
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-04-01,MASA,95.84525227546692
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-04-01,MASA,66.6753226518631
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-04-01,MASA,95.58495998382568
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-04-01,MASA,100.22943019866943
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-04-01,MASA,67.54547953605652
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-04-01,MASA,94.2725658416748
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-04-01,MASA,83.77200186252594
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-04-01,MASA,77.05604553222656
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-04-01,MASA,91.40850305557251
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-05-01,MASA,26.19631925225258
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-05-01,MASA,30.74721845984459
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-05-01,MASA,26.80256313085556
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-05-01,MASA,51.64281105995178
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-05-01,MASA,26.65859153866768
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-05-01,MASA,33.08085536956787
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-05-01,MASA,36.68270614743233
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-05-01,MASA,32.69070330262184
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-05-01,MASA,57.70281636714935
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-05-01,MASA,61.8594143986702
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-05-01,MASA,30.98939949274063
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-05-01,MASA,57.581580340862274
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-05-01,MASA,26.193797081708908
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-05-01,MASA,32.35735550522804
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-05-01,MASA,60.86773020029068
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-06-01,MASA,21.66916698217392
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-06-01,MASA,28.146908283233643
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-06-01,MASA,28.423940241336823
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-06-01,MASA,14.973244071006775
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-06-01,MASA,16.585734486579895
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-06-01,MASA,19.272695034742355
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-06-01,MASA,24.704421758651733
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-06-01,MASA,19.978919327259064
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-06-01,MASA,14.12984624505043
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-06-01,MASA,14.559718519449234
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-06-01,MASA,19.186852276325226
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-06-01,MASA,18.859090358018875
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-06-01,MASA,26.059264540672302
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-06-01,MASA,23.421521186828613
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-06-01,MASA,10.766163021326065
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-07-01,MASA,47.06079214811325
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-07-01,MASA,64.28470033407211
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-07-01,MASA,61.15838956832886
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-07-01,MASA,38.05732789635658
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-07-01,MASA,21.52275663614273
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-07-01,MASA,18.197679430246353
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-07-01,MASA,57.63008362054825
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-07-01,MASA,22.07188582420349
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-07-01,MASA,37.958029210567474
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-07-01,MASA,35.178788512945175
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-07-01,MASA,31.996169596910477
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-07-01,MASA,22.68118540942669
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-07-01,MASA,51.47909724712372
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-07-01,MASA,34.535482585430145
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-07-01,MASA,27.37604096531868
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-08-01,MASA,58.06338143348694
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-08-01,MASA,82.85264271497726
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-08-01,MASA,78.96007990837097
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-08-01,MASA,43.582937926054
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-08-01,MASA,23.15626810491085
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-08-01,MASA,22.47870084643364
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-08-01,MASA,72.2037393450737
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-08-01,MASA,23.286449521780014
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-08-01,MASA,40.88642719388008
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-08-01,MASA,37.35673266649246
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-08-01,MASA,34.61617264151573
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-08-01,MASA,29.137042611837387
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-08-01,MASA,65.01189476251602
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-08-01,MASA,39.824269115924835
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-08-01,MASA,30.58379566669464
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-09-01,MASA,66.51520013809204
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-09-01,MASA,93.05249333381653
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-09-01,MASA,93.89825820922852
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-09-01,MASA,63.52949917316437
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-09-01,MASA,44.077776074409485
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-09-01,MASA,47.78678834438324
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-09-01,MASA,89.02318239212036
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-09-01,MASA,48.12654376029968
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-09-01,MASA,74.1089791059494
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-09-01,MASA,81.50795996189117
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-09-01,MASA,52.493319511413574
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-09-01,MASA,81.78171694278717
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-09-01,MASA,82.66762375831604
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-09-01,MASA,65.1976990699768
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-09-01,MASA,58.12208533287048
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-10-01,MASA,88.74007058143616
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-10-01,MASA,158.67454934120178
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-10-01,MASA,158.5281858444214
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-10-01,MASA,66.99465894699097
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-10-01,MASA,35.52329206466675
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-10-01,MASA,25.58014190196991
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-10-01,MASA,142.9510499238968
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-10-01,MASA,29.268331289291382
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-10-01,MASA,75.21826529502869
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-10-01,MASA,98.01487326622009
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-10-01,MASA,47.14023220539093
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-10-01,MASA,238.0888638496399
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-10-01,MASA,126.15026772022247
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-10-01,MASA,65.49352955818176
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-10-01,MASA,64.40538758039474
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-11-01,MASA,24.359433352947235
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-11-01,MASA,42.32779562473297
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-11-01,MASA,40.51656424999237
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-11-01,MASA,29.726858139038086
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-11-01,MASA,18.89285534620285
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-11-01,MASA,13.636923283338547
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-11-01,MASA,45.06517231464386
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-11-01,MASA,15.761944949626923
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-11-01,MASA,42.5920844078064
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-11-01,MASA,60.372989773750305
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-11-01,MASA,18.78009796142578
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-11-01,MASA,127.58561253547668
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-11-01,MASA,34.57914054393768
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-11-01,MASA,26.87332034111023
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-11-01,MASA,35.617152750492096
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1998-12-01,MASA,61.88863831758499
Mazandaran,23.7,99309,36.48,52.47,Amol,1998-12-01,MASA,87.63023793697357
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1998-12-01,MASA,80.70859265327454
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1998-12-01,MASA,51.16614854335785
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1998-12-01,MASA,27.045653253793716
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1998-12-01,MASA,22.04506766796112
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1998-12-01,MASA,82.48459428548813
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1998-12-01,MASA,26.576299488544464
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1998-12-01,MASA,53.18825304508209
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1998-12-01,MASA,63.79230058193207
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1998-12-01,MASA,40.22225099802017
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1998-12-01,MASA,122.54948401451111
Mazandaran,23.0,40759,36.54,53.0,Sari,1998-12-01,MASA,67.07693159580231
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1998-12-01,MASA,43.09987297654152
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1998-12-01,MASA,47.501024544239044
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-01-01,MASA,104.50957882404327
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-01-01,MASA,136.2838168144226
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-01-01,MASA,135.29211044311523
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-01-01,MASA,80.51122587919235
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-01-01,MASA,70.78360766172409
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-01-01,MASA,60.83840095996857
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-01-01,MASA,123.96745383739471
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-01-01,MASA,66.79343962669373
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-01-01,MASA,79.31847757101059
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-01-01,MASA,77.60973751544952
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-01-01,MASA,78.75981402397156
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-01-01,MASA,94.19304764270782
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-01-01,MASA,120.2776790857315
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-01-01,MASA,92.13342654705048
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-01-01,MASA,69.13805490732193
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-02-01,MASA,56.06405854225159
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-02-01,MASA,75.94957208633423
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-02-01,MASA,65.42949986457825
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-02-01,MASA,48.119469165802
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-02-01,MASA,11.563967943191528
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-02-01,MASA,10.702741205692291
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-02-01,MASA,68.20756244659424
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-02-01,MASA,10.656340777873993
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-02-01,MASA,41.047343015670776
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-02-01,MASA,34.87477684020996
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-02-01,MASA,23.61541450023651
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-02-01,MASA,27.06102991104126
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-02-01,MASA,51.17451739311218
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-02-01,MASA,21.460111498832703
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-02-01,MASA,38.439533829689026
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-03-01,MASA,72.77988070249557
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-03-01,MASA,86.01137584447861
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-03-01,MASA,81.35282152891159
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-03-01,MASA,48.49559676647186
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-03-01,MASA,39.98096242547035
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-03-01,MASA,42.02428087592125
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-03-01,MASA,77.06346863508224
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-03-01,MASA,47.277643382549286
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-03-01,MASA,40.09777495265007
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-03-01,MASA,37.60052955150604
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-03-01,MASA,58.2597171664238
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-03-01,MASA,63.87686812877655
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-03-01,MASA,71.54106813669205
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-03-01,MASA,56.50500708818436
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-03-01,MASA,41.04353070259094
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-04-01,MASA,134.09955024719238
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-04-01,MASA,201.8021321296692
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-04-01,MASA,194.06196355819702
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-04-01,MASA,76.39901161193848
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-04-01,MASA,33.95004719495773
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-04-01,MASA,23.002790808677673
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-04-01,MASA,167.93747305870056
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-04-01,MASA,25.907486379146576
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-04-01,MASA,65.84224462509155
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-04-01,MASA,59.92994248867035
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-04-01,MASA,54.19525623321533
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-04-01,MASA,82.61887192726135
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-04-01,MASA,151.59368991851807
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-04-01,MASA,59.490076303482056
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-04-01,MASA,47.24003076553345
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-05-01,MASA,42.35617911815643
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-05-01,MASA,64.30457836389542
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-05-01,MASA,65.0192340016365
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-05-01,MASA,41.39676207304001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-05-01,MASA,33.28012070059776
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-05-01,MASA,34.12831002473831
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-05-01,MASA,61.63622725009918
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-05-01,MASA,34.107043415308
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-05-01,MASA,47.704427897930145
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-05-01,MASA,57.584451735019684
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-05-01,MASA,33.80042785406113
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-05-01,MASA,95.20686042308807
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-05-01,MASA,57.589119136333466
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-05-01,MASA,45.618784099817276
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-05-01,MASA,42.08678358793259
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-06-01,MASA,3.620808832347393
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-06-01,MASA,6.161661073565483
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-06-01,MASA,4.806905463337898
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-06-01,MASA,6.972250118851662
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-06-01,MASA,0.03409563592867926
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-06-01,MASA,0.08813693770207465
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-06-01,MASA,6.781274825334549
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-06-01,MASA,0.024114685656968504
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-06-01,MASA,9.051218926906586
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-06-01,MASA,9.652491733431816
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-06-01,MASA,0.042243395873811096
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-06-01,MASA,5.416825711727142
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-06-01,MASA,3.4288330748677254
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-06-01,MASA,0.029451307200361043
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-06-01,MASA,6.806458085775375
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-07-01,MASA,76.2143674492836
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-07-01,MASA,87.89748823642731
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-07-01,MASA,92.19122582674026
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-07-01,MASA,54.73591786623001
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-07-01,MASA,66.14752006530762
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-07-01,MASA,71.31580781936646
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-07-01,MASA,80.36967945098877
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-07-01,MASA,80.14048343896866
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-07-01,MASA,55.245856404304504
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-07-01,MASA,56.90805548429489
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-07-01,MASA,75.92587548494339
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-07-01,MASA,69.42942935228348
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-07-01,MASA,87.82802045345306
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-07-01,MASA,88.81484878063202
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-07-01,MASA,43.26251971721649
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-08-01,MASA,23.61294588446617
