Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,CHIRPS
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-01-01,MASA,321.341965675354
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-01-01,MASA,216.28995943069458
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-01-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-01-01,MASA,221.29471826553345
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-01-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-01-01,MASA,148.9346981048584
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-01-01,MASA,217.2956280708313
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-01-01,MASA,267.5194969177246
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-01-01,MASA,283.2050166130066
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-01-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-01-01,MASA,222.27688026428223
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-01-01,MASA,127.68191695213318
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-01-01,MASA,218.12163162231445
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-01-01,MASA,193.64138507843018
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-01-01,MASA,188.82361841201782
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-02-01,MASA,290.87648582458496
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-02-01,MASA,171.99832201004028
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-02-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-02-01,MASA,214.74083709716797
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-02-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-02-01,MASA,106.3248131275177
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-02-01,MASA,178.69384050369263
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-02-01,MASA,149.73387575149536
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-02-01,MASA,217.33517169952393
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-02-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-02-01,MASA,183.57664728164673
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-02-01,MASA,143.5216145515442
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-02-01,MASA,172.55356407165527
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-02-01,MASA,125.74513864517212
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-02-01,MASA,175.20946645736694
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-03-01,MASA,201.9425768852234
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-03-01,MASA,92.84135675430298
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-03-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-03-01,MASA,282.70510935783386
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-03-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-03-01,MASA,67.1565780043602
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-03-01,MASA,97.8713766336441
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-03-01,MASA,69.1651862859726
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-03-01,MASA,149.8068699836731
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-03-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-03-01,MASA,127.45682454109192
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-03-01,MASA,158.14059567451477
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-03-01,MASA,81.63205814361572
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-03-01,MASA,74.00891613960266
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-03-01,MASA,317.4880633354187
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-04-01,MASA,132.05547666549683
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-04-01,MASA,83.81362915039062
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-04-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-04-01,MASA,235.66678428649902
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-04-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-04-01,MASA,32.52346169948578
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-04-01,MASA,98.4281587600708
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-04-01,MASA,58.56738805770874
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-04-01,MASA,142.35183334350586
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-04-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-04-01,MASA,95.47181022167206
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-04-01,MASA,73.39917325973511
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-04-01,MASA,93.4216947555542
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-04-01,MASA,69.83927512168884
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-04-01,MASA,252.94391775131226
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-05-01,MASA,25.388436436653137
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-05-01,MASA,19.22763103246689
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-05-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-05-01,MASA,27.793973803520203
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-05-01,MASA,
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2010-05-01,MASA,15.367324829101562
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2010-05-01,MASA,20.443454265594482
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2010-05-01,MASA,26.204278230667114
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2010-05-01,MASA,26.8921058177948
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2010-05-01,MASA,
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2010-05-01,MASA,27.136958837509155
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2010-05-01,MASA,43.83596575260162
Mazandaran,23.0,40759,36.54,53.0,Sari,2010-05-01,MASA,23.896844744682312
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2010-05-01,MASA,22.8065003156662
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2010-05-01,MASA,34.73142421245575
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2010-06-01,MASA,19.316341876983643
Mazandaran,23.7,99309,36.48,52.47,Amol,2010-06-01,MASA,20.685205459594727
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2010-06-01,MASA,
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2010-06-01,MASA,30.249589920043945
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2010-06-01,MASA,
