date,St_ID,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id,CHIRPS
2020-01-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,101.6584701538086
2020-01-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,91.38714599609375
2020-01-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,146.46970510482788
2020-01-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,67.39251993670322
2020-01-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,79.24416971206665
2020-01-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,55.66185760498047
2020-01-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,94.93494606018066
2020-01-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,52.47124481201172
2020-01-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,38.877017974853516
2020-01-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,46.933068506979524
2020-01-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,65.33451890945435
2020-01-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,119.95533657073975
2020-01-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,150.09575414657593
2020-01-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,66.37487983703613
2020-01-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,112.39063262939453
2020-02-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,171.6579785346985
2020-02-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,121.99177169799805
2020-02-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,181.611674785614
2020-02-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,143.88570717773814
2020-02-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,147.00700569152832
2020-02-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,131.07262325286865
2020-02-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,136.83166551589966
2020-02-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,103.09430313110352
2020-02-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,78.76600480079651
