date,St_ID,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id,CHIRPS
2015-01-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,65.18714904785156
2015-01-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,122.2598648071289
2015-01-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,165.69329452514648
2015-01-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,107.74851675788955
2015-01-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,119.35828971862793
2015-01-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,86.43071746826172
2015-01-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,91.21476364135742
2015-01-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,66.27726745605469
2015-01-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,43.15339279174805
2015-01-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,58.64340076556785
2015-01-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,101.63119316101074
2015-01-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,166.76051902770996
2015-01-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,174.92665207386017
2015-01-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,84.59538459777832
2015-01-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,164.3207550048828
2015-02-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,133.7175235748291
2015-02-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,138.1296422481537
2015-02-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,150.66820669174194
2015-02-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,129.52677232971286
2015-02-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,162.6696593761444
2015-02-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,134.13965845108032
2015-02-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,137.81013202667236
2015-02-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,107.88686943054199
2015-02-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,81.2424304485321
2015-02-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,88.98684001589098
2015-02-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,151.72536182403564
2015-02-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,212.0285930633545
2015-02-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,194.66510009765625
2015-02-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,167.43914890289307
2015-02-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,251.80374336242676
2015-03-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,67.27733850479126
2015-03-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,81.6149673461914
2015-03-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,347.07471466064453
2015-03-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,65.27828021804886
2015-03-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,86.91971778869629
2015-03-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,59.32482624053955
2015-03-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,45.31764197349548
2015-03-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,54.954712867736816
2015-03-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,57.531311988830566
2015-03-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,58.94024229876569
2015-03-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,62.39857244491577
2015-03-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,132.22280550003052
2015-03-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,305.46985626220703
2015-03-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,100.11160850524902
2015-03-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,151.55090713500977
2015-04-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,25.65873956680298
2015-04-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,28.15031909942627
2015-04-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,146.33776092529297
2015-04-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,18.40013620832769
2015-04-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,31.57375979423523
2015-04-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,27.416123390197754
2015-04-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,16.153567790985107
2015-04-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,22.410659790039062
2015-04-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,10.599489390850067
2015-04-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,16.77834089091747
2015-04-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,25.042044162750244
2015-04-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,55.50007390975952
2015-04-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,131.12205123901367
2015-04-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,27.3347008228302
2015-04-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,35.801904916763306
2015-05-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,21.45237910747528
2015-05-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,16.487771093845367
2015-05-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,25.623063921928406
2015-05-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,12.576834199157094
2015-05-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,15.970438003540039
2015-05-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,14.682533264160156
2015-05-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,15.437008142471313
2015-05-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,11.829555451869965
2015-05-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,6.8829688131809235
2015-05-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,8.693682352931512
2015-05-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,13.73389744758606
2015-05-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,18.830448031425476
2015-05-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,21.731470823287964
2015-05-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,18.879778921604156
2015-05-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,19.1443532705307
2015-06-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,26.15172529220581
2015-06-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,14.441466808319092
2015-06-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,29.94971466064453
2015-06-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,15.53968948893028
2015-06-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,13.808603525161743
2015-06-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,15.104045391082764
2015-06-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,11.002557754516602
2015-06-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,7.55960750579834
2015-06-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,5.246491432189941
2015-06-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,5.95547062813202
2015-06-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,16.849031448364258
2015-06-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,29.727710723876953
2015-06-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,28.23426103591919
2015-06-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,14.09896445274353
2015-06-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,16.147578239440918
2015-07-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,38.212074279785156
2015-07-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,16.87909507751465
2015-07-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,26.997517824172974
2015-07-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,22.442103914695206
2015-07-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,20.10470485687256
2015-07-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,54.45424938201904
2015-07-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,19.114922046661377
2015-07-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,24.13873267173767
2015-07-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,14.991424083709717
2015-07-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,20.37089744744273
2015-07-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,37.31709337234497
2015-07-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,34.60823345184326
2015-07-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,29.755351543426514
2015-07-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,30.339472770690918
2015-07-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,34.4177942276001
2015-08-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,80.14763355255127
2015-08-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,38.22991943359375
2015-08-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,51.737247943878174
2015-08-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,38.192198140786424
2015-08-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,32.70673751831055
2015-08-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,27.852757453918457
2015-08-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,37.3605170249939
2015-08-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,22.340969562530518
2015-08-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,15.917311668395996
2015-08-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,22.645978709865854
2015-08-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,34.0437216758728
2015-08-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,36.300201416015625
2015-08-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,34.45379686355591
2015-08-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,30.228656768798828
2015-08-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,34.830941677093506
2015-09-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,57.082685470581055
2015-09-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,174.58315658569336
2015-09-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,109.68431854248047
2015-09-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,192.31187655193972
2015-09-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,175.2690544128418
2015-09-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,132.7760238647461
2015-09-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,93.17061233520508
2015-09-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,97.28338241577148
2015-09-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,30.515185356140137
2015-09-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,64.38674973063385
2015-09-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,180.87460327148438
2015-09-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,186.64744567871094
2015-09-01,99357,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA,191.4764747619629
2015-09-01,99360,Mazandaran,610.0,36.1,53.06,Polsefid,MASA,136.80186080932617
2015-09-01,99361,Mazandaran,1805.0,36.07,52.84,Alasht,MASA,173.90911865234375
2015-10-01,40732,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA,214.6026096343994
2015-10-01,40734,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA,185.4214448928833
2015-10-01,40735,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA,188.27681064605713
2015-10-01,40736,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA,164.45972954636756
2015-10-01,40737,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA,127.9537901878357
2015-10-01,40759,Mazandaran,23.0,36.54,53.0,Sari,MASA,89.33615159988403
2015-10-01,40760,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA,51.19240152835846
2015-10-01,40788,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA,84.77273416519165
2015-10-01,99299,Mazandaran,-10.0,36.74,53.84,Galugah,MASA,42.397958278656006
2015-10-01,99306,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA,77.37262110076199
2015-10-01,99309,Mazandaran,23.7,36.48,52.47,Amol,MASA,129.6186876296997
2015-10-01,99348,Mazandaran,1550.0,36.39,51.73,Kojur,MASA,132.15145444869995
