Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,TerraClimate
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-10-01,MASA,40
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-10-01,MASA,110
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-10-01,MASA,14
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-10-01,MASA,23
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-10-01,MASA,154
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-10-01,MASA,35
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-10-01,MASA,162
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-10-01,MASA,70
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-10-01,MASA,64
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-10-01,MASA,15
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-11-01,MASA,20
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-11-01,MASA,103
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-11-01,MASA,117
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-11-01,MASA,12
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-11-01,MASA,74
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-11-01,MASA,59
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-11-01,MASA,103
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-11-01,MASA,20
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-11-01,MASA,25
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-11-01,MASA,133
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-11-01,MASA,37
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-11-01,MASA,97
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-11-01,MASA,83
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-11-01,MASA,82
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-11-01,MASA,13
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-12-01,MASA,20
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-12-01,MASA,76
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-12-01,MASA,78
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-12-01,MASA,15
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-12-01,MASA,46
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-12-01,MASA,41
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-12-01,MASA,77
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-12-01,MASA,20
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-12-01,MASA,25
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-12-01,MASA,92
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-12-01,MASA,32
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-12-01,MASA,68
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-12-01,MASA,59
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-12-01,MASA,55
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-12-01,MASA,19
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-01-01,MASA,34
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-01-01,MASA,100
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-01-01,MASA,103
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-01-01,MASA,27
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-01-01,MASA,66
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-01-01,MASA,57
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-01-01,MASA,102
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-01-01,MASA,30
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-01-01,MASA,42
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-01-01,MASA,127
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-01-01,MASA,49
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-01-01,MASA,108
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-01-01,MASA,81
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-01-01,MASA,76
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-01-01,MASA,32
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-02-01,MASA,24
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-02-01,MASA,59
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-02-01,MASA,55
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-02-01,MASA,28
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-02-01,MASA,26
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-02-01,MASA,25
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-02-01,MASA,68
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-02-01,MASA,18
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-02-01,MASA,37
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-02-01,MASA,100
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-02-01,MASA,29
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-02-01,MASA,100
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-02-01,MASA,40
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-02-01,MASA,34
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-02-01,MASA,36
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-03-01,MASA,70
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-03-01,MASA,103
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-03-01,MASA,112
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-03-01,MASA,60
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-03-01,MASA,96
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-03-01,MASA,99
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-03-01,MASA,101
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-03-01,MASA,74
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-03-01,MASA,71
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-03-01,MASA,108
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-03-01,MASA,78
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-03-01,MASA,89
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-03-01,MASA,101
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-03-01,MASA,103
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-03-01,MASA,62
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-04-01,MASA,4
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-04-01,MASA,5
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-04-01,MASA,5
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-04-01,MASA,4
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-04-01,MASA,4
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-04-01,MASA,6
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-04-01,MASA,5
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-04-01,MASA,4
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-04-01,MASA,5
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-04-01,MASA,7
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-04-01,MASA,4
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-04-01,MASA,7
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-04-01,MASA,4
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-04-01,MASA,5
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-04-01,MASA,5
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-05-01,MASA,7
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-05-01,MASA,8
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-05-01,MASA,7
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-05-01,MASA,11
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-05-01,MASA,5
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-05-01,MASA,7
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-05-01,MASA,11
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-05-01,MASA,7
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-05-01,MASA,11
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-05-01,MASA,17
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-05-01,MASA,7
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-05-01,MASA,20
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-05-01,MASA,6
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-05-01,MASA,6
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-05-01,MASA,14
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-06-01,MASA,2
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-06-01,MASA,3
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-06-01,MASA,1
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-06-01,MASA,1
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-06-01,MASA,1
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-06-01,MASA,5
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-06-01,MASA,3
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-06-01,MASA,3
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-06-01,MASA,1
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-06-01,MASA,2
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-06-01,MASA,4
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-06-01,MASA,1
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-06-01,MASA,2
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-06-01,MASA,1
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-06-01,MASA,1
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-07-01,MASA,2
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-07-01,MASA,3
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-07-01,MASA,1
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-07-01,MASA,1
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-07-01,MASA,3
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-07-01,MASA,7
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-07-01,MASA,4
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-07-01,MASA,3
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-07-01,MASA,2
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-07-01,MASA,1
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-07-01,MASA,3
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-07-01,MASA,8
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-07-01,MASA,2
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-07-01,MASA,1
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-07-01,MASA,2
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-08-01,MASA,5
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-08-01,MASA,23
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-08-01,MASA,9
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-08-01,MASA,2
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-08-01,MASA,7
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-08-01,MASA,15
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-08-01,MASA,29
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-08-01,MASA,5
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-08-01,MASA,5
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-08-01,MASA,24
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-08-01,MASA,9
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-08-01,MASA,25
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-08-01,MASA,11
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-08-01,MASA,4
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-08-01,MASA,2
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-09-01,MASA,16
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-09-01,MASA,156
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-09-01,MASA,170
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-09-01,MASA,4
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-09-01,MASA,82
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-09-01,MASA,66
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-09-01,MASA,164
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-09-01,MASA,15
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-09-01,MASA,20
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-09-01,MASA,233
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-09-01,MASA,39
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-09-01,MASA,190
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-09-01,MASA,117
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-09-01,MASA,109
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-09-01,MASA,6
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-10-01,MASA,15
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-10-01,MASA,101
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-10-01,MASA,101
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-10-01,MASA,10
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-10-01,MASA,40
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-10-01,MASA,31
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-10-01,MASA,116
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-10-01,MASA,10
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-10-01,MASA,25
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-10-01,MASA,200
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-10-01,MASA,26
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-10-01,MASA,261
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-10-01,MASA,61
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-10-01,MASA,53
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-10-01,MASA,17
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-11-01,MASA,5
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-11-01,MASA,29
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-11-01,MASA,31
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-11-01,MASA,4
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-11-01,MASA,16
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-11-01,MASA,14
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-11-01,MASA,31
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-11-01,MASA,5
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-11-01,MASA,8
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-11-01,MASA,53
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-11-01,MASA,9
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-11-01,MASA,54
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-11-01,MASA,20
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-11-01,MASA,18
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-11-01,MASA,6
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-12-01,MASA,45
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-12-01,MASA,161
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-12-01,MASA,173
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-12-01,MASA,30
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-12-01,MASA,99
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-12-01,MASA,85
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-12-01,MASA,156
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-12-01,MASA,44
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-12-01,MASA,48
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-12-01,MASA,180
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-12-01,MASA,72
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-12-01,MASA,121
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-12-01,MASA,132
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-12-01,MASA,120
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-12-01,MASA,34
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-01-01,MASA,24
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-01-01,MASA,79
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-01-01,MASA,81
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-01-01,MASA,23
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-01-01,MASA,40
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-01-01,MASA,31
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-01-01,MASA,83
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-01-01,MASA,18
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-01-01,MASA,34
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-01-01,MASA,98
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-01-01,MASA,33
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-01-01,MASA,82
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-01-01,MASA,57
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-01-01,MASA,51
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-01-01,MASA,26
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-02-01,MASA,27
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-02-01,MASA,63
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-02-01,MASA,58
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-02-01,MASA,30
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-02-01,MASA,36
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-02-01,MASA,35
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-02-01,MASA,70
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-02-01,MASA,23
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-02-01,MASA,38
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-02-01,MASA,90
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-02-01,MASA,34
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-02-01,MASA,85
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-02-01,MASA,47
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-02-01,MASA,43
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-02-01,MASA,37
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-03-01,MASA,33
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-03-01,MASA,52
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-03-01,MASA,55
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-03-01,MASA,33
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-03-01,MASA,41
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-03-01,MASA,45
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-03-01,MASA,55
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-03-01,MASA,33
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-03-01,MASA,42
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-03-01,MASA,75
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-03-01,MASA,35
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-03-01,MASA,81
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-03-01,MASA,46
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-03-01,MASA,45
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-03-01,MASA,41
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-04-01,MASA,19
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-04-01,MASA,22
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-04-01,MASA,21
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-04-01,MASA,24
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-04-01,MASA,18
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-04-01,MASA,22
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-04-01,MASA,26
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-04-01,MASA,18
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-04-01,MASA,27
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-04-01,MASA,38
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-04-01,MASA,17
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-04-01,MASA,43
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-04-01,MASA,20
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-04-01,MASA,20
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-04-01,MASA,31
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-05-01,MASA,14
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-05-01,MASA,17
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-05-01,MASA,15
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-05-01,MASA,20
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-05-01,MASA,11
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-05-01,MASA,13
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-05-01,MASA,24
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-05-01,MASA,12
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-05-01,MASA,22
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-05-01,MASA,41
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-05-01,MASA,12
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-05-01,MASA,48
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-05-01,MASA,13
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-05-01,MASA,12
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-05-01,MASA,25
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-06-01,MASA,1
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-06-01,MASA,2
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-06-01,MASA,1
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-06-01,MASA,1
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-06-01,MASA,0
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-06-01,MASA,2
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-06-01,MASA,4
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-06-01,MASA,1
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-06-01,MASA,2
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-06-01,MASA,4
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-06-01,MASA,1
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-06-01,MASA,7
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-06-01,MASA,1
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-06-01,MASA,0
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-06-01,MASA,2
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-07-01,MASA,4
Mazandaran,23.7,99309,36.48,52.47,Amol,1990-07-01,MASA,10
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1990-07-01,MASA,4
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1990-07-01,MASA,5
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1990-07-01,MASA,4
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1990-07-01,MASA,10
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1990-07-01,MASA,13
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1990-07-01,MASA,5
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1990-07-01,MASA,7
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1990-07-01,MASA,7
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1990-07-01,MASA,5
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1990-07-01,MASA,45
Mazandaran,23.0,40759,36.54,53.0,Sari,1990-07-01,MASA,5
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1990-07-01,MASA,2
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1990-07-01,MASA,8
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1990-08-01,MASA,7
