Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,ERA5
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1987-08-01,MASA,286.40589057753374
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1987-08-01,MASA,186.8164533312111
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1987-08-01,MASA,122.52905904600908
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1987-08-01,MASA,218.07166873762895
Mazandaran,23.0,40759,36.54,53.0,Sari,1987-08-01,MASA,111.9938933784752
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1987-08-01,MASA,77.59909271548082
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1987-08-01,MASA,110.18446027586748
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1987-09-01,MASA,139.60631796710388
Mazandaran,23.7,99309,36.48,52.47,Amol,1987-09-01,MASA,88.63841602198974
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1987-09-01,MASA,36.75443539016143
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1987-09-01,MASA,107.08644101016418
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1987-09-01,MASA,26.963076084779658
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1987-09-01,MASA,64.31201705329315
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1987-09-01,MASA,198.82372626654998
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1987-09-01,MASA,78.08589050166503
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1987-09-01,MASA,218.3053106962909
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1987-09-01,MASA,135.83382078997985
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1987-09-01,MASA,114.377668589281
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1987-09-01,MASA,188.66900214545623
Mazandaran,23.0,40759,36.54,53.0,Sari,1987-09-01,MASA,75.63204178206817
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1987-09-01,MASA,53.806370586084284
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1987-09-01,MASA,66.1138952671756
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1987-10-01,MASA,157.11893580276737
Mazandaran,23.7,99309,36.48,52.47,Amol,1987-10-01,MASA,196.49126074630985
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1987-10-01,MASA,147.64105222542057
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1987-10-01,MASA,172.31357536632785
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1987-10-01,MASA,128.93943927604923
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1987-10-01,MASA,144.5492400916315
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1987-10-01,MASA,282.86211631614935
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1987-10-01,MASA,175.7549538405634
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1987-10-01,MASA,217.71751783211002
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1987-10-01,MASA,312.6641704829432
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1987-10-01,MASA,141.55771277267704
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1987-10-01,MASA,379.69662688095343
Mazandaran,23.0,40759,36.54,53.0,Sari,1987-10-01,MASA,170.91589114982852
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1987-10-01,MASA,152.72906861622104
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1987-10-01,MASA,213.24195406753788
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1987-11-01,MASA,64.55400035724423
Mazandaran,23.7,99309,36.48,52.47,Amol,1987-11-01,MASA,86.24056921348355
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1987-11-01,MASA,50.928229549978
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1987-11-01,MASA,42.64275179252408
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1987-11-01,MASA,74.65981886729978
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1987-11-01,MASA,53.356686690900545
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1987-11-01,MASA,106.17820368156217
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1987-11-01,MASA,57.16896996841214
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1987-11-01,MASA,60.720989564511996
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1987-11-01,MASA,156.8949167524316
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1987-11-01,MASA,53.82605836734555
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1987-11-01,MASA,194.98978004798673
Mazandaran,23.0,40759,36.54,53.0,Sari,1987-11-01,MASA,65.55447922096036
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1987-11-01,MASA,60.483658770177584
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1987-11-01,MASA,45.27718768462918
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1987-12-01,MASA,78.32685664605776
Mazandaran,23.7,99309,36.48,52.47,Amol,1987-12-01,MASA,127.08249494743029
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1987-12-01,MASA,84.05653193902651
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1987-12-01,MASA,89.70732793521563
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1987-12-01,MASA,116.78089008044878
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1987-12-01,MASA,94.13084939431826
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1987-12-01,MASA,173.58707443189303
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1987-12-01,MASA,65.74186489295641
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1987-12-01,MASA,92.41652295303027
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1987-12-01,MASA,193.82837221336047
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1987-12-01,MASA,69.74731192302386
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1987-12-01,MASA,215.0232325525252
Mazandaran,23.0,40759,36.54,53.0,Sari,1987-12-01,MASA,99.85067501973788
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1987-12-01,MASA,96.86511561584155
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1987-12-01,MASA,107.77846530389468
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-01-01,MASA,87.65126396623657
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-01-01,MASA,119.77919568029449
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-01-01,MASA,113.90436817613647
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-01-01,MASA,75.9055428644757
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-01-01,MASA,127.68624354806946
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-01-01,MASA,114.8629449745755
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-01-01,MASA,131.19463254419372
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-01-01,MASA,105.66740859952972
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-01-01,MASA,88.8803564449887
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-01-01,MASA,170.50143708196686
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-01-01,MASA,89.90700174776123
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-01-01,MASA,220.68272162881897
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-01-01,MASA,123.57055772748993
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-01-01,MASA,125.79120327440307
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-01-01,MASA,80.72557677236603
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-02-01,MASA,43.34114334109884
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-02-01,MASA,64.50150749209982
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-02-01,MASA,40.56542953971487
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-02-01,MASA,53.77399763587576
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-02-01,MASA,62.25274345401388
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-02-01,MASA,55.36870500568014
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-02-01,MASA,74.77873405936819
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-02-01,MASA,47.41883120063406
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-02-01,MASA,46.186534972225246
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-02-01,MASA,107.17834374431234
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-02-01,MASA,43.92440459254843
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-02-01,MASA,135.24171552184683
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-02-01,MASA,53.2391055536614
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-02-01,MASA,48.99562737468344
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-02-01,MASA,69.22769388679129
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-03-01,MASA,114.49306941036497
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-03-01,MASA,104.23961019520078
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-03-01,MASA,52.430180072825294
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-03-01,MASA,70.22112345699583
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-03-01,MASA,87.45777344707761
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-03-01,MASA,93.37341523174558
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-03-01,MASA,112.79120779041563
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-03-01,MASA,112.80035710338865
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-03-01,MASA,72.18791282181058
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-03-01,MASA,113.61449694637571
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-03-01,MASA,109.27605366710935
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-03-01,MASA,85.8817968368939
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-03-01,MASA,104.56680989269529
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-03-01,MASA,92.39080286030088
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-03-01,MASA,110.77435052398954
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-04-01,MASA,145.50989565473316
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-04-01,MASA,67.63469872098682
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-04-01,MASA,31.773012848908877
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-04-01,MASA,79.87425920587299
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-04-01,MASA,61.64186892133472
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-04-01,MASA,104.0334820471358
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-04-01,MASA,114.38785192590473
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-04-01,MASA,121.63336274247882
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-04-01,MASA,130.21155891042469
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-04-01,MASA,63.8096302471709
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-04-01,MASA,144.05819472890613
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-04-01,MASA,85.08145508390186
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-04-01,MASA,65.94641205888507
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-04-01,MASA,71.52755257707355
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-04-01,MASA,85.3572159729552
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-05-01,MASA,96.91242077567352
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-05-01,MASA,40.230087425491945
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-05-01,MASA,18.68931153037323
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-05-01,MASA,89.0818307659842
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-05-01,MASA,22.958568718216554
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-05-01,MASA,38.29077580191864
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-05-01,MASA,150.90226330973877
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-05-01,MASA,58.490402486107484
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-05-01,MASA,126.2774089834906
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-05-01,MASA,57.688779618523256
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-05-01,MASA,91.06070497252716
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-05-01,MASA,123.81810643889679
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-05-01,MASA,35.894579674980776
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-05-01,MASA,27.796454217217104
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-05-01,MASA,101.81785323836579
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-06-01,MASA,96.86893757697845
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-06-01,MASA,28.988903130262145
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-06-01,MASA,12.836461628644713
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-06-01,MASA,153.5312437665155
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-06-01,MASA,11.843820775716551
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-06-01,MASA,43.810998762815245
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-06-01,MASA,159.6248501193216
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-06-01,MASA,32.29234155532623
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-06-01,MASA,273.46985575076843
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-06-01,MASA,43.89796193954254
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-06-01,MASA,65.87373253223205
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-06-01,MASA,79.16531499740387
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-06-01,MASA,13.470565642087706
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-06-01,MASA,16.315391029088744
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-06-01,MASA,122.11426135417724
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-07-01,MASA,100.45194305353888
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-07-01,MASA,80.07979072504767
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-07-01,MASA,28.789114727313603
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-07-01,MASA,182.59463883810767
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-07-01,MASA,61.70892394953498
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-07-01,MASA,89.03288520746955
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-07-01,MASA,167.66427136832007
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-07-01,MASA,112.33214713507422
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-07-01,MASA,250.15964783602485
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-07-01,MASA,85.0901869671894
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-07-01,MASA,97.35160745554694
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-07-01,MASA,87.58301712446936
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-07-01,MASA,77.33881153040656
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-07-01,MASA,66.77335180216559
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-07-01,MASA,144.3340299265934
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-08-01,MASA,179.21822614099625
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-08-01,MASA,101.25941879179123
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-08-01,MASA,46.527423924466405
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-08-01,MASA,172.51721865560654
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-08-01,MASA,90.41065818693284
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-08-01,MASA,119.97924096014145
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-08-01,MASA,193.56399125482682
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-08-01,MASA,154.12641412641648
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-08-01,MASA,274.9280715646947
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-08-01,MASA,121.21855563547257
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-08-01,MASA,158.14031011488083
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-08-01,MASA,142.60167724516037
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-08-01,MASA,131.2236273946965
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-08-01,MASA,112.81365997221116
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-08-01,MASA,142.54548496629837
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-09-01,MASA,144.8501540076208
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-09-01,MASA,67.27071532124995
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-09-01,MASA,21.899838532156934
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-09-01,MASA,85.88287659997462
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-09-01,MASA,37.837256277747144
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-09-01,MASA,73.18875619287013
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-09-01,MASA,160.4805184256506
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-09-01,MASA,85.11388727540492
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-09-01,MASA,165.91372021550654
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-09-01,MASA,111.92025669927119
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-09-01,MASA,124.00818296784877
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-09-01,MASA,139.36746546144008
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-09-01,MASA,69.93730791921138
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-09-01,MASA,49.903203333563795
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-09-01,MASA,46.812374676413526
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-10-01,MASA,135.54723579404993
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-10-01,MASA,119.41820401666803
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-10-01,MASA,79.69862241266412
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-10-01,MASA,94.41380221365137
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-10-01,MASA,73.67935795305414
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-10-01,MASA,95.41223961828393
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-10-01,MASA,208.68720132826013
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-10-01,MASA,78.60773820398492
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-10-01,MASA,126.53155643461389
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-10-01,MASA,153.1598420810525
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-10-01,MASA,118.36405117033166
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-10-01,MASA,212.71070856569452
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-10-01,MASA,80.78821022031946
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-10-01,MASA,72.77874667165918
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-10-01,MASA,73.61781615732355
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-11-01,MASA,91.75929073017386
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-11-01,MASA,92.92792919796256
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-11-01,MASA,48.84123448055533
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-11-01,MASA,74.05034843605307
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-11-01,MASA,94.95015088241843
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-11-01,MASA,75.43976250808981
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-11-01,MASA,150.8800053946331
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-11-01,MASA,69.66998819034842
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-11-01,MASA,108.75995103042868
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-11-01,MASA,172.90554586571005
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-11-01,MASA,79.79009691398886
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-11-01,MASA,218.45842543762473
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-11-01,MASA,74.96825996559409
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-11-01,MASA,71.32541779201773
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-11-01,MASA,100.05969945114401
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1988-12-01,MASA,73.65702113287398
Mazandaran,23.7,99309,36.48,52.47,Amol,1988-12-01,MASA,93.89983883278319
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1988-12-01,MASA,51.58558508531996
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1988-12-01,MASA,34.41710045711943
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1988-12-01,MASA,67.71872958319136
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1988-12-01,MASA,82.56521841661879
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1988-12-01,MASA,85.8063699878926
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1988-12-01,MASA,69.41469034330794
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1988-12-01,MASA,26.479304043220964
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1988-12-01,MASA,114.26162740366408
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1988-12-01,MASA,86.22121831552931
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1988-12-01,MASA,166.71541353838393
Mazandaran,23.0,40759,36.54,53.0,Sari,1988-12-01,MASA,82.52468725817153
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1988-12-01,MASA,70.45066377298781
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1988-12-01,MASA,51.65023377315947
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-01-01,MASA,65.0113787763189
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-01-01,MASA,121.10067571330774
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-01-01,MASA,84.46508313346612
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-01-01,MASA,59.9558916204046
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-01-01,MASA,78.00234521556604
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-01-01,MASA,73.74661828208673
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-01-01,MASA,147.4587288014959
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-01-01,MASA,67.13844503093469
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-01-01,MASA,88.81120051074731
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-01-01,MASA,197.13279272247064
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-01-01,MASA,55.01977766681421
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-01-01,MASA,243.98398066688287
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-01-01,MASA,82.07049633193719
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-01-01,MASA,80.45024837184656
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-01-01,MASA,67.16254020858514
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-02-01,MASA,53.76692772226477
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-02-01,MASA,75.13753235654974
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-02-01,MASA,55.464341345597745
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-02-01,MASA,53.564331534673215
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-02-01,MASA,45.597425702382566
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-02-01,MASA,63.253543380071164
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-02-01,MASA,96.19881868677282
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-02-01,MASA,52.26569533662939
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-02-01,MASA,66.53817653970862
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1989-02-01,MASA,133.87495935278082
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1989-02-01,MASA,48.41980994062567
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1989-02-01,MASA,171.4491909773841
Mazandaran,23.0,40759,36.54,53.0,Sari,1989-02-01,MASA,60.395500663091184
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1989-02-01,MASA,58.41723740415716
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1989-02-01,MASA,57.621351483632566
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1989-03-01,MASA,105.33185999377892
Mazandaran,23.7,99309,36.48,52.47,Amol,1989-03-01,MASA,113.6603127001159
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1989-03-01,MASA,82.95466701968834
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1989-03-01,MASA,98.3879635809295
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1989-03-01,MASA,118.83266966327355
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1989-03-01,MASA,114.28659360393212
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1989-03-01,MASA,122.37409453376458
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1989-03-01,MASA,119.17216281875298
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1989-03-01,MASA,116.22516016944573
