system:index,Province,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,mean,precipitation_mm,.geo
200509_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2005-09,0.10747852065366814,107.47852065366814,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200509_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2005-09,0.11337984242242882,113.37984242242882,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200509_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2005-09,0.13656522967619011,136.5652296761901,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200509_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2005-09,0.21782392897409508,217.82392897409508,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200509_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2005-09,0.17992690839571068,179.92690839571068,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200509_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2005-09,0.3422358248452575,342.2358248452575,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200509_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2005-09,0.10744855441850731,107.44855441850731,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200509_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2005-09,0.23991747834486077,239.91747834486077,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200509_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2005-09,0.3637136135320098,363.71361353200984,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200509_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2005-09,0.07936993875307152,79.36993875307152,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200509_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2005-09,0.06196275987428734,61.96275987428734,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200509_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2005-09,0.11163978912633965,111.63978912633965,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200509_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2005-09,0.1338135812501342,133.8135812501342,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200509_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2005-09,0.1371707681636245,137.1707681636245,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
200509_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2005-09,0.10081679262918541,100.81679262918541,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
200509_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2005-09,0.051378509781780934,51.378509781780934,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
200509_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2005-09,0.11565717198652337,115.65717198652337,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
200509_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2005-09,0.15266919770044396,152.66919770044396,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
200509_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2005-09,0.06617801525396416,66.17801525396416,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
200509_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2005-09,0.10594553389352868,105.94553389352868,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
200509_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2005-09,0.19315170385641167,193.15170385641167,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
200509_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2005-09,0.11024721600812981,110.24721600812981,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
200509_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2005-09,0.2308427754859359,230.8427754859359,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
200509_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2005-09,0.1680615756730468,168.0615756730468,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
200510_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2005-10,0.09193450273001957,91.93450273001957,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
200510_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2005-10,0.06607377589667607,66.07377589667607,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200510_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2005-10,0.12105290652240086,121.05290652240086,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200510_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2005-10,0.06720200241530705,67.20200241530705,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200510_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2005-10,0.24997322321856785,249.97322321856785,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200510_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2005-10,0.07938131750548649,79.38131750548649,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200510_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2005-10,0.16155873299563694,161.55873299563694,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200510_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2005-10,0.12996868849719334,129.96868849719334,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200510_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2005-10,0.20592980147326756,205.92980147326756,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200510_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2005-10,0.15858884216273594,158.58884216273594,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200510_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2005-10,0.07725779772723484,77.25779772723484,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200510_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2005-10,0.07719241143191624,77.19241143191624,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200510_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2005-10,0.24175889850581456,241.75889850581456,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200510_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2005-10,0.33197860480273533,331.97860480273533,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200510_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2005-10,0.07821400524104405,78.21400524104405,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
200510_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2005-10,0.19211101592505742,192.11101592505742,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
200510_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2005-10,0.047014728793747906,47.014728793747906,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
200510_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2005-10,0.20903898836100865,209.03898836100865,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
200510_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2005-10,0.22513070763076115,225.13070763076115,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
200510_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2005-10,0.06111471415484715,61.11471415484715,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
200510_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2005-10,0.11374308229411412,113.74308229411412,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
200510_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2005-10,0.21757976771319676,217.57976771319676,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
200510_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2005-10,0.22658005417311955,226.58005417311955,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
200510_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2005-10,0.3227919346185999,322.7919346185999,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
200510_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2005-10,0.2154214239212351,215.4214239212351,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
200511_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2005-11,0.1331399252964225,133.1399252964225,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
200511_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2005-11,0.13048574536573554,130.48574536573554,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200511_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2005-11,0.06547150223982001,65.47150223982001,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200511_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2005-11,0.13034749239217902,130.34749239217902,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200511_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2005-11,0.17079898923170234,170.79898923170234,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200511_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2005-11,0.10341374784242774,103.41374784242774,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200511_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2005-11,0.13670677154791022,136.70677154791022,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200511_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2005-11,0.14492397218477393,144.92397218477393,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200511_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2005-11,0.08801077514421607,88.01077514421607,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200511_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2005-11,0.13781340628397132,137.81340628397132,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200511_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2005-11,0.05022478311788703,50.22478311788703,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200511_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2005-11,0.12491546779405738,124.91546779405738,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200511_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2005-11,0.17419880836736823,174.19880836736823,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200511_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2005-11,0.16792685001623298,167.92685001623298,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200511_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2005-11,0.129199506933805,129.199506933805,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
200511_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2005-11,0.1363490691734519,136.3490691734519,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
200511_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2005-11,0.06399165302049781,63.99165302049781,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
200511_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2005-11,0.16348779409658576,163.48779409658576,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
200511_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2005-11,0.14946530967485572,149.46530967485572,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
200511_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2005-11,0.07022081523668433,70.22081523668433,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
200511_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2005-11,0.09355858176481391,93.55858176481391,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
200511_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2005-11,0.138860510881063,138.860510881063,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
200511_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2005-11,0.22567168086301947,225.67168086301947,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
200511_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2005-11,0.2899673154903617,289.96731549036167,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
200511_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2005-11,0.14738948851358558,147.38948851358558,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
200512_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2005-12,0.0717180355649667,71.7180355649667,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
200512_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2005-12,0.06050667010361721,60.50667010361721,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200512_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2005-12,0.04316930316502621,43.16930316502621,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200512_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2005-12,0.057691900358744164,57.691900358744164,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200512_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2005-12,0.08028164349610378,80.28164349610378,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200512_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2005-12,0.06067737780625393,60.67737780625393,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200512_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2005-12,0.048741622195787926,48.741622195787926,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200512_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2005-12,0.07684893749768307,76.84893749768307,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200512_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2005-12,0.04206785403306057,42.06785403306057,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200512_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2005-12,0.05209718488270809,52.09718488270809,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200512_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2005-12,0.06204292021805813,62.04292021805813,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200512_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2005-12,0.0523887708049493,52.3887708049493,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200512_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2005-12,0.115093453155108,115.093453155108,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200512_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2005-12,0.1231510623555856,123.1510623555856,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200512_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2005-12,0.06481692038590481,64.81692038590481,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
200512_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2005-12,0.07789485000187923,77.89485000187923,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
200512_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2005-12,0.039042843804903526,39.04284380490353,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
200512_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2005-12,0.050172729716845055,50.172729716845055,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
200512_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2005-12,0.05316641770417263,53.16641770417263,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
200512_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2005-12,0.0376325681071954,37.6325681071954,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
200512_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2005-12,0.04711960099751522,47.11960099751522,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
200512_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2005-12,0.054162560329981346,54.162560329981346,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
200512_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2005-12,0.16207170330102016,162.07170330102016,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
200512_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2005-12,0.21053850494439175,210.53850494439175,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
200512_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2005-12,0.05601051293427517,56.01051293427517,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
200601_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2006-01,0.07343559129624921,73.43559129624921,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
200601_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2006-01,0.062297882274680916,62.297882274680916,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200601_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2006-01,0.051831545070701424,51.831545070701424,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200601_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2006-01,0.06563799245744306,65.63799245744306,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200601_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2006-01,0.1088771985331114,108.8771985331114,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200601_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2006-01,0.06254491372495252,62.54491372495252,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200601_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2006-01,0.07764859660058576,77.64859660058576,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200601_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2006-01,0.08928254409223157,89.28254409223157,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200601_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2006-01,0.06061564548402387,60.61564548402387,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200601_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2006-01,0.08113156421571333,81.13156421571333,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200601_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2006-01,0.07943950755982954,79.43950755982954,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200601_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2006-01,0.057790489629798714,57.790489629798714,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200601_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2006-01,0.1601825372734602,160.1825372734602,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200601_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2006-01,0.22194223268418867,221.94223268418867,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200601_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2006-01,0.06572635634332258,65.72635634332258,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
200601_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2006-01,0.17222695215135175,172.22695215135175,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
200601_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2006-01,0.08795346482186872,87.95346482186872,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
200601_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2006-01,0.15038193924813825,150.38193924813825,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
200601_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2006-01,0.14680162234693128,146.80162234693128,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
200601_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2006-01,0.10673512680917341,106.73512680917341,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
200601_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2006-01,0.16484773321538526,164.84773321538526,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
200601_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2006-01,0.1611322478809889,161.1322478809889,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
200601_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2006-01,0.24507902725129682,245.07902725129682,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
200601_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2006-01,0.33826756639867384,338.2675663986738,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
200601_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2006-01,0.1647611723700102,164.7611723700102,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
200602_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2006-02,0.033592295194125654,33.592295194125654,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
200602_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2006-02,0.02544079377696562,25.44079377696562,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
200602_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2006-02,0.0784232284073596,78.4232284073596,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
200602_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2006-02,0.029722567940211775,29.722567940211775,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
200602_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2006-02,0.07394083991096068,73.94083991096068,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
200602_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2006-02,0.028260197782969954,28.260197782969954,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
200602_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2006-02,0.04432126536414671,44.32126536414671,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
200602_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2006-02,0.06797572627112913,67.97572627112913,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
200602_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2006-02,0.054320555472827436,54.32055547282744,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
200602_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2006-02,0.044763710642314436,44.763710642314436,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
200602_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2006-02,0.13560245587871123,135.60245587871123,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
200602_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2006-02,0.020875718737102034,20.875718737102034,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
200602_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2006-02,0.09008055582091856,90.08055582091856,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
200602_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2006-02,0.10663489654109526,106.63489654109526,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
200602_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2006-02,0.023610424542880537,23.610424542880537,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
