system:index,Province,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,mean,precipitation_mm,.geo
201504_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-04,0.05167720382650032,51.67720382650032,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201504_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-04,0.06322408383329048,63.22408383329048,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201504_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-04,0.023802674464775464,23.802674464775464,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201504_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-04,0.05820312266786232,58.20312266786232,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201504_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-04,0.09110448425252571,91.10448425252571,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201504_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-04,0.04043602114160194,40.43602114160194,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201504_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-04,0.04358861511190071,43.58861511190071,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201504_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-04,0.10617480342824592,106.17480342824592,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201504_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-04,0.0797936237378849,79.7936237378849,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201504_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-04,0.05375081961591377,53.75081961591377,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201504_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-04,0.04965574210126533,49.65574210126533,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201504_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-04,0.09688756530721321,96.88756530721321,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201504_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-04,0.047968871049477,47.968871049477,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201505_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-05,0.0318762031834936,31.8762031834936,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
201505_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2015-05,0.010402288798651682,10.402288798651682,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
201505_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2015-05,0.10532119548734187,105.32119548734187,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
201505_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2015-05,0.023731779817900645,23.731779817900645,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
201505_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2015-05,0.1551158545058584,155.1158545058584,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
201505_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2015-05,0.049840849403700815,49.840849403700815,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
201505_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2015-05,0.12473801947053431,124.73801947053431,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
201505_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2015-05,0.05205423808511256,52.05423808511256,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
201505_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2015-05,0.13991214013513087,139.91214013513087,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
201505_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2015-05,0.131287437443099,131.287437443099,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
201505_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2015-05,0.08391862786229609,83.91862786229609,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
201505_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2015-05,0.013256531719527231,13.256531719527231,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
201505_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-05,0.042710613970122324,42.710613970122324,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201505_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-05,0.05068625188287257,50.68625188287257,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201505_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-05,0.017722186211905466,17.722186211905466,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201505_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-05,0.022461187605223643,22.461187605223643,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201505_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-05,0.025174286727271067,25.174286727271067,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201505_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-05,0.01765229976590632,17.65229976590632,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201505_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-05,0.030308824543318735,30.308824543318735,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201505_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-05,0.0365565387051916,36.5565387051916,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201505_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-05,0.04933359897550105,49.33359897550105,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201505_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-05,0.028710525993666636,28.710525993666636,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201505_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-05,0.05486620641168116,54.86620641168116,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201505_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-05,0.11416236734803675,114.16236734803675,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201505_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-05,0.023180600766501414,23.180600766501414,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201506_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-06,0.02839736828481776,28.39736828481776,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
201506_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2015-06,0.00553897211229426,5.53897211229426,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
201506_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2015-06,0.10651537964021784,106.51537964021784,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
201506_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2015-06,0.017907159420605723,17.907159420605723,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
201506_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2015-06,0.04056300410902125,40.56300410902125,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
201506_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2015-06,0.04056993314897639,40.56993314897639,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
201506_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2015-06,0.07382102498685938,73.82102498685938,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
201506_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2015-06,0.02397662589227778,23.97662589227778,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
201506_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2015-06,0.16745636055147273,167.45636055147273,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
201506_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2015-06,0.0521973390308581,52.1973390308581,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
201506_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2015-06,0.0900701601234637,90.0701601234637,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
201506_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2015-06,0.00403896162187678,4.03896162187678,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
201506_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-06,0.031290205213185374,31.290205213185374,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201506_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-06,0.04360670039331538,43.60670039331538,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201506_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-06,0.017475398275013987,17.475398275013987,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201506_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-06,0.0035837907520495094,3.5837907520495094,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201506_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-06,0.013242231699582163,13.242231699582163,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201506_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-06,0.00790117869054896,7.90117869054896,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201506_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-06,0.01919236967241389,19.19236967241389,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201506_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-06,0.016312869283314768,16.312869283314768,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201506_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-06,0.009392904135342661,9.392904135342661,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201506_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-06,0.023360567185040537,23.360567185040537,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201506_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-06,0.0033769030300341285,3.3769030300341285,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201506_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-06,0.022246481868382517,22.246481868382517,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201506_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-06,0.015396477672215525,15.396477672215525,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201507_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-07,0.15803874690982056,158.03874690982056,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
201507_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2015-07,0.10954369266482544,109.54369266482544,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
201507_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2015-07,0.14466800947638703,144.66800947638703,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
201507_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2015-07,0.12904348631354523,129.04348631354523,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
201507_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2015-07,0.1756821389958496,175.6821389958496,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
201507_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2015-07,0.15351439674349976,153.51439674349976,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
201507_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2015-07,0.11940215189906311,119.40215189906311,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
201507_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2015-07,0.16961034794303131,169.61034794303131,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
201507_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2015-07,0.19491135735961151,194.91135735961151,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
201507_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2015-07,0.1234462376401062,123.4462376401062,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
201507_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2015-07,0.1054430421158905,105.4430421158905,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
201507_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2015-07,0.09090099890681458,90.90099890681458,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
201507_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-07,0.17783575911971283,177.83575911971283,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201507_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-07,0.14592206140013886,145.92206140013886,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201507_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-07,0.13397827406378937,133.97827406378937,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201507_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-07,0.0827309455439682,82.7309455439682,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201507_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-07,0.03706949611159516,37.06949611159516,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201507_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-07,0.08204434473963929,82.04434473963929,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201507_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-07,0.1043136682078476,104.3136682078476,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201507_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-07,0.04614248533698273,46.14248533698273,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201507_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-07,0.07704324682208252,77.04324682208252,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201507_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-07,0.11552314122172547,115.52314122172547,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201507_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-07,0.05741078813525391,57.41078813525391,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201507_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-07,0.07515695353003693,75.15695353003693,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201507_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-07,0.10299527307006073,102.99527307006073,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201508_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-08,0.0754393083362963,75.4393083362963,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
201508_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2015-08,0.01600510304264091,16.00510304264091,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
201508_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2015-08,0.11812271600059532,118.12271600059532,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
201508_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2015-08,0.02085286801151298,20.85286801151298,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
201508_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2015-08,0.20294098978332542,202.94098978332542,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
201508_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2015-08,0.06207681124500297,62.07681124500297,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
201508_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2015-08,0.11403105085186027,114.03105085186027,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
201508_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2015-08,0.12765324538043998,127.65324538043998,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
201508_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2015-08,0.2098159534244921,209.8159534244921,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
201508_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2015-08,0.10522482221416496,105.22482221416496,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
201508_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2015-08,0.08624993686965965,86.24993686965965,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
201508_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2015-08,0.05689618413738273,56.89618413738273,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
201508_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-08,0.142042477181473,142.042477181473,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201508_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-08,0.15175545637897514,151.75545637897514,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201508_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-08,0.036318783214607464,36.318783214607464,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201508_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-08,0.12142633323959373,121.42633323959373,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201508_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-08,0.04175743882946037,41.75743882946037,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201508_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-08,0.10423900609306358,104.23900609306358,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201508_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-08,0.11853512053779625,118.53512053779625,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201508_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-08,0.05615374868206047,56.15374868206047,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201508_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-08,0.07763398115924858,77.63398115924858,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201508_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-08,0.16489717786602043,164.89717786602043,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201508_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-08,0.10129766588500999,101.29766588500999,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201508_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-08,0.14527243798069023,145.27243798069023,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201508_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-08,0.15367201392940544,153.67201392940544,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201509_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-09,0.13696339396347312,136.96339396347312,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
201509_00000000000000000001,Mazandaran,-20.0,99306,36.856,53.386,Bandar-e-amirabad,2015-09,0.061026376165049356,61.026376165049356,"{""type"":""Point"",""coordinates"":[53.38599876104172,36.85599967839152]}"
201509_00000000000000000002,Mazandaran,2120.0,99357,36.198,51.801,Baladeh,2015-09,0.15713780788292198,157.13780788292198,"{""type"":""Point"",""coordinates"":[51.80099791429122,36.198001349641885]}"
201509_00000000000000000003,Mazandaran,-10.0,99299,36.738,53.837,Galugah,2015-09,0.06928664115776328,69.28664115776328,"{""type"":""Point"",""coordinates"":[53.83700115978934,36.73799848721418]}"
201509_00000000000000000004,Mazandaran,14.7,40737,36.487,52.108,Gharakhil,2015-09,0.2635256168018749,263.5256168018749,"{""type"":""Point"",""coordinates"":[52.10799810361887,36.48700014801676]}"
201509_00000000000000000005,Mazandaran,1294.3,40760,36.248,53.546,Kiyasar,2015-09,0.07888571587909965,78.88571587909965,"{""type"":""Point"",""coordinates"":[53.54600022504147,36.24800124975417]}"
201509_00000000000000000006,Mazandaran,1805.0,99361,36.071,52.843,Alasht,2015-09,0.15382167366852073,153.82167366852073,"{""type"":""Point"",""coordinates"":[52.84300064846047,36.07100169253869]}"
201509_00000000000000000007,Mazandaran,23.7,99309,36.479,52.468,Amol,2015-09,0.1549613144766262,154.9613144766262,"{""type"":""Point"",""coordinates"":[52.46799916806776,36.479000520726885]}"
201509_00000000000000000008,Mazandaran,1550.0,99348,36.39,51.729,Kojur,2015-09,0.17574390438904075,175.74390438904075,"{""type"":""Point"",""coordinates"":[51.729001268682296,36.390001322801155]}"
201509_00000000000000000009,Mazandaran,610.0,99360,36.104,53.062,Polsefid,2015-09,0.14380049375404624,143.80049375404624,"{""type"":""Point"",""coordinates"":[53.06200047849835,36.103999040334195]}"
201509_0000000000000000000a,Mazandaran,1855.4,40735,36.231,51.303,Siahbisheh,2015-09,0.10043662456383018,100.43662456383018,"{""type"":""Point"",""coordinates"":[51.303001049541336,36.23099869743738]}"
201509_0000000000000000000b,Mazandaran,-21.0,40736,36.699,52.643,Babolsar,2015-09,0.09227439431061057,92.27439431061057,"{""type"":""Point"",""coordinates"":[52.6430010480113,36.69899918940074]}"
201509_0000000000000000000c,Mazandaran,-20.9,40734,36.661,51.466,Nowshahr,2015-09,0.21907353071083335,219.07353071083335,"{""type"":""Point"",""coordinates"":[51.465999029448994,36.66099873022328]}"
201509_0000000000000000000d,Mazandaran,-20.0,40732,36.905,50.684,Ramsar,2015-09,0.16391496030201225,163.91496030201225,"{""type"":""Point"",""coordinates"":[50.684002018605135,36.90500073986783]}"
201509_0000000000000000000e,Mazandaran,16.7,40788,36.64,53.195,Sari (dasht-e-naz airport),2015-09,0.10076363054622917,100.76363054622917,"{""type"":""Point"",""coordinates"":[53.195002085619485,36.6400008233626]}"
201509_0000000000000000000f,Gilan,-23.6,40718,37.48,49.458,Bandar-e-anzali,2015-09,0.11615185109485893,116.15185109485893,"{""type"":""Point"",""coordinates"":[49.45799893856652,37.48000182070969]}"
201509_00000000000000000010,Gilan,1581.4,40805,36.708,49.802,Jirandeh,2015-09,0.040882986463206095,40.882986463206095,"{""type"":""Point"",""coordinates"":[49.80200074843565,36.70800211442765]}"
201509_00000000000000000011,Gilan,-22.0,99268,37.417,49.883,Kiyashahr,2015-09,0.08803420928825645,88.03420928825645,"{""type"":""Point"",""coordinates"":[49.883000319071506,37.41699918192554]}"
201509_00000000000000000012,Gilan,34.2,99276,37.194,50.016,Lahijan,2015-09,0.09565752414573936,95.65752414573936,"{""type"":""Point"",""coordinates"":[50.01600192619263,37.193999538242714]}"
201509_00000000000000000013,Gilan,338.3,40720,36.729,49.41,Manjil,2015-09,0.03296273616661338,32.96273616661338,"{""type"":""Point"",""coordinates"":[49.41000117482722,36.72900002128832]}"
201509_00000000000000000014,Gilan,1081.0,99281,37.15,48.983,Masuleh,2015-09,0.07208728460182456,72.08728460182456,"{""type"":""Point"",""coordinates"":[48.9830021170503,37.15000158814836]}"
201509_00000000000000000015,Gilan,24.8,99272,37.203,49.645,Rasht (agricultulal),2015-09,0.09212299851288108,92.12299851288108,"{""type"":""Point"",""coordinates"":[49.645000259444885,37.20299800416857]}"
201509_00000000000000000016,Gilan,-21.1,40709,38.365,48.855,Astara,2015-09,0.09625872639526634,96.25872639526634,"{""type"":""Point"",""coordinates"":[48.85499916221009,38.36499960678709]}"
201509_00000000000000000017,Gilan,7.0,99249,37.839,48.897,Talesh,2015-09,0.14259536234249381,142.59536234249381,"{""type"":""Point"",""coordinates"":[48.89699943503249,37.838999587421554]}"
201509_00000000000000000018,Gilan,-8.6,40719,37.323,49.624,Rasht,2015-09,0.09111012188305168,91.11012188305168,"{""type"":""Point"",""coordinates"":[49.62399789348315,37.32300133171889]}"
201510_00000000000000000000,Mazandaran,23.0,40759,36.536,52.998,Sari,2015-10,0.12800768065767087,128.00768065767087,"{""type"":""Point"",""coordinates"":[52.997999001078234,36.53600120949307]}"
