date,St_ID,MOD16A2GF,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id
2000-01-01,40732,15.700000000000001,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-01-01,40734,18.400000000000002,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-01-01,40735,19.6,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-01-01,40736,20.200000000000003,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-01-01,40737,19.400000000000002,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-01-01,40759,25.3,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-01-01,40760,25.400000000000002,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-01-01,40788,22.8,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-01-01,99299,18.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-01-01,99306,21.200000000000003,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-01-01,99309,24.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-01-01,99348,21.3,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-01-01,99357,19.5,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-01-01,99360,21.900000000000002,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-01-01,99361,22.900000000000002,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-01-09,40732,7.6000000000000005,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-01-09,40734,7.300000000000001,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-01-09,40735,8.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-01-09,40736,14.200000000000001,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-01-09,40737,9.3,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-01-09,40759,14.200000000000001,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-01-09,40760,13.200000000000001,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-01-09,40788,13.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-01-09,99299,11.600000000000001,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-01-09,99306,17.5,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-01-09,99309,13.5,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-01-09,99348,8.6,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-01-09,99357,8.3,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-01-09,99360,10.9,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-01-09,99361,10.600000000000001,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-01-17,40732,19.700000000000003,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-01-17,40734,17.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-01-17,40735,14.600000000000001,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-01-17,40736,24.3,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-01-17,40737,20.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-01-17,40759,24.900000000000002,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-01-17,40760,21.900000000000002,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-01-17,40788,22.900000000000002,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-01-17,99299,18.2,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-01-17,99306,25.3,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-01-17,99309,26.3,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-01-17,99348,21.3,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-01-17,99357,15.200000000000001,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-01-17,99360,18.2,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-01-17,99361,17.7,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-01-25,40732,18.400000000000002,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-01-25,40734,17.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-01-25,40735,17.2,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-01-25,40736,23.0,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-01-25,40737,20.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-01-25,40759,23.1,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-01-25,40760,22.0,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-01-25,40788,21.400000000000002,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-01-25,99299,18.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-01-25,99306,22.0,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-01-25,99309,25.700000000000003,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-01-25,99348,21.5,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-01-25,99357,17.400000000000002,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-01-25,99360,19.8,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-01-25,99361,19.900000000000002,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-02-02,40732,18.3,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-02-02,40734,15.700000000000001,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-02-02,40735,16.3,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-02-02,40736,20.700000000000003,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-02-02,40737,18.6,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-02-02,40759,21.1,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-02-02,40760,19.200000000000003,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-02-02,40788,19.6,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-02-02,99299,16.400000000000002,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-02-02,99306,20.700000000000003,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-02-02,99309,22.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-02-02,99348,18.8,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-02-02,99357,16.1,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-02-02,99360,16.400000000000002,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-02-02,99361,16.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-02-10,40732,25.0,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-02-10,40734,24.6,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-02-10,40735,23.200000000000003,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-02-10,40736,30.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-02-10,40737,28.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-02-10,40759,32.2,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-02-10,40760,29.6,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-02-10,40788,29.900000000000002,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-02-10,99299,25.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-02-10,99306,29.400000000000002,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-02-10,99309,33.6,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-02-10,99348,29.900000000000002,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-02-10,99357,24.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-02-10,99360,25.3,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-02-10,99361,25.400000000000002,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-02-18,40732,27.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-02-18,40734,27.1,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-02-18,40735,25.6,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-02-18,40736,33.2,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-02-18,40737,30.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-02-18,40759,31.400000000000002,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-02-18,40760,31.900000000000002,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-02-18,40788,29.3,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-02-18,99299,25.8,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-02-18,99306,31.1,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-02-18,99309,36.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-02-18,99348,31.5,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-02-18,99357,26.1,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-02-18,99360,29.5,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-02-18,99361,29.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-02-26,40732,15.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-02-26,40734,16.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-02-26,40735,16.900000000000002,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-02-26,40736,19.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-02-26,40737,17.5,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-02-26,40759,20.400000000000002,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-02-26,40760,19.6,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-02-26,40788,19.1,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-02-26,99299,16.900000000000002,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-02-26,99306,19.700000000000003,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-02-26,99309,21.0,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-02-26,99348,17.6,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-02-26,99357,17.3,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-02-26,99360,19.700000000000003,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-02-26,99361,19.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-03-05,40732,30.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-03-05,40734,28.200000000000003,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-03-05,40735,25.3,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-03-05,40736,33.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-03-05,40737,32.0,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-03-05,40759,33.1,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-03-05,40760,33.800000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-03-05,40788,31.8,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-03-05,99299,28.8,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-03-05,99306,32.1,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-03-05,99309,33.9,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-03-05,99348,32.9,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-03-05,99357,29.900000000000002,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-03-05,99360,32.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-03-05,99361,31.1,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-03-13,40732,34.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-03-13,40734,33.9,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-03-13,40735,34.4,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-03-13,40736,36.9,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-03-13,40737,37.7,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-03-13,40759,37.6,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-03-13,40760,35.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-03-13,40788,36.1,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-03-13,99299,33.0,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-03-13,99306,36.300000000000004,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-03-13,99309,39.6,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-03-13,99348,37.9,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-03-13,99357,34.300000000000004,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-03-13,99360,32.800000000000004,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-03-13,99361,32.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-03-21,40732,25.400000000000002,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-03-21,40734,27.0,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-03-21,40735,26.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-03-21,40736,32.2,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-03-21,40737,32.4,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-03-21,40759,34.4,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-03-21,40760,34.2,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-03-21,40788,32.300000000000004,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-03-21,99299,30.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-03-21,99306,31.700000000000003,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-03-21,99309,34.800000000000004,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-03-21,99348,31.5,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-03-21,99357,29.3,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-03-21,99360,31.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-03-21,99361,31.3,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-03-29,40732,46.900000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-03-29,40734,44.6,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-03-29,40735,44.1,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-03-29,40736,47.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-03-29,40737,49.1,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-03-29,40759,50.400000000000006,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-03-29,40760,45.7,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-03-29,40788,49.1,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-03-29,99299,46.300000000000004,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-03-29,99306,48.900000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-03-29,99309,49.800000000000004,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-03-29,99348,48.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-03-29,99357,45.300000000000004,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-03-29,99360,40.400000000000006,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-03-29,99361,43.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-04-06,40732,57.900000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-04-06,40734,55.400000000000006,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-04-06,40735,51.7,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-04-06,40736,59.300000000000004,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-04-06,40737,61.7,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-04-06,40759,60.0,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-04-06,40760,58.2,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-04-06,40788,58.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-04-06,99299,57.1,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-04-06,99306,62.1,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-04-06,99309,64.3,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-04-06,99348,61.2,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-04-06,99357,57.400000000000006,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-04-06,99360,50.900000000000006,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-04-06,99361,57.400000000000006,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-04-14,40732,51.400000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-04-14,40734,50.1,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-04-14,40735,47.7,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-04-14,40736,51.900000000000006,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-04-14,40737,52.7,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-04-14,40759,50.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-04-14,40760,49.7,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-04-14,40788,52.7,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-04-14,99299,50.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-04-14,99306,53.6,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-04-14,99309,56.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-04-14,99348,54.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-04-14,99357,52.2,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-04-14,99360,43.300000000000004,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-04-14,99361,48.800000000000004,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-04-22,40732,54.900000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-04-22,40734,54.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-04-22,40735,56.900000000000006,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-04-22,40736,55.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-04-22,40737,57.5,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-04-22,40759,59.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-04-22,40760,52.800000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-04-22,40788,60.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-04-22,99299,56.7,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-04-22,99306,57.900000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-04-22,99309,60.6,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-04-22,99348,58.1,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-04-22,99357,59.300000000000004,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-04-22,99360,47.5,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-04-22,99361,54.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-04-30,40732,46.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-04-30,40734,52.900000000000006,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-04-30,40735,57.300000000000004,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-04-30,40736,55.2,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-04-30,40737,56.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-04-30,40759,57.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-04-30,40760,54.7,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-04-30,40788,55.900000000000006,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-04-30,99299,56.7,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-04-30,99306,56.0,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-04-30,99309,59.5,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-04-30,99348,56.2,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-04-30,99357,62.6,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-04-30,99360,53.6,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-04-30,99361,58.400000000000006,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-05-08,40732,45.800000000000004,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-05-08,40734,51.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-05-08,40735,58.900000000000006,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-05-08,40736,56.1,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-05-08,40737,54.6,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-05-08,40759,55.5,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-05-08,40760,54.400000000000006,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-05-08,40788,55.800000000000004,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-05-08,99299,57.6,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-05-08,99306,58.400000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-05-08,99309,60.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-05-08,99348,53.300000000000004,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-05-08,99357,62.2,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-05-08,99360,52.2,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-05-08,99361,58.2,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-05-16,40732,49.2,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-05-16,40734,51.7,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-05-16,40735,61.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-05-16,40736,54.900000000000006,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-05-16,40737,52.900000000000006,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-05-16,40759,56.5,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-05-16,40760,52.0,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-05-16,40788,55.800000000000004,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-05-16,99299,55.300000000000004,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-05-16,99306,56.0,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-05-16,99309,56.5,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-05-16,99348,52.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-05-16,99357,61.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-05-16,99360,50.6,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-05-16,99361,54.800000000000004,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-05-24,40732,61.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-05-24,40734,61.0,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-05-24,40735,65.2,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-05-24,40736,64.0,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-05-24,40737,62.900000000000006,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-05-24,40759,65.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-05-24,40760,62.400000000000006,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-05-24,40788,64.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-05-24,99299,64.4,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-05-24,99306,63.400000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-05-24,99309,65.3,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-05-24,99348,65.2,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-05-24,99357,69.5,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-05-24,99360,58.900000000000006,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-05-24,99361,65.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-06-01,40732,66.2,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-06-01,40734,65.7,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2000-06-01,40735,71.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2000-06-01,40736,70.7,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2000-06-01,40737,66.60000000000001,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2000-06-01,40759,71.8,Mazandaran,23.0,36.54,53.0,Sari,MASA
2000-06-01,40760,66.4,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2000-06-01,40788,71.60000000000001,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2000-06-01,99299,69.60000000000001,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2000-06-01,99306,69.2,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2000-06-01,99309,70.3,Mazandaran,23.7,36.48,52.47,Amol,MASA
2000-06-01,99348,69.4,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2000-06-01,99357,70.60000000000001,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2000-06-01,99360,62.0,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2000-06-01,99361,67.2,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2000-06-09,40732,46.400000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2000-06-09,40734,42.400000000000006,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
